@relation winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
6.2, 0.25, 0.25, 1.4, 0.03, 35.0, 105.0, 0.9912, 3.3, 0.44, 11.1, 7
6.3, 0.495, 0.22, 1.8, 0.046, 31.0, 140.0, 0.9929, 3.39, 0.54, 10.4, 6
8.3, 0.28, 0.4, 7.8, 0.041, 38.0, 194.0, 0.9976, 3.34, 0.51, 9.6, 6
6.8, 0.21, 0.27, 2.1, 0.03, 26.0, 139.0, 0.99, 3.16, 0.61, 12.6, 7
6.3, 0.35, 0.3, 5.7, 0.035, 8.0, 97.0, 0.9927, 3.27, 0.41, 11.0, 7
6.9, 0.28, 0.4, 8.2, 0.036, 15.0, 95.0, 0.9944, 3.17, 0.33, 10.2, 5
6.2, 0.24, 0.35, 1.2, 0.038, 22.0, 167.0, 0.9912, 3.1, 0.48, 10.6, 6
5.2, 0.6, 0.07, 7.0, 0.044, 33.0, 147.0, 0.9944, 3.33, 0.58, 9.7, 5
5.8, 0.25, 0.26, 13.1, 0.051, 44.0, 148.0, 0.9972, 3.29, 0.38, 9.3, 5
7.0, 0.3, 0.49, 4.7, 0.036, 17.0, 105.0, 0.9916, 3.26, 0.68, 12.4, 7
7.0, 0.24, 0.36, 2.8, 0.034, 22.0, 112.0, 0.99, 3.19, 0.38, 12.6, 8
7.1, 0.35, 0.24, 15.4, 0.055, 46.0, 198.0, 0.9988, 3.12, 0.49, 8.8, 5
8.3, 0.39, 0.7, 10.6, 0.045, 33.0, 169.0, 0.9976, 3.09, 0.57, 9.4, 5
5.0, 0.55, 0.14, 8.3, 0.032, 35.0, 164.0, 0.9918, 3.53, 0.51, 12.5, 8
6.4, 0.26, 0.42, 9.7, 0.044, 30.0, 140.0, 0.9962, 3.18, 0.47, 9.1, 6
5.6, 0.34, 0.1, 1.3, 0.031, 20.0, 68.0, 0.9906, 3.36, 0.51, 11.2, 7
5.8, 0.4, 0.42, 4.4, 0.047, 38.5, 245.0, 0.9937, 3.25, 0.57, 9.6, 6
6.1, 0.36, 0.33, 1.1, 0.05, 24.0, 169.0, 0.9927, 3.15, 0.78, 9.5, 6
7.3, 0.22, 0.37, 14.3, 0.063, 48.0, 191.0, 0.9978, 2.89, 0.38, 9.0, 6
6.0, 0.18, 0.27, 1.5, 0.089, 40.0, 143.0, 0.9923, 3.49, 0.62, 10.8, 6
7.7, 0.29, 0.48, 2.3, 0.049, 36.0, 178.0, 0.9931, 3.17, 0.64, 10.6, 6
6.4, 0.31, 0.28, 1.5, 0.037, 12.0, 119.0, 0.9919, 3.32, 0.51, 10.4, 7
7.2, 0.28, 0.26, 12.5, 0.046, 48.0, 179.0, 0.9975, 3.1, 0.52, 9.0, 6
7.5, 0.35, 0.28, 9.6, 0.051, 26.0, 157.0, 0.9969, 3.12, 0.53, 9.2, 6
6.0, 0.36, 0.39, 3.2, 0.027, 20.0, 125.0, 0.991, 3.38, 0.39, 11.3, 7
6.5, 0.36, 0.32, 1.1, 0.031, 13.0, 66.0, 0.9916, 3.1, 0.46, 10.6, 5
5.8, 0.28, 0.34, 4.0, 0.031, 40.0, 99.0, 0.9896, 3.39, 0.39, 12.8, 7
7.4, 0.21, 0.27, 1.2, 0.041, 27.0, 99.0, 0.9927, 3.19, 0.33, 9.8, 6
6.4, 0.28, 0.29, 1.6, 0.052, 34.0, 127.0, 0.9929, 3.48, 0.56, 10.5, 7
7.0, 0.14, 0.32, 9.0, 0.039, 54.0, 141.0, 0.9956, 3.22, 0.43, 9.4, 6
7.0, 0.17, 0.31, 4.8, 0.034, 34.0, 132.0, 0.9944, 3.36, 0.48, 9.6, 7
7.1, 0.55, 0.13, 1.7, 0.073, 21.0, 165.0, 0.994, 2.97, 0.58, 9.2, 6
7.2, 0.28, 0.54, 16.7, 0.045, 54.0, 200.0, 0.999, 3.08, 0.49, 9.5, 6
7.8, 0.18, 0.31, 12.2, 0.053, 46.0, 140.0, 0.998, 3.06, 0.53, 8.9, 6
6.7, 0.27, 0.12, 1.3, 0.041, 62.0, 138.0, 0.9921, 3.21, 0.42, 10.0, 6
5.8, 0.36, 0.32, 1.7, 0.033, 22.0, 96.0, 0.9898, 3.03, 0.38, 11.2, 6
6.4, 0.18, 0.48, 4.0, 0.186, 64.0, 150.0, 0.9945, 3.06, 0.4, 9.3, 5
6.8, 0.51, 0.3, 4.2, 0.066, 38.0, 165.0, 0.9945, 3.2, 0.42, 9.1, 5
7.1, 0.22, 0.33, 2.8, 0.033, 48.0, 153.0, 0.9899, 3.15, 0.38, 12.7, 7
6.9, 0.41, 0.33, 10.1, 0.043, 28.0, 152.0, 0.9968, 3.2, 0.52, 9.4, 5
7.8, 0.32, 0.33, 2.4, 0.037, 18.0, 101.0, 0.9912, 3.21, 0.65, 11.7, 7
7.4, 0.19, 0.3, 1.4, 0.057, 33.0, 135.0, 0.993, 3.12, 0.5, 9.6, 6
6.4, 0.24, 0.28, 11.5, 0.05, 34.0, 163.0, 0.9969, 3.31, 0.45, 9.5, 5
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, 7
9.0, 0.27, 0.35, 4.9, 0.028, 27.0, 95.0, 0.9932, 3.04, 0.4, 11.3, 6
7.1, 0.17, 0.38, 7.4, 0.052, 49.0, 182.0, 0.9958, 3.35, 0.52, 9.6, 6
6.4, 0.32, 0.5, 10.7, 0.047, 57.0, 206.0, 0.9968, 3.08, 0.6, 9.4, 5
5.9, 0.29, 0.25, 12.0, 0.057, 48.0, 224.0, 0.9981, 3.23, 0.41, 9.0, 6
6.4, 0.16, 0.31, 5.3, 0.043, 42.0, 157.0, 0.99455, 3.35, 0.47, 10.5, 5
6.0, 0.33, 0.27, 0.8, 0.185, 12.0, 188.0, 0.9924, 3.12, 0.62, 9.4, 5
8.8, 0.28, 0.45, 6.0, 0.022, 14.0, 49.0, 0.9934, 3.01, 0.33, 11.1, 7
6.9, 0.39, 0.4, 4.6, 0.022, 5.0, 19.0, 0.9915, 3.31, 0.37, 12.6, 3
6.0, 0.395, 0.0, 1.4, 0.042, 7.0, 55.0, 0.99135, 3.37, 0.38, 11.2, 4
6.0, 0.18, 0.31, 1.4, 0.036, 14.0, 75.0, 0.99085, 3.34, 0.58, 11.1, 8
6.0, 0.39, 0.17, 12.0, 0.046, 65.0, 246.0, 0.9976, 3.15, 0.38, 9.0, 6
6.0, 0.41, 0.05, 1.5, 0.063, 17.0, 120.0, 0.9932, 3.21, 0.56, 9.2, 6
7.4, 0.17, 0.4, 5.5, 0.037, 34.0, 161.0, 0.9935, 3.05, 0.62, 11.5, 4
7.3, 0.205, 0.31, 1.7, 0.06, 34.0, 110.0, 0.9963, 3.72, 0.69, 10.5, 6
7.3, 0.25, 0.36, 2.1, 0.034, 30.0, 177.0, 0.99085, 3.25, 0.4, 11.9, 8
7.6, 0.33, 0.35, 6.3, 0.036, 12.0, 126.0, 0.9924, 3.16, 0.39, 12.0, 7
7.3, 0.21, 0.29, 1.6, 0.034, 29.0, 118.0, 0.9917, 3.3, 0.5, 11.0, 8
6.9, 0.19, 0.35, 1.7, 0.036, 33.0, 101.0, 0.99315, 3.21, 0.54, 10.8, 7
7.4, 0.2, 0.35, 2.1, 0.038, 30.0, 116.0, 0.9949, 3.49, 0.77, 10.3, 7
8.2, 0.38, 0.49, 13.6, 0.042, 58.0, 166.0, 0.99855, 3.1, 0.54, 9.4, 5
6.6, 0.3, 0.3, 4.8, 0.17, 60.0, 166.0, 0.9946, 3.18, 0.47, 9.4, 5
7.0, 0.31, 0.29, 1.4, 0.037, 33.0, 128.0, 0.9896, 3.12, 0.36, 12.2, 7
5.6, 0.19, 0.39, 1.1, 0.043, 17.0, 67.0, 0.9918, 3.23, 0.53, 10.3, 6
8.3, 0.27, 0.45, 1.3, 0.048, 8.0, 72.0, 0.9944, 3.08, 0.61, 10.3, 4
6.2, 0.33, 0.19, 5.6, 0.042, 22.0, 143.0, 0.99425, 3.15, 0.63, 9.9, 5
5.8, 0.29, 0.05, 0.8, 0.038, 11.0, 30.0, 0.9924, 3.36, 0.35, 9.2, 5
5.9, 0.29, 0.33, 7.4, 0.037, 58.0, 205.0, 0.99495, 3.26, 0.41, 9.6, 5
5.4, 0.415, 0.19, 1.6, 0.039, 27.0, 88.0, 0.99265, 3.54, 0.41, 10.0, 7
6.8, 0.705, 0.25, 3.2, 0.048, 10.0, 57.0, 0.996, 3.36, 0.52, 9.5, 4
6.5, 0.08, 0.33, 1.9, 0.028, 23.0, 93.0, 0.991, 3.34, 0.7, 12.0, 7
7.1, 0.13, 0.38, 1.8, 0.046, 14.0, 114.0, 0.9925, 3.32, 0.9, 11.7, 6
7.6, 0.3, 0.25, 4.3, 0.054, 22.0, 111.0, 0.9956, 3.12, 0.49, 9.2, 5
6.0, 0.26, 0.34, 1.3, 0.046, 6.0, 29.0, 0.9924, 3.29, 0.63, 10.4, 5
6.8, 0.37, 0.47, 11.2, 0.071, 44.0, 136.0, 0.9968, 2.98, 0.88, 9.2, 5
8.0, 0.55, 0.17, 8.2, 0.04, 13.0, 60.0, 0.9956, 3.09, 0.3, 9.5, 4
7.9, 0.64, 0.46, 10.6, 0.244, 33.0, 227.0, 0.9983, 2.87, 0.74, 9.1, 3
7.5, 0.17, 0.37, 1.5, 0.06, 18.0, 75.0, 0.9936, 3.54, 0.88, 10.7, 5
9.4, 0.29, 0.55, 2.2, 0.05, 17.0, 119.0, 0.9962, 3.12, 0.69, 10.3, 4
7.5, 0.21, 0.34, 1.2, 0.06, 26.0, 111.0, 0.9931, 3.51, 0.47, 10.7, 6
6.7, 0.26, 0.26, 4.1, 0.073, 36.0, 202.0, 0.9956, 3.3, 0.67, 9.5, 5
8.1, 0.26, 0.37, 1.9, 0.072, 48.0, 159.0, 0.9949, 3.37, 0.7, 10.9, 6
8.2, 0.29, 0.33, 9.1, 0.036, 28.0, 118.0, 0.9953, 2.96, 0.4, 10.9, 7
6.5, 0.26, 0.34, 16.3, 0.051, 56.0, 197.0, 1.0004, 3.49, 0.42, 9.8, 5
6.3, 0.34, 0.29, 6.2, 0.046, 29.0, 227.0, 0.9952, 3.29, 0.53, 10.1, 6
7.4, 0.2, 0.37, 16.95, 0.048, 43.0, 190.0, 0.9995, 3.03, 0.42, 9.2, 6
7.1, 0.21, 0.4, 1.2, 0.069, 24.0, 156.0, 0.9928, 3.42, 0.43, 10.6, 6
8.4, 0.17, 0.31, 6.7, 0.038, 29.0, 132.0, 0.9945, 3.1, 0.32, 10.6, 7
7.4, 0.22, 0.33, 2.0, 0.045, 31.0, 101.0, 0.9931, 3.42, 0.55, 11.4, 5
9.8, 0.44, 0.4, 2.8, 0.036, 35.0, 167.0, 0.9956, 2.97, 0.39, 9.2, 5
7.2, 0.2, 0.25, 4.5, 0.044, 31.0, 109.0, 0.9949, 3.23, 0.36, 9.4, 5
7.1, 0.21, 0.3, 1.4, 0.037, 45.0, 143.0, 0.9932, 3.13, 0.33, 9.9, 6
6.9, 0.25, 0.26, 5.2, 0.024, 36.0, 135.0, 0.9948, 3.16, 0.72, 10.7, 7
6.9, 0.25, 0.26, 5.2, 0.024, 36.0, 135.0, 0.9948, 3.16, 0.72, 10.7, 7
7.3, 0.22, 0.4, 14.75, 0.042, 44.5, 129.5, 0.9998, 3.36, 0.41, 9.1, 7
6.3, 0.21, 0.4, 1.7, 0.031, 48.0, 134.0, 0.9917, 3.42, 0.49, 11.5, 6
10.3, 0.25, 0.48, 2.2, 0.042, 28.0, 164.0, 0.998, 3.19, 0.59, 9.7, 5
8.1, 0.43, 0.42, 6.6, 0.033, 36.0, 141.0, 0.9918, 2.98, 0.39, 13.3, 7
8.1, 0.5, 0.47, 1.1, 0.037, 23.0, 126.0, 0.9938, 3.21, 0.42, 10.9, 5
6.6, 0.27, 0.3, 1.9, 0.025, 14.0, 153.0, 0.9928, 3.29, 0.62, 10.5, 6
7.4, 0.31, 0.74, 10.7, 0.039, 51.0, 147.0, 0.9977, 3.02, 0.43, 8.7, 5
7.2, 0.32, 0.33, 1.4, 0.029, 29.0, 109.0, 0.9902, 3.15, 0.51, 12.8, 7
7.5, 0.23, 0.32, 9.2, 0.038, 54.0, 191.0, 0.9966, 3.04, 0.56, 9.7, 6
7.4, 0.19, 0.42, 6.4, 0.067, 39.0, 212.0, 0.9958, 3.3, 0.33, 9.6, 6
8.2, 0.2, 0.36, 8.1, 0.035, 60.0, 163.0, 0.9952, 3.05, 0.3, 10.3, 6
9.7, 0.14, 0.59, 1.5, 0.049, 23.0, 142.0, 0.9958, 2.98, 0.62, 9.5, 5
9.2, 0.15, 0.68, 1.6, 0.046, 22.0, 130.0, 0.9948, 3.02, 0.45, 10.4, 6
6.3, 0.23, 0.22, 3.75, 0.039, 37.0, 116.0, 0.9927, 3.23, 0.5, 10.7, 6
9.2, 0.32, 0.42, 1.3, 0.046, 14.0, 186.0, 0.9949, 3.08, 0.48, 9.6, 5
7.6, 0.19, 0.42, 1.5, 0.044, 6.0, 114.0, 0.9914, 3.04, 0.74, 12.8, 6
5.1, 0.31, 0.3, 0.9, 0.037, 28.0, 152.0, 0.992, 3.54, 0.56, 10.1, 6
6.7, 0.18, 0.3, 6.4, 0.048, 40.0, 251.0, 0.9956, 3.29, 0.52, 10.0, 5
7.6, 0.54, 0.23, 2.0, 0.029, 13.0, 151.0, 0.9931, 3.04, 0.33, 10.4, 5
7.6, 0.28, 0.39, 1.9, 0.052, 23.0, 116.0, 0.9941, 3.25, 0.4, 10.4, 6
6.2, 0.16, 0.47, 1.4, 0.029, 23.0, 81.0, 0.99, 3.26, 0.42, 12.2, 6
5.7, 0.135, 0.3, 4.6, 0.042, 19.0, 101.0, 0.9946, 3.31, 0.42, 9.3, 6
9.0, 0.31, 0.48, 6.6, 0.043, 11.0, 73.0, 0.9938, 2.9, 0.38, 11.6, 5
7.2, 0.22, 0.49, 1.0, 0.045, 34.0, 140.0, 0.99, 3.05, 0.34, 12.7, 6
6.9, 0.23, 0.24, 14.2, 0.053, 19.0, 94.0, 0.9982, 3.17, 0.5, 9.6, 5
6.3, 0.23, 0.49, 7.1, 0.05, 67.0, 210.0, 0.9951, 3.23, 0.34, 9.5, 5
6.1, 0.25, 0.49, 7.6, 0.052, 67.0, 226.0, 0.9956, 3.16, 0.47, 8.9, 5
7.2, 0.26, 0.74, 13.6, 0.05, 56.0, 162.0, 0.998, 3.03, 0.44, 8.8, 5
7.0, 0.18, 0.49, 5.3, 0.04, 34.0, 125.0, 0.9914, 3.24, 0.4, 12.2, 6
7.4, 0.16, 0.49, 1.2, 0.055, 18.0, 150.0, 0.9917, 3.23, 0.47, 11.2, 6
7.1, 0.22, 0.74, 2.7, 0.044, 42.0, 144.0, 0.991, 3.31, 0.41, 12.2, 6
7.8, 0.21, 0.49, 1.35, 0.052, 6.0, 48.0, 0.9911, 3.15, 0.28, 11.4, 5
8.0, 0.3, 0.49, 9.4, 0.046, 47.0, 188.0, 0.9964, 3.14, 0.48, 10.0, 5
7.6, 0.29, 0.49, 9.6, 0.03, 45.0, 197.0, 0.9938, 3.13, 0.38, 12.3, 7
8.3, 0.2, 0.49, 1.7, 0.04, 34.0, 169.0, 0.9938, 3.05, 0.37, 10.1, 5
7.0, 0.17, 0.74, 12.8, 0.045, 24.0, 126.0, 0.9942, 3.26, 0.38, 12.2, 8
8.0, 0.18, 0.49, 1.8, 0.061, 10.0, 145.0, 0.9942, 3.23, 0.48, 10.0, 5
7.4, 0.19, 0.49, 9.3, 0.03, 26.0, 132.0, 0.994, 2.99, 0.32, 11.0, 7
8.3, 0.2, 0.49, 1.7, 0.038, 38.0, 167.0, 0.9939, 3.05, 0.37, 10.1, 6
7.3, 0.26, 0.49, 5.0, 0.028, 32.0, 107.0, 0.9936, 3.24, 0.54, 10.8, 6
7.9, 0.42, 0.49, 8.2, 0.056, 32.0, 164.0, 0.9965, 3.29, 0.6, 11.2, 7
6.2, 0.43, 0.49, 6.4, 0.045, 12.0, 115.0, 0.9963, 3.27, 0.57, 9.0, 4
7.8, 0.3, 0.74, 1.8, 0.033, 33.0, 156.0, 0.991, 3.29, 0.52, 12.8, 6
7.4, 0.3, 0.49, 8.2, 0.055, 49.0, 188.0, 0.9974, 3.52, 0.58, 9.7, 6
6.7, 0.3, 0.74, 5.0, 0.038, 35.0, 157.0, 0.9945, 3.21, 0.46, 9.9, 5
7.5, 0.32, 0.49, 1.7, 0.031, 44.0, 109.0, 0.9906, 3.07, 0.46, 12.5, 6
7.8, 0.26, 0.49, 3.2, 0.027, 28.0, 87.0, 0.9919, 3.03, 0.32, 11.3, 7
8.0, 0.14, 0.49, 1.5, 0.035, 42.0, 120.0, 0.9928, 3.26, 0.4, 10.6, 7
9.0, 0.22, 0.49, 10.4, 0.048, 52.0, 195.0, 0.9987, 3.31, 0.44, 10.2, 6
7.4, 0.19, 0.49, 6.7, 0.037, 15.0, 110.0, 0.9938, 3.2, 0.38, 11.0, 7
6.4, 0.22, 0.49, 7.5, 0.054, 42.0, 151.0, 0.9948, 3.27, 0.52, 10.1, 6
7.8, 0.4, 0.49, 7.8, 0.06, 34.0, 162.0, 0.9966, 3.26, 0.58, 11.3, 6
7.8, 0.445, 0.56, 1.0, 0.04, 8.0, 84.0, 0.9938, 3.25, 0.43, 10.8, 5
6.6, 0.26, 0.31, 4.8, 0.138, 41.0, 168.0, 0.9951, 3.2, 0.38, 9.3, 5
6.6, 0.25, 0.31, 1.5, 0.035, 32.0, 127.0, 0.9921, 3.41, 0.47, 11.3, 6
7.0, 0.21, 0.31, 6.0, 0.046, 29.0, 108.0, 0.9939, 3.26, 0.5, 10.8, 6
6.5, 0.18, 0.34, 1.6, 0.04, 43.0, 148.0, 0.9912, 3.32, 0.59, 11.5, 8
7.7, 0.38, 0.4, 2.0, 0.038, 28.0, 152.0, 0.9906, 3.18, 0.32, 12.9, 6
6.1, 0.34, 0.31, 12.0, 0.053, 46.0, 238.0, 0.9977, 3.16, 0.48, 8.6, 5
6.7, 0.16, 0.28, 2.5, 0.046, 40.0, 153.0, 0.9921, 3.38, 0.51, 11.4, 7
7.4, 0.32, 0.22, 1.7, 0.051, 50.0, 179.0, 0.9955, 3.28, 0.69, 8.9, 5
8.5, 0.21, 0.26, 9.25, 0.034, 73.0, 142.0, 0.9945, 3.05, 0.37, 11.4, 6
6.7, 0.27, 0.3, 13.9, 0.029, 34.0, 131.0, 0.9953, 3.36, 0.5, 12.0, 7
7.3, 0.17, 0.23, 6.3, 0.051, 35.0, 240.0, 0.9963, 3.36, 0.54, 10.0, 6
7.7, 0.44, 0.24, 11.2, 0.031, 41.0, 167.0, 0.9948, 3.12, 0.43, 11.3, 7
8.7, 0.49, 0.57, 17.8, 0.052, 34.0, 243.0, 1.0007, 2.98, 0.82, 9.0, 5
8.0, 0.22, 0.28, 14.0, 0.053, 83.0, 197.0, 0.9981, 3.14, 0.45, 9.8, 6
7.0, 0.21, 0.22, 5.1, 0.048, 38.0, 168.0, 0.9945, 3.34, 0.49, 10.4, 6
7.9, 0.29, 0.31, 7.35, 0.034, 37.0, 154.0, 0.9938, 3.06, 0.31, 10.8, 5
6.6, 0.31, 0.38, 16.05, 0.058, 16.0, 165.0, 0.9997, 3.38, 0.6, 9.2, 5
7.9, 0.3, 0.27, 8.5, 0.036, 20.0, 112.0, 0.9939, 2.96, 0.46, 11.7, 6
6.6, 0.35, 0.29, 14.4, 0.044, 54.0, 177.0, 0.9991, 3.17, 0.58, 8.9, 6
7.0, 0.27, 0.32, 6.8, 0.047, 47.0, 193.0, 0.9938, 3.23, 0.39, 11.4, 6
8.8, 0.34, 0.33, 9.7, 0.036, 46.0, 172.0, 0.9966, 3.08, 0.4, 10.2, 5
9.2, 0.27, 0.34, 10.5, 0.043, 49.0, 228.0, 0.9974, 3.04, 0.41, 10.4, 6
8.2, 0.21, 0.48, 1.4, 0.041, 11.0, 99.0, 0.9958, 3.17, 0.57, 9.9, 5
7.6, 0.2, 0.3, 14.2, 0.056, 53.0, 212.5, 0.999, 3.14, 0.46, 8.9, 8
7.0, 0.28, 0.33, 14.6, 0.043, 47.0, 168.0, 0.9994, 3.34, 0.67, 8.8, 6
7.0, 0.28, 0.33, 14.6, 0.043, 47.0, 168.0, 0.9994, 3.34, 0.67, 8.8, 6
7.6, 0.29, 0.26, 6.5, 0.042, 32.0, 160.0, 0.9944, 3.14, 0.47, 10.7, 5
5.5, 0.14, 0.27, 4.6, 0.029, 22.0, 104.0, 0.9949, 3.34, 0.44, 9.0, 5
6.9, 0.17, 0.25, 1.6, 0.047, 34.0, 132.0, 0.9914, 3.16, 0.48, 11.4, 5
8.7, 0.15, 0.3, 1.6, 0.046, 29.0, 130.0, 0.9942, 3.22, 0.38, 9.8, 6
8.5, 0.24, 0.47, 15.2, 0.057, 40.0, 234.0, 1.0005, 3.02, 0.66, 9.0, 5
8.1, 0.24, 0.33, 10.2, 0.048, 46.0, 141.0, 0.9972, 3.16, 0.48, 10.3, 6
6.5, 0.22, 0.25, 17.1, 0.05, 44.0, 138.0, 1.0001, 3.3, 0.37, 8.8, 5
5.7, 0.33, 0.15, 1.9, 0.05, 20.0, 93.0, 0.9934, 3.38, 0.62, 9.9, 5
7.7, 0.26, 0.32, 1.2, 0.04, 26.0, 117.0, 0.993, 3.21, 0.56, 10.8, 5
7.2, 0.16, 0.26, 7.1, 0.054, 41.0, 224.0, 0.9966, 3.38, 0.55, 10.1, 5
6.5, 0.39, 0.81, 1.2, 0.217, 14.0, 74.0, 0.9936, 3.08, 0.53, 9.5, 5
6.4, 0.18, 0.32, 9.6, 0.052, 24.0, 90.0, 0.9963, 3.35, 0.49, 9.4, 6
8.5, 0.28, 0.34, 13.8, 0.041, 32.0, 161.0, 0.9981, 3.13, 0.4, 9.9, 6
6.3, 0.27, 0.18, 7.7, 0.048, 45.0, 186.0, 0.9962, 3.23, 0.47, 9.0, 5
7.3, 0.21, 0.21, 1.6, 0.046, 35.0, 133.0, 0.99466, 3.38, 0.46, 10.0, 6
8.5, 0.25, 0.31, 2.8, 0.032, 11.0, 61.0, 0.99189, 3.06, 0.44, 11.5, 6
6.3, 0.2, 0.3, 5.9, 0.034, 35.0, 152.0, 0.99642, 3.47, 0.4, 8.5, 6
6.4, 0.16, 0.25, 1.3, 0.047, 20.0, 77.0, 0.9933, 3.61, 0.54, 10.2, 6
7.4, 0.33, 0.26, 15.6, 0.049, 67.0, 210.0, 0.99907, 3.06, 0.68, 9.5, 5
6.7, 0.43, 0.23, 5.0, 0.157, 49.0, 145.0, 0.99471, 3.17, 0.49, 9.4, 5
7.3, 0.4, 0.28, 6.5, 0.037, 26.0, 97.0, 0.99148, 3.16, 0.58, 12.6, 7
6.6, 0.22, 0.28, 12.05, 0.058, 25.0, 125.0, 0.99856, 3.45, 0.45, 9.4, 5
6.7, 0.17, 0.27, 1.4, 0.032, 39.0, 149.0, 0.99254, 3.4, 0.52, 10.5, 5
8.1, 0.24, 0.26, 11.0, 0.043, 41.0, 211.0, 0.99676, 3.11, 0.49, 10.0, 6
7.4, 0.32, 0.27, 12.9, 0.04, 60.0, 221.0, 0.99831, 3.05, 0.66, 9.4, 5
7.4, 0.34, 0.3, 14.9, 0.037, 70.0, 169.0, 0.99698, 3.25, 0.37, 10.4, 6
6.0, 0.33, 0.18, 3.0, 0.036, 5.0, 85.0, 0.99125, 3.28, 0.4, 11.5, 4
6.9, 0.3, 0.29, 1.3, 0.053, 24.0, 189.0, 0.99362, 3.29, 0.54, 9.9, 4
6.6, 0.23, 0.18, 8.5, 0.044, 59.0, 188.0, 0.99558, 3.16, 0.49, 9.5, 5
7.3, 0.27, 0.37, 9.7, 0.042, 36.0, 130.0, 0.9979, 3.48, 0.75, 9.9, 6
8.3, 0.25, 0.33, 2.5, 0.053, 12.0, 72.0, 0.99404, 2.89, 0.48, 9.5, 5
5.6, 0.35, 0.4, 6.3, 0.022, 23.0, 174.0, 0.9922, 3.54, 0.5, 11.6, 7
6.3, 0.27, 0.37, 7.9, 0.047, 58.0, 215.0, 0.99542, 3.19, 0.48, 9.5, 6
6.3, 0.27, 0.37, 7.9, 0.047, 58.0, 215.0, 0.99542, 3.19, 0.48, 9.5, 6
6.1, 0.28, 0.24, 19.95, 0.074, 32.0, 174.0, 0.99922, 3.19, 0.44, 9.3, 6
6.9, 0.26, 0.31, 7.0, 0.039, 37.0, 175.0, 0.99376, 3.32, 0.49, 11.4, 6
6.8, 0.21, 0.36, 18.1, 0.046, 32.0, 133.0, 1.0, 3.27, 0.48, 8.8, 5
