@relation winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.8, 0.24, 0.32, 12.2, 0.054, 42.0, 138.0, 0.9984, 3.01, 0.54, 8.8, 5
6.5, 0.425, 0.4, 13.1, 0.038, 59.0, 241.0, 0.9979, 3.23, 0.57, 9.0, 5
7.6, 0.18, 0.46, 10.2, 0.055, 58.0, 135.0, 0.9968, 3.14, 0.43, 9.9, 6
8.4, 0.27, 0.46, 8.7, 0.048, 39.0, 197.0, 0.9974, 3.14, 0.59, 9.6, 6
6.9, 0.23, 0.4, 7.5, 0.04, 50.0, 151.0, 0.9927, 3.11, 0.27, 11.4, 6
6.8, 0.27, 0.26, 16.1, 0.049, 55.0, 196.0, 0.9984, 3.15, 0.5, 9.3, 5
6.8, 0.26, 0.34, 13.9, 0.034, 39.0, 134.0, 0.9949, 3.33, 0.53, 12.0, 6
5.8, 0.28, 0.35, 2.3, 0.053, 36.0, 114.0, 0.9924, 3.28, 0.5, 10.2, 4
6.8, 0.57, 0.29, 2.2, 0.04, 15.0, 77.0, 0.9938, 3.32, 0.74, 10.2, 5
7.0, 0.16, 0.32, 8.3, 0.045, 38.0, 126.0, 0.9958, 3.21, 0.34, 9.2, 5
5.8, 0.26, 0.24, 9.2, 0.044, 55.0, 152.0, 0.9961, 3.31, 0.38, 9.4, 5
7.1, 0.24, 0.41, 17.8, 0.046, 39.0, 145.0, 0.9998, 3.32, 0.39, 8.7, 5
6.1, 0.41, 0.14, 10.4, 0.037, 18.0, 119.0, 0.996, 3.38, 0.45, 10.0, 5
6.9, 0.32, 0.26, 8.3, 0.053, 32.0, 180.0, 0.9965, 3.25, 0.51, 9.2, 6
6.8, 0.44, 0.37, 5.1, 0.047, 46.0, 201.0, 0.9938, 3.08, 0.65, 10.5, 4
7.3, 0.32, 0.25, 7.2, 0.056, 47.0, 180.0, 0.9961, 3.08, 0.47, 8.8, 5
5.9, 0.15, 0.31, 5.8, 0.041, 53.0, 155.0, 0.9945, 3.52, 0.46, 10.5, 6
6.1, 0.41, 0.0, 1.6, 0.063, 36.0, 87.0, 0.9914, 3.27, 0.67, 10.8, 6
6.8, 0.25, 0.34, 4.7, 0.031, 34.0, 134.0, 0.9927, 3.21, 0.38, 10.6, 6
6.3, 0.23, 0.3, 1.8, 0.033, 16.0, 91.0, 0.9906, 3.28, 0.4, 11.8, 6
6.5, 0.28, 0.34, 9.9, 0.038, 30.0, 133.0, 0.9954, 3.11, 0.44, 9.8, 5
7.8, 0.18, 0.46, 13.6, 0.052, 38.0, 118.0, 0.998, 3.15, 0.5, 10.0, 6
5.5, 0.335, 0.3, 2.5, 0.071, 27.0, 128.0, 0.9924, 3.14, 0.51, 9.6, 6
7.1, 0.365, 0.14, 1.2, 0.055, 24.0, 84.0, 0.9941, 3.15, 0.43, 8.9, 5
6.7, 0.21, 0.32, 5.4, 0.047, 29.0, 140.0, 0.995, 3.39, 0.46, 9.7, 6
7.3, 0.24, 0.43, 2.0, 0.021, 20.0, 69.0, 0.99, 3.08, 0.56, 12.2, 6
6.8, 0.22, 0.31, 6.3, 0.035, 33.0, 170.0, 0.9918, 3.24, 0.66, 12.6, 6
7.3, 0.28, 0.36, 12.7, 0.04, 38.0, 140.0, 0.998, 3.3, 0.79, 9.6, 6
7.0, 0.21, 0.28, 8.6, 0.045, 37.0, 221.0, 0.9954, 3.25, 0.54, 10.4, 6
7.0, 0.23, 0.36, 7.1, 0.028, 31.0, 104.0, 0.9922, 3.35, 0.47, 12.1, 8
6.1, 0.38, 0.2, 6.6, 0.033, 25.0, 137.0, 0.9938, 3.3, 0.69, 10.4, 6
7.2, 0.29, 0.53, 18.15, 0.047, 59.0, 182.0, 0.9992, 3.09, 0.52, 9.6, 5
7.4, 0.29, 0.29, 1.6, 0.045, 53.0, 180.0, 0.9936, 3.34, 0.68, 10.5, 6
7.4, 0.26, 0.31, 7.6, 0.047, 52.0, 177.0, 0.9962, 3.13, 0.45, 8.9, 6
7.1, 0.23, 0.39, 1.6, 0.032, 12.0, 65.0, 0.9898, 3.25, 0.4, 12.7, 7
5.9, 0.13, 0.28, 1.9, 0.05, 20.0, 78.0, 0.9918, 3.43, 0.64, 10.8, 6
7.2, 0.34, 0.34, 12.6, 0.048, 7.0, 41.0, 0.9942, 3.19, 0.4, 11.7, 5
7.9, 0.19, 0.26, 2.1, 0.039, 8.0, 143.0, 0.9942, 3.05, 0.74, 9.8, 5
7.9, 0.19, 0.26, 2.1, 0.039, 8.0, 143.0, 0.9942, 3.05, 0.74, 9.8, 5
5.9, 0.32, 0.39, 3.3, 0.114, 24.0, 140.0, 0.9934, 3.09, 0.45, 9.2, 6
7.2, 0.46, 0.65, 10.4, 0.05, 76.0, 192.0, 0.9976, 3.16, 0.42, 8.7, 5
6.8, 0.28, 0.17, 13.9, 0.047, 49.0, 162.0, 0.9983, 3.21, 0.51, 9.0, 6
6.5, 0.18, 0.31, 1.7, 0.044, 30.0, 127.0, 0.9928, 3.49, 0.5, 10.2, 7
7.8, 0.28, 0.34, 1.6, 0.028, 32.0, 118.0, 0.9901, 3.0, 0.38, 12.1, 7
7.2, 0.2, 0.34, 2.7, 0.032, 49.0, 151.0, 0.99, 3.16, 0.39, 12.7, 7
7.4, 0.24, 0.22, 10.7, 0.042, 26.0, 81.0, 0.9954, 2.86, 0.36, 9.7, 6
7.3, 0.25, 0.29, 7.5, 0.049, 38.0, 158.0, 0.9965, 3.43, 0.38, 9.6, 5
7.7, 0.24, 0.27, 1.8, 0.051, 52.0, 190.0, 0.9928, 3.23, 0.5, 10.8, 6
6.5, 0.46, 0.41, 16.8, 0.084, 59.0, 222.0, 0.9993, 3.18, 0.58, 9.0, 5
7.0, 0.32, 0.24, 6.2, 0.048, 31.0, 228.0, 0.9957, 3.23, 0.62, 9.4, 6
6.1, 0.17, 0.28, 4.5, 0.033, 46.0, 150.0, 0.9933, 3.43, 0.49, 10.9, 6
7.4, 0.28, 0.25, 11.9, 0.053, 25.0, 148.0, 0.9976, 3.1, 0.62, 9.2, 5
7.4, 0.105, 0.34, 12.2, 0.05, 57.0, 146.0, 0.9973, 3.16, 0.37, 9.0, 6
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, 7
5.9, 0.24, 0.26, 12.3, 0.053, 34.0, 134.0, 0.9972, 3.34, 0.45, 9.5, 6
6.6, 0.27, 0.25, 3.1, 0.052, 41.0, 188.0, 0.9915, 3.24, 0.4, 11.3, 5
5.8, 0.32, 0.38, 4.75, 0.033, 23.0, 94.0, 0.991, 3.42, 0.42, 11.8, 7
6.4, 0.27, 0.32, 4.5, 0.24, 61.0, 174.0, 0.9948, 3.12, 0.48, 9.4, 5
6.2, 0.47, 0.21, 1.0, 0.044, 13.0, 98.0, 0.99345, 3.14, 0.46, 9.2, 5
6.1, 0.25, 0.24, 12.1, 0.046, 51.0, 172.0, 0.998, 3.35, 0.45, 9.5, 5
8.2, 0.27, 0.43, 1.6, 0.035, 31.0, 128.0, 0.9916, 3.1, 0.5, 12.3, 6
6.2, 0.21, 0.27, 1.7, 0.038, 41.0, 150.0, 0.9933, 3.49, 0.71, 10.5, 7
7.1, 0.21, 0.31, 3.8, 0.021, 40.0, 142.0, 0.99215, 3.17, 0.39, 10.8, 7
6.4, 0.25, 0.3, 5.5, 0.038, 15.0, 129.0, 0.9948, 3.14, 0.49, 9.6, 6
7.2, 0.29, 0.4, 7.6, 0.024, 56.0, 177.0, 0.9928, 3.04, 0.32, 11.5, 6
6.9, 0.18, 0.38, 8.1, 0.049, 44.0, 176.0, 0.9958, 3.3, 0.54, 9.8, 6
6.7, 0.2, 0.42, 14.0, 0.038, 83.0, 160.0, 0.9987, 3.16, 0.5, 9.4, 6
6.8, 0.22, 0.37, 15.2, 0.051, 68.0, 178.0, 0.99935, 3.4, 0.85, 9.3, 6
6.8, 0.24, 0.49, 19.3, 0.057, 55.0, 247.0, 1.00055, 3.0, 0.56, 8.7, 5
6.8, 0.2, 0.36, 1.6, 0.028, 7.0, 46.0, 0.99175, 3.21, 0.6, 10.9, 6
6.7, 0.11, 0.34, 8.8, 0.043, 41.0, 113.0, 0.9962, 3.42, 0.4, 9.3, 7
7.6, 0.3, 0.27, 10.6, 0.039, 31.0, 119.0, 0.99815, 3.27, 0.3, 9.3, 6
7.7, 0.34, 0.28, 11.0, 0.04, 31.0, 117.0, 0.99815, 3.27, 0.29, 9.2, 6
5.9, 0.24, 0.3, 2.0, 0.033, 28.0, 92.0, 0.99225, 3.39, 0.69, 10.9, 7
7.2, 0.31, 0.26, 7.3, 0.05, 37.0, 157.0, 0.99625, 3.09, 0.43, 9.0, 5
6.0, 0.28, 0.49, 6.8, 0.048, 61.0, 222.0, 0.9953, 3.19, 0.47, 9.3, 5
6.0, 0.28, 0.49, 6.8, 0.048, 61.0, 222.0, 0.9953, 3.19, 0.47, 9.3, 5
6.6, 0.56, 0.22, 8.9, 0.034, 27.0, 133.0, 0.99675, 3.2, 0.51, 9.1, 5
7.3, 0.205, 0.31, 1.7, 0.06, 34.0, 110.0, 0.9963, 3.72, 0.69, 10.5, 6
7.3, 0.25, 0.36, 2.1, 0.034, 30.0, 177.0, 0.99085, 3.25, 0.4, 11.9, 8
7.5, 0.34, 0.35, 6.0, 0.034, 12.0, 126.0, 0.9924, 3.16, 0.39, 12.0, 7
7.7, 0.15, 0.29, 1.3, 0.029, 10.0, 64.0, 0.9932, 3.35, 0.39, 10.1, 5
7.4, 0.26, 0.43, 6.0, 0.022, 22.0, 125.0, 0.9928, 3.13, 0.55, 11.5, 6
6.1, 0.34, 0.27, 2.6, 0.024, 20.0, 105.0, 0.9906, 3.4, 0.67, 12.2, 7
6.5, 0.3, 0.32, 2.0, 0.044, 34.0, 90.0, 0.99185, 3.37, 0.68, 11.0, 7
7.7, 0.32, 0.62, 10.6, 0.036, 56.0, 153.0, 0.9978, 3.13, 0.44, 8.9, 6
6.7, 0.25, 0.33, 2.9, 0.057, 52.0, 173.0, 0.9934, 3.02, 0.48, 9.5, 7
7.7, 0.17, 0.52, 5.9, 0.017, 21.0, 84.0, 0.9929, 3.14, 0.4, 11.9, 7
6.5, 0.18, 0.33, 8.0, 0.051, 16.0, 131.0, 0.9965, 3.28, 0.44, 8.7, 7
7.3, 0.24, 0.34, 15.4, 0.05, 38.0, 174.0, 0.9983, 3.03, 0.42, 9.0, 6
5.1, 0.42, 0.01, 1.5, 0.017, 25.0, 102.0, 0.9894, 3.38, 0.36, 12.3, 7
7.0, 0.24, 0.18, 1.3, 0.046, 9.0, 62.0, 0.994, 3.38, 0.47, 10.1, 4
7.3, 0.49, 0.32, 5.2, 0.043, 18.0, 104.0, 0.9952, 3.24, 0.45, 10.7, 4
7.5, 0.33, 0.48, 19.45, 0.048, 55.0, 243.0, 1.001, 2.95, 0.4, 8.8, 5
6.5, 0.19, 0.1, 1.3, 0.046, 23.0, 107.0, 0.9937, 3.29, 0.45, 10.0, 5
8.3, 0.4, 0.38, 1.1, 0.038, 15.0, 75.0, 0.9934, 3.03, 0.43, 9.2, 5
7.2, 0.51, 0.24, 10.0, 0.093, 35.0, 197.0, 0.9981, 3.41, 0.47, 9.0, 5
8.3, 0.22, 0.38, 14.8, 0.054, 32.0, 126.0, 1.0002, 3.22, 0.5, 9.7, 5
6.4, 0.4, 0.19, 3.2, 0.033, 28.0, 124.0, 0.9904, 3.22, 0.54, 12.7, 7
6.3, 0.27, 0.25, 5.8, 0.038, 52.0, 155.0, 0.995, 3.28, 0.38, 9.4, 6
5.2, 0.24, 0.45, 3.8, 0.027, 21.0, 128.0, 0.992, 3.55, 0.49, 11.2, 8
7.2, 0.21, 0.35, 14.5, 0.048, 35.0, 178.0, 0.9982, 3.05, 0.47, 8.9, 6
6.5, 0.52, 0.17, 1.4, 0.047, 5.0, 26.0, 0.9932, 3.26, 0.32, 10.0, 4
7.0, 0.15, 0.38, 2.2, 0.047, 33.0, 96.0, 0.9928, 3.13, 0.39, 10.4, 8
9.6, 0.23, 0.4, 1.5, 0.044, 19.0, 135.0, 0.9937, 2.96, 0.49, 10.9, 5
5.7, 0.1, 0.27, 1.3, 0.047, 21.0, 100.0, 0.9928, 3.27, 0.46, 9.5, 5
7.9, 0.25, 0.29, 5.3, 0.031, 33.0, 117.0, 0.9918, 3.06, 0.32, 11.8, 7
6.7, 0.25, 0.34, 12.85, 0.048, 30.0, 161.0, 0.9986, 3.44, 0.47, 9.5, 6
9.2, 0.28, 0.46, 3.2, 0.058, 39.0, 133.0, 0.996, 3.14, 0.58, 9.5, 5
6.8, 0.32, 0.18, 7.5, 0.041, 71.0, 223.0, 0.9959, 3.14, 0.41, 8.9, 5
8.2, 0.61, 0.45, 5.4, 0.03, 15.0, 118.0, 0.9954, 3.14, 0.34, 9.6, 5
7.6, 0.21, 0.44, 1.9, 0.036, 10.0, 119.0, 0.9913, 3.01, 0.7, 12.8, 6
6.3, 0.32, 0.35, 11.1, 0.039, 29.0, 198.0, 0.9984, 3.36, 0.5, 9.4, 7
8.2, 0.61, 0.45, 5.4, 0.03, 15.0, 118.0, 0.9954, 3.14, 0.34, 9.6, 5
7.6, 0.26, 0.47, 1.6, 0.068, 5.0, 55.0, 0.9944, 3.1, 0.45, 9.6, 5
7.1, 0.26, 0.32, 14.45, 0.074, 29.0, 107.0, 0.998, 2.96, 0.42, 9.2, 6
6.4, 0.3, 0.38, 7.8, 0.046, 35.0, 192.0, 0.9955, 3.1, 0.37, 9.0, 5
8.2, 0.37, 0.36, 1.0, 0.034, 17.0, 93.0, 0.9906, 3.04, 0.32, 11.7, 8
6.4, 0.23, 0.33, 1.15, 0.044, 15.5, 217.5, 0.992, 3.33, 0.44, 11.0, 6
9.4, 0.26, 0.53, 1.2, 0.047, 25.0, 109.0, 0.9921, 3.23, 0.28, 12.5, 6
7.2, 0.21, 0.34, 1.1, 0.046, 25.0, 80.0, 0.992, 3.25, 0.4, 11.3, 6
7.2, 0.18, 0.31, 1.1, 0.045, 20.0, 73.0, 0.9925, 3.32, 0.4, 10.8, 7
5.6, 0.245, 0.32, 1.1, 0.047, 24.0, 152.0, 0.9927, 3.12, 0.42, 9.3, 6
6.4, 0.23, 0.3, 7.1, 0.037, 63.0, 236.0, 0.9952, 3.06, 0.34, 9.2, 6
9.6, 0.29, 0.46, 1.45, 0.039, 77.5, 223.0, 0.9944, 2.92, 0.46, 9.5, 6
8.0, 0.22, 0.42, 14.6, 0.044, 45.0, 163.0, 1.0003, 3.21, 0.69, 8.6, 7
8.4, 0.16, 0.33, 1.5, 0.033, 16.0, 98.0, 0.994, 3.14, 0.42, 9.7, 6
7.8, 0.21, 0.39, 1.8, 0.034, 62.0, 180.0, 0.991, 3.09, 0.75, 12.6, 8
9.0, 0.24, 0.5, 1.2, 0.048, 26.0, 107.0, 0.9918, 3.21, 0.34, 12.4, 6
6.4, 0.25, 0.33, 1.4, 0.04, 42.0, 115.0, 0.9906, 3.19, 0.48, 11.3, 7
6.9, 0.28, 0.41, 1.7, 0.05, 10.0, 136.0, 0.993, 3.16, 0.71, 11.4, 6
6.9, 0.28, 0.3, 1.6, 0.047, 46.0, 132.0, 0.9918, 3.35, 0.38, 11.1, 7
6.2, 0.33, 0.29, 1.3, 0.042, 26.0, 138.0, 0.9956, 3.77, 0.64, 9.5, 5
7.3, 0.25, 0.36, 13.1, 0.05, 35.0, 200.0, 0.9986, 3.04, 0.46, 8.9, 7
8.1, 0.29, 0.49, 7.1, 0.042, 22.0, 124.0, 0.9944, 3.14, 0.41, 10.8, 6
6.2, 0.18, 0.49, 4.5, 0.047, 17.0, 90.0, 0.9919, 3.27, 0.37, 11.6, 6
8.0, 0.25, 0.49, 1.2, 0.061, 27.0, 117.0, 0.9938, 3.08, 0.34, 9.4, 5
6.4, 0.145, 0.49, 5.4, 0.048, 54.0, 164.0, 0.9946, 3.56, 0.44, 10.8, 6
8.0, 0.44, 0.49, 9.1, 0.031, 46.0, 151.0, 0.9926, 3.16, 0.27, 12.7, 8
7.1, 0.25, 0.49, 3.0, 0.03, 30.0, 96.0, 0.9903, 3.13, 0.39, 12.3, 7
7.9, 0.2, 0.49, 1.6, 0.053, 15.0, 144.0, 0.993, 3.16, 0.47, 10.5, 5
8.0, 0.25, 0.49, 9.0, 0.044, 31.0, 185.0, 0.998, 3.34, 0.49, 10.0, 6
7.2, 0.27, 0.74, 12.5, 0.037, 47.0, 156.0, 0.9981, 3.04, 0.44, 8.7, 5
7.1, 0.18, 0.74, 15.6, 0.044, 44.0, 176.0, 0.9996, 3.38, 0.67, 9.0, 6
6.9, 0.3, 0.49, 7.6, 0.057, 25.0, 156.0, 0.9962, 3.43, 0.63, 11.0, 7
6.4, 0.25, 0.74, 7.8, 0.045, 52.0, 209.0, 0.9956, 3.21, 0.42, 9.2, 6
8.2, 0.34, 0.49, 8.0, 0.046, 55.0, 223.0, 0.996, 3.08, 0.52, 10.7, 6
5.6, 0.41, 0.24, 1.9, 0.034, 10.0, 53.0, 0.98815, 3.32, 0.5, 13.5, 7
5.8, 0.19, 0.49, 4.9, 0.04, 44.0, 118.0, 0.9935, 3.34, 0.38, 9.5, 7
6.9, 0.27, 0.49, 23.5, 0.057, 59.0, 235.0, 1.0024, 2.98, 0.47, 8.6, 5
8.1, 0.2, 0.49, 11.8, 0.048, 46.0, 212.0, 0.9968, 3.09, 0.46, 10.0, 7
8.2, 0.26, 0.49, 5.2, 0.04, 19.0, 100.0, 0.9941, 3.12, 0.34, 10.1, 6
8.3, 0.25, 0.49, 16.8, 0.048, 50.0, 228.0, 1.0001, 3.03, 0.52, 9.2, 6
6.6, 0.31, 0.49, 7.7, 0.05, 52.0, 220.0, 0.9964, 3.12, 0.45, 8.8, 5
6.3, 0.31, 0.3, 10.0, 0.046, 49.0, 212.0, 0.9962, 3.74, 0.55, 11.9, 6
7.2, 0.25, 0.28, 14.4, 0.055, 55.0, 205.0, 0.9986, 3.12, 0.38, 9.0, 7
6.7, 0.25, 0.26, 1.55, 0.041, 118.5, 216.0, 0.9949, 3.55, 0.63, 9.4, 3
6.3, 0.26, 0.29, 2.2, 0.043, 35.0, 175.0, 0.9918, 3.38, 0.43, 11.6, 6
6.8, 0.26, 0.29, 16.95, 0.056, 48.0, 179.0, 0.9998, 3.45, 0.4, 9.6, 5
5.8, 0.23, 0.27, 1.8, 0.043, 24.0, 69.0, 0.9933, 3.38, 0.31, 9.4, 6
6.3, 0.25, 0.23, 14.9, 0.039, 47.0, 142.0, 0.99705, 3.14, 0.35, 9.7, 6
6.9, 0.25, 0.27, 9.05, 0.039, 37.0, 128.0, 0.9936, 3.27, 0.34, 11.3, 8
7.6, 0.3, 0.22, 10.2, 0.049, 57.0, 191.0, 0.9966, 3.08, 0.4, 9.3, 6
6.0, 0.26, 0.29, 1.0, 0.032, 27.0, 96.0, 0.9896, 3.38, 0.44, 12.3, 6
6.4, 0.21, 0.3, 5.6, 0.044, 43.0, 160.0, 0.9949, 3.6, 0.41, 10.6, 6
6.9, 0.18, 0.33, 1.0, 0.054, 24.0, 164.0, 0.9926, 3.42, 0.51, 10.5, 5
7.2, 0.24, 0.29, 2.2, 0.037, 37.0, 102.0, 0.992, 3.27, 0.64, 11.0, 7
7.4, 0.44, 0.2, 11.5, 0.049, 44.0, 157.0, 0.998, 3.27, 0.44, 9.0, 5
8.9, 0.33, 0.34, 1.4, 0.056, 14.0, 171.0, 0.9946, 3.13, 0.47, 9.7, 5
6.8, 0.35, 0.44, 6.5, 0.056, 31.0, 161.0, 0.9952, 3.14, 0.44, 9.5, 5
6.7, 0.44, 0.31, 1.9, 0.03, 41.0, 104.0, 0.99, 3.29, 0.62, 12.6, 7
6.0, 0.28, 0.35, 1.9, 0.037, 16.0, 120.0, 0.9933, 3.16, 0.69, 10.6, 5
8.2, 0.37, 0.27, 1.7, 0.028, 10.0, 59.0, 0.9923, 2.97, 0.48, 10.4, 5
7.1, 0.49, 0.22, 2.0, 0.047, 146.5, 307.5, 0.9924, 3.24, 0.37, 11.0, 3
6.4, 0.22, 0.32, 12.0, 0.066, 57.0, 158.0, 0.9992, 3.6, 0.43, 9.0, 6
6.7, 0.31, 0.44, 6.7, 0.054, 29.0, 160.0, 0.9952, 3.04, 0.44, 9.6, 5
7.6, 0.2, 0.26, 4.5, 0.086, 37.0, 133.0, 0.9963, 3.15, 0.42, 9.2, 5
6.8, 0.28, 0.37, 7.0, 0.057, 35.0, 208.0, 0.9973, 3.57, 0.55, 10.2, 5
7.6, 0.2, 0.3, 14.2, 0.056, 53.0, 212.5, 0.999, 3.14, 0.46, 8.9, 8
6.4, 0.43, 0.27, 1.1, 0.054, 5.0, 110.0, 0.9939, 3.24, 0.52, 9.1, 4
8.4, 0.2, 0.38, 11.8, 0.055, 51.0, 170.0, 1.0004, 3.34, 0.82, 8.9, 6
7.4, 0.3, 0.22, 5.25, 0.053, 33.0, 180.0, 0.9926, 3.13, 0.45, 11.6, 6
6.6, 0.32, 0.22, 16.7, 0.046, 38.0, 133.0, 0.9979, 3.22, 0.67, 10.4, 6
6.9, 0.32, 0.15, 8.1, 0.046, 51.0, 180.0, 0.9958, 3.13, 0.45, 8.9, 5
8.3, 0.33, 0.43, 9.2, 0.046, 22.0, 126.0, 0.9982, 3.38, 0.47, 9.3, 5
7.6, 0.29, 0.29, 4.4, 0.051, 26.0, 146.0, 0.9939, 3.16, 0.39, 10.2, 5
7.3, 0.34, 0.3, 1.3, 0.057, 25.0, 173.0, 0.9948, 3.26, 0.51, 9.1, 6
8.3, 0.17, 0.31, 1.5, 0.049, 48.0, 153.0, 0.9942, 3.12, 0.58, 9.4, 6
6.5, 0.22, 0.25, 17.1, 0.05, 44.0, 138.0, 1.0001, 3.3, 0.37, 8.8, 5
7.7, 0.39, 0.28, 4.9, 0.035, 36.0, 109.0, 0.9918, 3.19, 0.58, 12.2, 7
6.8, 0.28, 0.39, 1.4, 0.036, 15.0, 115.0, 0.9918, 3.27, 0.72, 11.7, 5
7.1, 0.22, 0.32, 16.9, 0.056, 49.0, 158.0, 0.9998, 3.37, 0.38, 9.6, 6
6.8, 0.26, 0.32, 7.0, 0.041, 38.0, 118.0, 0.9939, 3.25, 0.52, 10.8, 6
6.4, 0.29, 0.2, 15.6, 0.04, 20.0, 142.0, 0.9962, 3.1, 0.54, 10.6, 5
8.5, 0.25, 0.27, 4.7, 0.031, 31.0, 92.0, 0.9922, 3.01, 0.33, 12.0, 6
7.4, 0.19, 0.3, 12.8, 0.053, 48.5, 229.0, 0.9986, 3.14, 0.49, 9.1, 7
6.9, 0.32, 0.13, 7.8, 0.042, 11.0, 117.0, 0.996, 3.23, 0.37, 9.2, 5
9.2, 0.23, 0.35, 10.7, 0.037, 34.0, 145.0, 0.9981, 3.09, 0.32, 9.7, 5
7.0, 0.22, 0.26, 1.1, 0.037, 20.0, 71.0, 0.9902, 3.1, 0.38, 11.7, 6
7.4, 0.17, 0.29, 1.4, 0.047, 23.0, 107.0, 0.9939, 3.52, 0.65, 10.4, 6
6.9, 0.25, 0.35, 9.2, 0.034, 42.0, 150.0, 0.9947, 3.21, 0.36, 11.5, 6
6.9, 0.25, 0.35, 9.2, 0.034, 42.0, 150.0, 0.9947, 3.21, 0.36, 11.5, 6
7.2, 0.29, 0.2, 7.7, 0.046, 51.0, 174.0, 0.99582, 3.16, 0.52, 9.5, 5
7.2, 0.39, 0.54, 1.4, 0.157, 34.0, 132.0, 0.99449, 3.11, 0.53, 9.0, 6
6.7, 0.25, 0.26, 13.5, 0.06, 50.0, 156.0, 0.99784, 3.39, 0.46, 9.9, 6
6.7, 0.31, 0.18, 7.7, 0.043, 57.0, 200.0, 0.99566, 3.17, 0.44, 9.4, 6
6.3, 0.16, 0.22, 1.3, 0.046, 18.0, 66.0, 0.99307, 3.61, 0.55, 10.3, 6
7.4, 0.33, 0.26, 15.6, 0.049, 67.0, 210.0, 0.99907, 3.06, 0.68, 9.5, 5
7.4, 0.33, 0.26, 15.6, 0.049, 67.0, 210.0, 0.99907, 3.06, 0.68, 9.5, 5
7.0, 0.32, 0.31, 6.4, 0.031, 38.0, 115.0, 0.99235, 3.38, 0.58, 12.2, 7
6.3, 0.41, 0.18, 3.5, 0.027, 23.0, 109.0, 0.99018, 3.34, 0.54, 12.8, 8
6.0, 0.26, 0.18, 7.0, 0.055, 50.0, 194.0, 0.99591, 3.21, 0.43, 9.0, 5
7.0, 0.35, 0.17, 1.1, 0.049, 7.0, 119.0, 0.99297, 3.13, 0.36, 9.7, 6
7.5, 0.23, 0.29, 2.6, 0.031, 24.0, 98.0, 0.99194, 3.0, 0.54, 10.9, 6
7.0, 0.18, 0.26, 1.4, 0.044, 46.0, 89.0, 0.99256, 3.39, 0.48, 10.7, 7
7.2, 0.3, 0.3, 8.1, 0.05, 40.0, 188.0, 0.99652, 3.15, 0.49, 9.1, 6
