@relation winequality-white
@attribute FixedAcidity real[3.8,14.2]
@attribute VolatileAcidity real[0.08,1.1]
@attribute CitricAcid real[0.0,1.66]
@attribute ResidualSugar real[0.6,65.8]
@attribute Chlorides real[0.0090,0.346]
@attribute FreeSulfurDioxide real[2.0,289.0]
@attribute TotalSulfurDioxide real[9.0,440.0]
@attribute Density real[0.98711,1.03898]
@attribute PH real[2.72,3.82]
@attribute Sulphates real[0.22,1.08]
@attribute Alcohol real[8.0,14.2]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.9, 0.21, 0.4, 1.2, 0.039, 38.0, 107.0, 0.992, 3.21, 0.54, 10.8, 6
7.4, 0.24, 0.42, 14.0, 0.066, 48.0, 198.0, 0.9979, 2.89, 0.42, 8.9, 6
5.9, 0.23, 0.3, 12.9, 0.054, 57.0, 170.0, 0.9972, 3.28, 0.39, 9.4, 5
7.1, 0.34, 0.15, 1.2, 0.053, 61.0, 183.0, 0.9936, 3.09, 0.43, 9.2, 5
6.8, 0.26, 0.56, 11.9, 0.043, 64.0, 226.0, 0.997, 3.02, 0.63, 9.3, 5
6.6, 0.15, 0.34, 5.1, 0.055, 34.0, 125.0, 0.9942, 3.36, 0.42, 9.6, 5
6.4, 0.3, 0.45, 3.5, 0.197, 76.0, 180.0, 0.9942, 3.02, 0.39, 9.1, 6
7.1, 0.32, 0.24, 13.1, 0.05, 52.0, 204.0, 0.998, 3.1, 0.49, 8.8, 5
7.5, 0.23, 0.36, 7.0, 0.036, 43.0, 161.0, 0.9938, 3.04, 0.32, 11.0, 5
6.5, 0.19, 0.3, 0.8, 0.043, 33.0, 144.0, 0.9936, 3.42, 0.39, 9.1, 6
6.8, 0.52, 0.32, 13.2, 0.044, 54.0, 221.0, 0.9972, 3.27, 0.5, 9.6, 6
5.8, 0.36, 0.38, 0.9, 0.037, 3.0, 75.0, 0.9904, 3.28, 0.34, 11.4, 4
5.4, 0.59, 0.07, 7.0, 0.045, 36.0, 147.0, 0.9944, 3.34, 0.57, 9.7, 6
7.2, 0.23, 0.39, 14.2, 0.058, 49.0, 192.0, 0.9979, 2.98, 0.48, 9.0, 7
6.7, 0.17, 0.5, 2.1, 0.043, 27.0, 122.0, 0.9923, 3.15, 0.45, 10.3, 6
5.7, 0.36, 0.21, 6.7, 0.038, 51.0, 166.0, 0.9941, 3.29, 0.63, 10.0, 6
8.3, 0.41, 0.51, 2.0, 0.046, 11.0, 207.0, 0.993, 3.02, 0.55, 11.4, 5
5.4, 0.29, 0.47, 3.0, 0.052, 47.0, 145.0, 0.993, 3.29, 0.75, 10.0, 6
7.6, 0.17, 0.45, 11.2, 0.054, 56.0, 137.0, 0.997, 3.15, 0.47, 10.0, 5
5.1, 0.33, 0.22, 1.6, 0.027, 18.0, 89.0, 0.9893, 3.51, 0.38, 12.5, 7
7.3, 0.2, 0.44, 1.4, 0.045, 21.0, 98.0, 0.9924, 3.15, 0.46, 10.0, 7
5.0, 0.17, 0.56, 1.5, 0.026, 24.0, 115.0, 0.9906, 3.48, 0.39, 10.8, 7
6.9, 0.49, 0.24, 1.2, 0.049, 13.0, 125.0, 0.9932, 3.17, 0.51, 9.4, 5
6.9, 0.23, 0.38, 8.3, 0.047, 47.0, 162.0, 0.9954, 3.34, 0.52, 10.5, 7
6.8, 0.29, 0.5, 13.3, 0.053, 48.0, 194.0, 0.9974, 3.09, 0.45, 9.4, 5
6.8, 0.29, 0.5, 13.3, 0.053, 48.0, 194.0, 0.9974, 3.09, 0.45, 9.4, 5
5.9, 0.46, 0.14, 2.7, 0.042, 27.0, 160.0, 0.9931, 3.46, 0.51, 10.6, 7
7.1, 0.21, 0.27, 8.6, 0.056, 26.0, 111.0, 0.9956, 2.95, 0.52, 9.5, 5
6.8, 0.2, 0.38, 4.7, 0.04, 27.0, 103.0, 0.994, 3.37, 0.58, 10.7, 6
6.1, 0.28, 0.22, 1.8, 0.034, 32.0, 116.0, 0.9898, 3.36, 0.44, 12.6, 6
7.8, 0.28, 0.34, 1.6, 0.028, 32.0, 118.0, 0.9901, 3.0, 0.38, 12.1, 7
6.0, 0.26, 0.5, 2.2, 0.048, 59.0, 153.0, 0.9928, 3.08, 0.61, 9.8, 5
7.4, 0.41, 0.66, 10.8, 0.051, 77.0, 194.0, 0.9976, 3.05, 0.46, 8.7, 5
6.1, 0.32, 0.25, 1.7, 0.034, 37.0, 136.0, 0.992, 3.47, 0.5, 10.8, 7
5.9, 0.27, 0.29, 11.4, 0.036, 31.0, 115.0, 0.9949, 3.35, 0.48, 10.5, 8
7.5, 0.21, 0.68, 10.9, 0.045, 38.0, 133.0, 0.9978, 3.0, 0.36, 8.7, 5
7.5, 0.23, 0.68, 11.0, 0.047, 37.0, 133.0, 0.9978, 2.99, 0.38, 8.8, 5
6.2, 0.17, 0.28, 4.7, 0.037, 39.0, 133.0, 0.9931, 3.41, 0.46, 10.8, 7
6.4, 0.24, 0.29, 11.4, 0.051, 32.0, 166.0, 0.9968, 3.31, 0.45, 9.5, 5
6.5, 0.33, 0.72, 1.1, 0.061, 7.0, 151.0, 0.993, 3.09, 0.57, 9.5, 4
6.0, 0.32, 0.12, 5.9, 0.041, 34.0, 190.0, 0.9944, 3.16, 0.72, 10.0, 5
7.1, 0.28, 0.26, 1.9, 0.049, 12.0, 86.0, 0.9934, 3.15, 0.38, 9.4, 5
6.1, 0.14, 0.25, 1.3, 0.047, 37.0, 173.0, 0.9925, 3.35, 0.46, 10.0, 6
7.5, 0.31, 0.51, 14.8, 0.039, 62.0, 204.0, 0.9982, 3.06, 0.6, 9.5, 5
8.6, 0.27, 0.46, 6.1, 0.032, 13.0, 41.0, 0.993, 2.89, 0.34, 10.9, 5
6.0, 0.39, 0.26, 2.7, 0.038, 39.0, 187.0, 0.99325, 3.41, 0.5, 10.8, 6
6.9, 0.31, 0.34, 1.6, 0.032, 23.0, 128.0, 0.9917, 3.37, 0.47, 11.7, 6
6.6, 0.33, 0.31, 1.3, 0.02, 29.0, 89.0, 0.99035, 3.26, 0.44, 12.4, 8
6.4, 0.24, 0.31, 2.8, 0.038, 41.0, 114.0, 0.99155, 3.37, 0.66, 11.7, 7
5.8, 0.2, 0.3, 1.5, 0.031, 21.0, 57.0, 0.99115, 3.44, 0.55, 11.0, 6
7.1, 0.28, 0.44, 1.8, 0.032, 32.0, 107.0, 0.9907, 3.25, 0.48, 12.2, 7
9.1, 0.27, 0.45, 10.6, 0.035, 28.0, 124.0, 0.997, 3.2, 0.46, 10.4, 9
8.1, 0.17, 0.44, 14.1, 0.053, 43.0, 145.0, 1.0006, 3.28, 0.75, 8.8, 8
6.6, 0.21, 0.31, 11.4, 0.039, 46.0, 165.0, 0.99795, 3.41, 0.44, 9.8, 7
7.3, 0.655, 0.2, 10.2, 0.071, 28.0, 212.0, 0.9971, 2.96, 0.58, 9.2, 6
7.3, 0.25, 0.36, 2.1, 0.034, 30.0, 177.0, 0.99085, 3.25, 0.4, 11.9, 8
6.9, 0.19, 0.35, 1.7, 0.036, 33.0, 101.0, 0.99315, 3.21, 0.54, 10.8, 7
8.2, 0.4, 0.48, 13.7, 0.042, 59.0, 169.0, 0.9986, 3.1, 0.52, 9.4, 5
7.3, 0.25, 0.42, 14.2, 0.041, 57.0, 182.0, 0.9996, 3.29, 0.75, 9.1, 7
4.8, 0.33, 0.0, 6.5, 0.028, 34.0, 163.0, 0.9937, 3.35, 0.61, 9.9, 5
6.9, 0.18, 0.36, 1.3, 0.036, 40.0, 117.0, 0.9934, 3.27, 0.95, 9.5, 7
7.3, 0.26, 0.31, 1.6, 0.04, 39.0, 173.0, 0.9918, 3.19, 0.51, 11.4, 6
5.6, 0.29, 0.05, 0.8, 0.038, 11.0, 30.0, 0.9924, 3.36, 0.35, 9.2, 5
7.0, 0.24, 0.34, 1.4, 0.031, 27.0, 107.0, 0.99, 3.06, 0.39, 11.9, 6
6.4, 0.26, 0.43, 12.6, 0.033, 64.0, 230.0, 0.9974, 3.08, 0.38, 8.9, 5
7.7, 0.24, 0.29, 15.3, 0.044, 39.0, 194.0, 0.9982, 3.06, 0.47, 9.6, 7
6.9, 0.48, 0.36, 3.5, 0.03, 31.0, 135.0, 0.9904, 3.14, 0.38, 12.2, 7
6.5, 0.17, 0.33, 1.4, 0.028, 14.0, 99.0, 0.9928, 3.23, 0.55, 10.1, 6
6.6, 0.23, 0.32, 0.9, 0.041, 25.0, 79.0, 0.9926, 3.39, 0.54, 10.2, 7
6.5, 0.34, 0.28, 1.8, 0.041, 43.0, 188.0, 0.9928, 3.13, 0.37, 9.6, 6
6.5, 0.08, 0.33, 1.9, 0.028, 23.0, 93.0, 0.991, 3.34, 0.7, 12.0, 7
6.8, 0.22, 0.35, 17.5, 0.039, 38.0, 153.0, 0.9994, 3.24, 0.42, 9.0, 6
7.7, 0.28, 0.39, 8.9, 0.036, 8.0, 117.0, 0.9935, 3.06, 0.38, 12.0, 7
8.6, 0.16, 0.38, 3.4, 0.04, 41.0, 143.0, 0.9932, 2.95, 0.39, 10.2, 6
8.0, 0.24, 0.3, 17.45, 0.056, 43.0, 184.0, 0.9997, 3.05, 0.5, 9.2, 6
8.0, 0.19, 0.36, 1.8, 0.05, 16.0, 84.0, 0.9936, 3.15, 0.45, 9.8, 7
5.1, 0.52, 0.06, 2.7, 0.052, 30.0, 79.0, 0.9932, 3.32, 0.43, 9.3, 5
7.1, 0.18, 0.42, 1.4, 0.045, 47.0, 157.0, 0.9916, 2.95, 0.31, 10.5, 6
8.3, 0.14, 0.26, 1.5, 0.049, 56.0, 189.0, 0.9946, 3.21, 0.62, 9.5, 6
6.8, 0.19, 0.32, 7.05, 0.019, 54.0, 188.0, 0.9935, 3.25, 0.37, 11.1, 8
7.6, 0.19, 0.38, 10.6, 0.06, 48.0, 174.0, 0.9962, 3.13, 0.38, 10.5, 6
6.6, 0.14, 0.44, 1.6, 0.042, 47.0, 140.0, 0.993, 3.32, 0.51, 10.2, 6
6.1, 0.37, 0.36, 4.7, 0.035, 36.0, 116.0, 0.991, 3.31, 0.62, 12.6, 6
6.9, 0.21, 0.81, 1.1, 0.137, 52.0, 123.0, 0.9932, 3.03, 0.39, 9.2, 6
7.6, 0.29, 0.42, 1.3, 0.035, 18.0, 86.0, 0.9908, 2.99, 0.39, 11.3, 5
8.8, 0.33, 0.44, 6.35, 0.024, 9.0, 87.0, 0.9917, 2.96, 0.4, 12.6, 7
7.8, 0.26, 0.44, 1.3, 0.037, 43.0, 132.0, 0.9944, 3.18, 0.65, 10.0, 5
6.3, 0.16, 0.4, 1.6, 0.033, 59.0, 148.0, 0.9914, 3.44, 0.53, 11.4, 5
7.9, 0.29, 0.39, 6.7, 0.036, 6.0, 117.0, 0.9938, 3.12, 0.42, 10.7, 5
6.3, 0.55, 0.45, 13.0, 0.047, 33.0, 182.0, 0.9974, 3.2, 0.46, 9.2, 6
8.7, 0.22, 0.42, 2.3, 0.053, 27.0, 114.0, 0.994, 2.99, 0.43, 10.0, 5
7.2, 0.25, 0.32, 1.5, 0.047, 27.0, 132.0, 0.9933, 3.26, 0.44, 10.5, 5
8.9, 0.34, 0.32, 1.3, 0.041, 12.0, 188.0, 0.9953, 3.17, 0.49, 9.5, 5
7.2, 0.2, 0.38, 1.0, 0.037, 21.0, 74.0, 0.9918, 3.21, 0.37, 11.0, 5
6.4, 0.25, 0.41, 8.6, 0.042, 57.0, 173.0, 0.9965, 3.0, 0.44, 9.1, 5
6.8, 0.25, 0.29, 2.0, 0.042, 19.0, 189.0, 0.9952, 3.46, 0.54, 10.2, 6
7.3, 0.22, 0.4, 14.75, 0.042, 44.5, 129.5, 0.9998, 3.36, 0.41, 9.1, 7
7.7, 0.39, 0.3, 5.2, 0.037, 29.0, 131.0, 0.9943, 3.38, 0.44, 11.0, 6
8.0, 0.2, 0.4, 5.2, 0.055, 41.0, 167.0, 0.9953, 3.18, 0.4, 10.6, 7
6.4, 0.22, 0.34, 1.8, 0.057, 29.0, 104.0, 0.9959, 3.81, 0.57, 10.3, 6
6.9, 0.29, 0.16, 6.8, 0.034, 65.0, 212.0, 0.9955, 3.08, 0.39, 9.0, 6
7.3, 0.19, 0.68, 1.5, 0.05, 31.0, 156.0, 0.9946, 3.32, 0.64, 9.4, 6
7.6, 0.31, 0.29, 10.5, 0.04, 21.0, 145.0, 0.9966, 3.04, 0.35, 9.4, 5
7.6, 0.31, 0.29, 10.5, 0.04, 21.0, 145.0, 0.9966, 3.04, 0.35, 9.4, 5
6.6, 0.16, 0.3, 1.6, 0.034, 15.0, 78.0, 0.992, 3.38, 0.44, 11.2, 6
5.7, 0.21, 0.24, 2.3, 0.047, 60.0, 189.0, 0.995, 3.65, 0.72, 10.1, 6
7.8, 0.29, 0.36, 7.0, 0.042, 38.0, 161.0, 0.9941, 3.26, 0.37, 11.2, 8
6.9, 0.46, 0.2, 0.9, 0.054, 5.0, 126.0, 0.992, 3.1, 0.42, 10.4, 6
6.6, 0.56, 0.16, 3.1, 0.045, 28.0, 92.0, 0.994, 3.12, 0.35, 9.1, 6
7.3, 0.18, 0.29, 1.2, 0.044, 12.0, 143.0, 0.9918, 3.2, 0.48, 11.3, 7
6.9, 0.3, 0.33, 4.1, 0.035, 26.0, 155.0, 0.9925, 3.25, 0.79, 12.3, 8
7.6, 0.14, 0.74, 1.6, 0.04, 27.0, 103.0, 0.9916, 3.07, 0.4, 10.8, 7
7.0, 0.39, 0.24, 1.0, 0.048, 8.0, 119.0, 0.9923, 3.0, 0.31, 10.1, 4
8.2, 0.18, 0.49, 1.1, 0.033, 28.0, 81.0, 0.9923, 3.0, 0.68, 10.4, 7
7.8, 0.43, 0.49, 13.0, 0.033, 37.0, 158.0, 0.9955, 3.14, 0.35, 11.3, 6
8.3, 0.2, 0.74, 4.45, 0.044, 33.0, 130.0, 0.9924, 3.25, 0.42, 12.2, 6
7.0, 0.2, 0.74, 0.8, 0.044, 19.0, 163.0, 0.9931, 3.46, 0.53, 10.2, 5
7.0, 0.2, 0.49, 5.9, 0.038, 39.0, 128.0, 0.9938, 3.21, 0.48, 10.8, 6
6.7, 0.16, 0.49, 2.4, 0.046, 57.0, 187.0, 0.9952, 3.62, 0.81, 10.4, 6
7.5, 0.32, 0.24, 4.6, 0.053, 8.0, 134.0, 0.9958, 3.14, 0.5, 9.1, 3
7.4, 0.28, 0.49, 1.5, 0.034, 20.0, 126.0, 0.9918, 2.98, 0.39, 10.6, 6
7.9, 0.16, 0.74, 17.85, 0.037, 52.0, 187.0, 0.9998, 2.99, 0.41, 9.3, 5
6.6, 0.3, 0.24, 1.2, 0.034, 17.0, 121.0, 0.9933, 3.13, 0.36, 9.2, 5
6.8, 0.21, 0.49, 14.5, 0.06, 50.0, 170.0, 0.9991, 3.55, 0.44, 9.8, 6
6.6, 0.3, 0.24, 1.2, 0.034, 17.0, 121.0, 0.9933, 3.13, 0.36, 9.2, 5
8.1, 0.3, 0.49, 8.1, 0.037, 26.0, 174.0, 0.9943, 3.1, 0.3, 11.2, 7
8.9, 0.13, 0.49, 1.0, 0.028, 6.0, 24.0, 0.9926, 2.91, 0.32, 9.9, 5
6.7, 0.3, 0.49, 4.8, 0.034, 36.0, 158.0, 0.9945, 3.12, 0.45, 9.9, 6
8.5, 0.15, 0.49, 1.5, 0.031, 17.0, 122.0, 0.9932, 3.03, 0.4, 10.3, 6
9.1, 0.28, 0.49, 2.0, 0.059, 10.0, 112.0, 0.9958, 3.15, 0.46, 10.1, 5
9.1, 0.28, 0.49, 2.0, 0.059, 10.0, 112.0, 0.9958, 3.15, 0.46, 10.1, 5
7.4, 0.3, 0.49, 8.2, 0.055, 49.0, 188.0, 0.9974, 3.52, 0.58, 9.7, 6
8.5, 0.17, 0.49, 8.8, 0.048, 23.0, 108.0, 0.9947, 2.88, 0.34, 10.5, 4
9.8, 0.31, 0.49, 15.4, 0.046, 13.0, 119.0, 1.0004, 3.18, 0.45, 9.5, 5
9.3, 0.31, 0.49, 1.3, 0.042, 34.0, 147.0, 0.9948, 3.11, 0.46, 9.8, 5
7.3, 0.3, 0.74, 13.5, 0.039, 46.0, 165.0, 0.9982, 3.02, 0.4, 8.7, 5
8.6, 0.16, 0.49, 7.3, 0.043, 9.0, 63.0, 0.9953, 3.13, 0.59, 10.5, 6
6.3, 0.24, 0.74, 1.4, 0.172, 24.0, 108.0, 0.9932, 3.27, 0.39, 9.9, 6
5.6, 0.39, 0.24, 4.7, 0.034, 27.0, 77.0, 0.9906, 3.28, 0.36, 12.7, 5
7.5, 0.32, 0.49, 1.7, 0.031, 44.0, 109.0, 0.9906, 3.07, 0.46, 12.5, 6
7.5, 0.19, 0.49, 1.6, 0.047, 42.0, 140.0, 0.9932, 3.4, 0.47, 10.7, 6
6.5, 0.44, 0.49, 7.7, 0.045, 16.0, 169.0, 0.9957, 3.11, 0.37, 8.7, 6
7.8, 0.49, 0.49, 7.0, 0.043, 29.0, 149.0, 0.9952, 3.21, 0.33, 10.0, 5
7.3, 0.19, 0.49, 15.55, 0.058, 50.0, 134.0, 0.9998, 3.42, 0.36, 9.1, 7
6.6, 0.27, 0.49, 7.8, 0.049, 62.0, 217.0, 0.9959, 3.17, 0.45, 9.4, 6
7.9, 0.33, 0.28, 31.6, 0.053, 35.0, 176.0, 1.0103, 3.15, 0.38, 8.8, 6
7.9, 0.18, 0.33, 1.2, 0.033, 20.0, 72.0, 0.9922, 3.12, 0.38, 10.5, 7
7.0, 0.35, 0.3, 6.5, 0.028, 27.0, 87.0, 0.9936, 3.4, 0.42, 11.4, 7
7.1, 0.16, 0.25, 1.3, 0.034, 28.0, 123.0, 0.9915, 3.27, 0.55, 11.4, 6
8.1, 0.31, 0.24, 1.6, 0.032, 10.0, 67.0, 0.9924, 3.08, 0.47, 10.5, 5
7.0, 0.2, 0.3, 6.1, 0.037, 31.0, 120.0, 0.9939, 3.24, 0.51, 10.8, 5
7.9, 0.18, 0.37, 3.0, 0.061, 25.0, 178.0, 0.995, 3.22, 0.51, 10.0, 6
7.5, 0.4, 1.0, 19.5, 0.041, 33.0, 148.0, 0.9977, 3.24, 0.38, 12.0, 6
6.8, 0.3, 0.24, 6.6, 0.123, 35.0, 116.0, 0.9953, 3.07, 0.48, 9.4, 5
8.3, 0.3, 0.36, 10.0, 0.042, 33.0, 169.0, 0.9982, 3.23, 0.51, 9.3, 6
7.3, 0.21, 0.3, 10.9, 0.037, 18.0, 112.0, 0.997, 3.4, 0.5, 9.6, 6
6.6, 0.36, 0.21, 1.5, 0.049, 39.0, 184.0, 0.9928, 3.18, 0.41, 9.9, 6
6.8, 0.3, 0.35, 2.8, 0.038, 10.0, 164.0, 0.9912, 3.09, 0.53, 12.0, 6
7.4, 0.44, 0.2, 11.5, 0.049, 44.0, 157.0, 0.998, 3.27, 0.44, 9.0, 5
8.3, 0.27, 0.39, 2.4, 0.058, 16.0, 107.0, 0.9955, 3.28, 0.59, 10.3, 5
6.7, 0.18, 0.19, 4.7, 0.046, 57.0, 161.0, 0.9946, 3.32, 0.66, 10.5, 6
6.8, 0.24, 0.31, 18.3, 0.046, 40.0, 142.0, 1.0, 3.3, 0.41, 8.7, 5
7.4, 0.21, 0.3, 7.9, 0.039, 14.0, 118.0, 0.9942, 2.96, 0.34, 10.4, 5
7.5, 0.29, 0.67, 8.1, 0.037, 53.0, 166.0, 0.9966, 2.9, 0.41, 8.9, 6
6.8, 0.43, 0.3, 3.5, 0.033, 27.0, 135.0, 0.9906, 3.0, 0.37, 12.0, 6
6.6, 0.25, 0.36, 8.1, 0.045, 54.0, 180.0, 0.9958, 3.08, 0.42, 9.2, 5
7.6, 0.13, 0.34, 9.3, 0.062, 40.0, 126.0, 0.9966, 3.21, 0.39, 9.6, 5
7.6, 0.26, 0.36, 1.6, 0.032, 6.0, 106.0, 0.993, 3.15, 0.4, 10.4, 4
8.8, 0.34, 0.33, 9.7, 0.036, 46.0, 172.0, 0.9966, 3.08, 0.4, 10.2, 5
9.2, 0.27, 0.34, 10.5, 0.043, 49.0, 228.0, 0.9974, 3.04, 0.41, 10.4, 6
9.9, 1.005, 0.46, 1.4, 0.046, 34.0, 185.0, 0.9966, 3.02, 0.49, 10.2, 4
8.1, 0.24, 0.38, 4.3, 0.044, 49.0, 172.0, 0.996, 3.37, 0.74, 10.8, 6
6.4, 0.29, 0.28, 11.1, 0.063, 66.0, 169.0, 0.9973, 2.89, 0.57, 9.0, 5
6.8, 0.27, 0.28, 13.3, 0.076, 50.0, 163.0, 0.9979, 3.03, 0.38, 8.6, 6
7.6, 0.2, 0.31, 1.4, 0.047, 41.0, 142.0, 0.9934, 3.43, 0.53, 10.1, 6
7.6, 0.2, 0.3, 14.2, 0.056, 53.0, 212.5, 0.999, 3.14, 0.46, 8.9, 8
7.6, 0.2, 0.3, 14.2, 0.056, 53.0, 212.5, 0.999, 3.14, 0.46, 8.9, 8
8.1, 0.22, 0.28, 7.7, 0.043, 57.0, 176.0, 0.9954, 3.12, 0.55, 10.0, 5
8.4, 0.2, 0.38, 11.8, 0.055, 51.0, 170.0, 1.0004, 3.34, 0.82, 8.9, 6
9.0, 0.55, 0.3, 8.1, 0.026, 14.0, 71.0, 0.993, 2.94, 0.36, 11.8, 5
7.5, 0.3, 0.71, 1.3, 0.16, 44.0, 149.0, 0.9948, 3.08, 0.42, 8.9, 5
6.4, 0.26, 0.4, 1.7, 0.179, 5.0, 60.0, 0.9925, 3.09, 0.54, 10.1, 5
8.9, 0.21, 0.34, 7.1, 0.037, 33.0, 150.0, 0.9962, 3.1, 0.45, 9.7, 6
7.6, 0.29, 0.26, 6.5, 0.042, 32.0, 160.0, 0.9944, 3.14, 0.47, 10.7, 5
7.9, 0.35, 0.36, 1.6, 0.038, 11.0, 124.0, 0.9928, 3.25, 0.48, 11.0, 5
5.5, 0.14, 0.27, 4.6, 0.029, 22.0, 104.0, 0.9949, 3.34, 0.44, 9.0, 5
8.7, 0.24, 0.35, 0.6, 0.042, 11.0, 71.0, 0.9926, 3.08, 0.38, 10.6, 5
11.8, 0.23, 0.38, 11.1, 0.034, 15.0, 123.0, 0.9997, 2.93, 0.55, 9.7, 3
7.0, 0.22, 0.39, 2.1, 0.055, 39.0, 198.0, 0.9951, 3.52, 0.54, 10.2, 6
7.5, 0.42, 0.14, 10.7, 0.046, 18.0, 95.0, 0.9959, 3.22, 0.33, 10.7, 5
7.9, 0.17, 0.32, 1.6, 0.053, 47.0, 150.0, 0.9948, 3.29, 0.76, 9.6, 6
5.3, 0.76, 0.03, 2.7, 0.043, 27.0, 93.0, 0.9932, 3.34, 0.38, 9.2, 5
6.2, 0.34, 0.3, 11.1, 0.047, 28.0, 237.0, 0.9981, 3.18, 0.49, 8.7, 5
7.7, 0.23, 0.31, 10.7, 0.038, 59.0, 186.0, 0.9969, 3.12, 0.55, 9.5, 6
7.9, 0.18, 0.36, 5.9, 0.058, 31.0, 132.0, 0.995, 3.25, 0.52, 10.9, 6
7.7, 0.28, 0.35, 15.3, 0.056, 31.0, 117.0, 0.9998, 3.27, 0.5, 9.6, 5
6.5, 0.14, 0.32, 2.7, 0.037, 18.0, 89.0, 0.9924, 3.4, 0.74, 11.5, 7
8.2, 0.21, 0.32, 10.65, 0.053, 53.0, 145.0, 0.9972, 3.17, 0.48, 10.2, 6
8.4, 0.22, 0.28, 18.8, 0.028, 55.0, 130.0, 0.998, 2.96, 0.35, 11.6, 5
7.4, 0.19, 0.3, 12.8, 0.053, 48.5, 229.0, 0.9986, 3.14, 0.49, 9.1, 7
7.4, 0.19, 0.3, 12.8, 0.053, 48.5, 229.0, 0.9986, 3.14, 0.49, 9.1, 7
7.4, 0.29, 0.25, 3.8, 0.044, 30.0, 114.0, 0.992, 3.11, 0.4, 11.0, 6
7.1, 0.18, 0.32, 12.2, 0.048, 36.0, 125.0, 0.9967, 2.92, 0.54, 9.4, 6
7.6, 0.27, 0.33, 2.0, 0.059, 19.0, 175.0, 0.9944, 3.22, 0.56, 9.9, 5
7.1, 0.26, 0.3, 2.0, 0.031, 13.0, 128.0, 0.9917, 3.19, 0.49, 11.4, 5
8.5, 0.28, 0.34, 13.8, 0.041, 32.0, 161.0, 0.9981, 3.13, 0.4, 9.9, 6
6.4, 0.34, 0.2, 14.9, 0.06, 37.0, 162.0, 0.9983, 3.13, 0.45, 9.0, 4
6.3, 0.27, 0.18, 7.7, 0.048, 45.0, 186.0, 0.9962, 3.23, 0.47, 9.0, 5
6.6, 0.19, 0.43, 10.9, 0.045, 53.0, 154.0, 0.99752, 3.52, 0.77, 10.4, 6
4.6, 0.445, 0.0, 1.4, 0.053, 11.0, 178.0, 0.99426, 3.79, 0.55, 10.2, 5
7.0, 0.35, 0.17, 1.1, 0.049, 7.0, 119.0, 0.99297, 3.13, 0.36, 9.7, 6
7.5, 0.23, 0.35, 17.8, 0.058, 128.0, 212.0, 1.00241, 3.44, 0.43, 8.9, 5
6.5, 0.28, 0.35, 9.8, 0.067, 61.0, 180.0, 0.9972, 3.15, 0.57, 9.0, 4
7.9, 0.25, 0.34, 11.4, 0.04, 53.0, 202.0, 0.99708, 3.11, 0.57, 9.6, 6
8.1, 0.25, 0.34, 10.1, 0.05, 30.0, 121.0, 0.99724, 3.17, 0.49, 10.1, 6
