@relation winequality-red
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
10.5, 0.42, 0.66, 2.95, 0.116, 12.0, 29.0, 0.997, 3.24, 0.75, 11.7, 7
12.5, 0.46, 0.63, 2.0, 0.071, 6.0, 15.0, 0.9988, 2.99, 0.87, 10.2, 5
10.0, 0.42, 0.5, 3.4, 0.107, 7.0, 21.0, 0.9979, 3.26, 0.93, 11.8, 6
7.9, 0.24, 0.4, 1.6, 0.056, 11.0, 25.0, 0.9967, 3.32, 0.87, 8.7, 6
5.6, 0.85, 0.05, 1.4, 0.045, 12.0, 88.0, 0.9924, 3.56, 0.82, 12.9, 8
9.5, 0.37, 0.52, 2.0, 0.082, 6.0, 26.0, 0.998, 3.18, 0.51, 9.5, 5
11.5, 0.59, 0.59, 2.6, 0.087, 13.0, 49.0, 0.9988, 3.18, 0.65, 11.0, 6
7.7, 0.69, 0.05, 2.7, 0.075, 15.0, 27.0, 0.9974, 3.26, 0.61, 9.1, 5
8.7, 0.31, 0.46, 1.4, 0.059, 11.0, 25.0, 0.9966, 3.36, 0.76, 10.1, 6
10.4, 0.34, 0.58, 3.7, 0.174, 6.0, 16.0, 0.997, 3.19, 0.7, 11.3, 6
8.8, 0.52, 0.34, 2.7, 0.087, 24.0, 122.0, 0.9982, 3.26, 0.61, 9.5, 5
10.6, 0.48, 0.64, 2.2, 0.111, 6.0, 20.0, 0.997, 3.26, 0.66, 11.7, 6
9.1, 0.52, 0.33, 1.3, 0.07, 9.0, 30.0, 0.9978, 3.24, 0.6, 9.3, 5
9.5, 0.735, 0.1, 2.1, 0.079, 6.0, 31.0, 0.9986, 3.23, 0.56, 10.1, 6
8.4, 0.37, 0.53, 1.8, 0.413, 9.0, 26.0, 0.9979, 3.06, 1.06, 9.1, 6
9.4, 0.685, 0.11, 2.7, 0.077, 6.0, 31.0, 0.9984, 3.19, 0.7, 10.1, 6
10.6, 0.36, 0.59, 2.2, 0.152, 6.0, 18.0, 0.9986, 3.04, 1.05, 9.4, 5
10.2, 0.67, 0.39, 1.9, 0.054, 6.0, 17.0, 0.9976, 3.17, 0.47, 10.0, 5
9.3, 0.39, 0.4, 2.6, 0.073, 10.0, 26.0, 0.9984, 3.34, 0.75, 10.2, 6
9.3, 0.775, 0.27, 2.8, 0.078, 24.0, 56.0, 0.9984, 3.31, 0.67, 10.6, 6
10.5, 0.26, 0.47, 1.9, 0.078, 6.0, 24.0, 0.9976, 3.18, 1.04, 10.9, 7
10.2, 0.49, 0.63, 2.9, 0.072, 10.0, 26.0, 0.9968, 3.16, 0.78, 12.5, 7
10.5, 0.51, 0.64, 2.4, 0.107, 6.0, 15.0, 0.9973, 3.09, 0.66, 11.8, 7
10.5, 0.51, 0.64, 2.4, 0.107, 6.0, 15.0, 0.9973, 3.09, 0.66, 11.8, 7
9.3, 0.715, 0.24, 2.1, 0.07, 5.0, 20.0, 0.9966, 3.12, 0.59, 9.9, 5
8.7, 0.7, 0.24, 2.5, 0.226, 5.0, 15.0, 0.9991, 3.32, 0.6, 9.0, 6
9.8, 0.5, 0.49, 2.6, 0.25, 5.0, 20.0, 0.999, 3.31, 0.79, 10.7, 6
12.3, 0.27, 0.49, 3.1, 0.079, 28.0, 46.0, 0.9993, 3.2, 0.8, 10.2, 6
8.8, 0.44, 0.49, 2.8, 0.083, 18.0, 111.0, 0.9982, 3.3, 0.6, 9.5, 5
8.8, 0.48, 0.41, 3.3, 0.092, 26.0, 52.0, 0.9982, 3.31, 0.53, 10.5, 6
11.5, 0.31, 0.51, 2.2, 0.079, 14.0, 28.0, 0.9982, 3.03, 0.93, 9.8, 6
11.3, 0.37, 0.41, 2.3, 0.088, 6.0, 16.0, 0.9988, 3.09, 0.8, 9.3, 5
7.9, 0.51, 0.25, 2.9, 0.077, 21.0, 45.0, 0.9974, 3.49, 0.96, 12.1, 6
9.9, 0.54, 0.45, 2.3, 0.071, 16.0, 40.0, 0.9991, 3.39, 0.62, 9.4, 5
7.8, 0.64, 0.1, 6.0, 0.115, 5.0, 11.0, 0.9984, 3.37, 0.69, 10.1, 7
7.2, 0.52, 0.07, 1.4, 0.074, 5.0, 20.0, 0.9973, 3.32, 0.81, 9.6, 6
7.2, 0.57, 0.06, 1.6, 0.076, 9.0, 27.0, 0.9972, 3.36, 0.7, 9.6, 6
6.9, 0.4, 0.24, 2.5, 0.083, 30.0, 45.0, 0.9959, 3.26, 0.58, 10.0, 5
8.1, 0.78, 0.23, 2.6, 0.059, 5.0, 15.0, 0.997, 3.37, 0.56, 11.3, 5
7.4, 1.185, 0.0, 4.25, 0.097, 5.0, 14.0, 0.9966, 3.63, 0.54, 10.7, 3
9.0, 0.47, 0.31, 2.7, 0.084, 24.0, 125.0, 0.9984, 3.31, 0.61, 9.4, 5
7.0, 0.64, 0.02, 2.1, 0.067, 9.0, 23.0, 0.997, 3.47, 0.67, 9.4, 6
8.9, 0.565, 0.34, 3.0, 0.093, 16.0, 112.0, 0.9998, 3.38, 0.61, 9.5, 5
8.0, 0.43, 0.36, 2.3, 0.075, 10.0, 48.0, 0.9976, 3.34, 0.46, 9.4, 5
9.5, 0.55, 0.66, 2.3, 0.387, 12.0, 37.0, 0.9982, 3.17, 0.67, 9.6, 5
9.2, 0.53, 0.24, 2.6, 0.078, 28.0, 139.0, 0.99788, 3.21, 0.57, 9.5, 5
11.6, 0.41, 0.58, 2.8, 0.096, 25.0, 101.0, 1.00024, 3.13, 0.53, 10.0, 5
8.2, 0.34, 0.38, 2.5, 0.08, 12.0, 57.0, 0.9978, 3.3, 0.47, 9.0, 6
8.3, 0.65, 0.1, 2.9, 0.089, 17.0, 40.0, 0.99803, 3.29, 0.55, 9.5, 5
7.6, 0.54, 0.13, 2.5, 0.097, 24.0, 66.0, 0.99785, 3.39, 0.61, 9.4, 5
9.9, 0.35, 0.41, 2.3, 0.083, 11.0, 61.0, 0.9982, 3.21, 0.5, 9.5, 5
10.0, 0.56, 0.24, 2.2, 0.079, 19.0, 58.0, 0.9991, 3.18, 0.56, 10.1, 6
7.2, 0.61, 0.08, 4.0, 0.082, 26.0, 108.0, 0.99641, 3.25, 0.51, 9.4, 5
6.9, 0.39, 0.24, 2.1, 0.102, 4.0, 7.0, 0.99462, 3.44, 0.58, 11.4, 4
10.8, 0.45, 0.33, 2.5, 0.099, 20.0, 38.0, 0.99818, 3.24, 0.71, 10.8, 5
9.1, 0.66, 0.15, 3.2, 0.097, 9.0, 59.0, 0.99976, 3.28, 0.54, 9.6, 5
10.6, 0.5, 0.45, 2.6, 0.119, 34.0, 68.0, 0.99708, 3.23, 0.72, 10.9, 6
8.2, 0.26, 0.34, 2.5, 0.073, 16.0, 47.0, 0.99594, 3.4, 0.78, 11.3, 7
7.2, 0.62, 0.06, 2.7, 0.077, 15.0, 85.0, 0.99746, 3.51, 0.54, 9.5, 5
6.9, 0.56, 0.03, 1.5, 0.086, 36.0, 46.0, 0.99522, 3.53, 0.57, 10.6, 5
7.7, 0.715, 0.01, 2.1, 0.064, 31.0, 43.0, 0.99371, 3.41, 0.57, 11.8, 6
7.2, 0.6, 0.04, 2.5, 0.076, 18.0, 88.0, 0.99745, 3.53, 0.55, 9.5, 5
7.2, 0.34, 0.24, 2.0, 0.071, 30.0, 52.0, 0.99576, 3.44, 0.58, 10.1, 5
7.1, 0.59, 0.01, 2.3, 0.08, 27.0, 43.0, 0.9955, 3.42, 0.58, 10.7, 6
8.9, 0.31, 0.36, 2.6, 0.056, 10.0, 39.0, 0.99562, 3.4, 0.69, 11.8, 5
7.4, 0.52, 0.13, 2.4, 0.078, 34.0, 61.0, 0.99528, 3.43, 0.59, 10.8, 6
7.3, 0.305, 0.39, 1.2, 0.059, 7.0, 11.0, 0.99331, 3.29, 0.52, 11.5, 6
8.4, 0.36, 0.32, 2.2, 0.081, 32.0, 79.0, 0.9964, 3.3, 0.72, 11.0, 6
8.6, 0.47, 0.27, 2.3, 0.055, 14.0, 28.0, 0.99516, 3.18, 0.8, 11.2, 5
8.6, 0.22, 0.36, 1.9, 0.064, 53.0, 77.0, 0.99604, 3.47, 0.87, 11.0, 7
10.2, 0.34, 0.48, 2.1, 0.052, 5.0, 9.0, 0.99458, 3.2, 0.69, 12.1, 7
9.0, 0.36, 0.52, 2.1, 0.111, 5.0, 10.0, 0.99568, 3.31, 0.62, 11.3, 6
10.1, 0.38, 0.5, 2.4, 0.104, 6.0, 13.0, 0.99643, 3.22, 0.65, 11.6, 7
7.2, 0.41, 0.3, 2.1, 0.083, 35.0, 72.0, 0.997, 3.44, 0.52, 9.4, 5
7.4, 0.58, 0.0, 2.0, 0.064, 7.0, 11.0, 0.99562, 3.45, 0.58, 11.3, 6
7.1, 0.36, 0.3, 1.6, 0.08, 35.0, 70.0, 0.99693, 3.44, 0.5, 9.4, 5
9.7, 0.295, 0.4, 1.5, 0.073, 14.0, 21.0, 0.99556, 3.14, 0.51, 10.9, 6
9.1, 0.3, 0.34, 2.0, 0.064, 12.0, 25.0, 0.99516, 3.26, 0.84, 11.7, 7
10.5, 0.39, 0.46, 2.2, 0.075, 14.0, 27.0, 0.99598, 3.06, 0.84, 11.4, 6
11.3, 0.36, 0.66, 2.4, 0.123, 3.0, 8.0, 0.99642, 3.2, 0.53, 11.9, 6
6.9, 0.44, 0.0, 1.4, 0.07, 32.0, 38.0, 0.99438, 3.32, 0.58, 11.4, 6
8.5, 0.46, 0.59, 1.4, 0.414, 16.0, 45.0, 0.99702, 3.03, 1.34, 9.2, 5
9.9, 0.32, 0.56, 2.0, 0.073, 3.0, 8.0, 0.99534, 3.15, 0.73, 11.4, 6
11.6, 0.41, 0.54, 1.5, 0.095, 22.0, 41.0, 0.99735, 3.02, 0.76, 9.9, 7
7.0, 0.54, 0.09, 2.0, 0.081, 10.0, 16.0, 0.99479, 3.43, 0.59, 11.5, 6
6.6, 0.725, 0.09, 5.5, 0.117, 9.0, 17.0, 0.99655, 3.35, 0.49, 10.8, 6
6.3, 0.57, 0.28, 2.1, 0.048, 13.0, 49.0, 0.99374, 3.41, 0.6, 12.8, 5
9.1, 0.3, 0.41, 2.0, 0.068, 10.0, 24.0, 0.99523, 3.27, 0.85, 11.7, 7
7.9, 0.33, 0.41, 1.5, 0.056, 6.0, 35.0, 0.99396, 3.29, 0.71, 11.0, 6
8.8, 0.45, 0.43, 1.4, 0.076, 12.0, 21.0, 0.99551, 3.21, 0.75, 10.2, 6
7.0, 0.43, 0.3, 2.0, 0.085, 6.0, 39.0, 0.99346, 3.33, 0.46, 11.9, 6
6.6, 0.8, 0.03, 7.8, 0.079, 6.0, 12.0, 0.9963, 3.52, 0.5, 12.2, 5
7.2, 0.25, 0.37, 2.5, 0.063, 11.0, 41.0, 0.99439, 3.52, 0.8, 12.4, 7
7.2, 0.36, 0.46, 2.1, 0.074, 24.0, 44.0, 0.99534, 3.4, 0.85, 11.0, 7
6.8, 0.65, 0.02, 2.1, 0.078, 8.0, 15.0, 0.99498, 3.35, 0.62, 10.4, 6
9.0, 0.39, 0.4, 1.3, 0.044, 25.0, 50.0, 0.99478, 3.2, 0.83, 10.9, 6
6.8, 0.64, 0.0, 2.7, 0.123, 15.0, 33.0, 0.99538, 3.44, 0.63, 11.3, 6
8.0, 0.715, 0.22, 2.3, 0.075, 13.0, 81.0, 0.99688, 3.24, 0.54, 9.5, 6
7.5, 0.755, 0.0, 1.9, 0.084, 6.0, 12.0, 0.99672, 3.34, 0.49, 9.7, 4
8.4, 0.39, 0.1, 1.7, 0.075, 6.0, 25.0, 0.99581, 3.09, 0.43, 9.7, 6
7.2, 0.835, 0.0, 2.0, 0.166, 4.0, 11.0, 0.99608, 3.39, 0.52, 10.0, 5
7.5, 0.51, 0.02, 1.7, 0.084, 13.0, 31.0, 0.99538, 3.36, 0.54, 10.5, 6
5.2, 0.49, 0.26, 2.3, 0.09, 23.0, 74.0, 0.9953, 3.71, 0.62, 12.2, 6
8.0, 0.52, 0.25, 2.0, 0.078, 19.0, 59.0, 0.99612, 3.3, 0.48, 10.2, 5
7.3, 0.59, 0.26, 2.0, 0.08, 17.0, 104.0, 0.99584, 3.28, 0.52, 9.9, 5
7.7, 0.28, 0.3, 2.0, 0.062, 18.0, 34.0, 0.9952, 3.28, 0.9, 11.3, 7
8.2, 0.24, 0.34, 5.1, 0.062, 8.0, 22.0, 0.9974, 3.22, 0.94, 10.9, 6
7.3, 0.34, 0.33, 2.5, 0.064, 21.0, 37.0, 0.9952, 3.35, 0.77, 12.1, 7
7.0, 0.54, 0.0, 2.1, 0.079, 39.0, 55.0, 0.9956, 3.39, 0.84, 11.4, 6
7.9, 0.18, 0.4, 2.2, 0.049, 38.0, 67.0, 0.996, 3.33, 0.93, 11.3, 5
6.8, 0.67, 0.0, 1.9, 0.08, 22.0, 39.0, 0.99701, 3.4, 0.74, 9.7, 5
6.9, 0.58, 0.01, 1.9, 0.08, 40.0, 54.0, 0.99683, 3.4, 0.73, 9.7, 5
7.6, 0.49, 0.33, 1.9, 0.074, 27.0, 85.0, 0.99706, 3.41, 0.58, 9.0, 5
9.9, 0.5, 0.5, 13.8, 0.205, 48.0, 82.0, 1.00242, 3.16, 0.75, 8.8, 5
5.6, 0.62, 0.03, 1.5, 0.08, 6.0, 13.0, 0.99498, 3.66, 0.62, 10.1, 4
6.9, 0.74, 0.03, 2.3, 0.054, 7.0, 16.0, 0.99508, 3.45, 0.63, 11.5, 6
7.5, 0.725, 0.04, 1.5, 0.076, 8.0, 15.0, 0.99508, 3.26, 0.53, 9.6, 5
7.8, 0.82, 0.29, 4.3, 0.083, 21.0, 64.0, 0.99642, 3.16, 0.53, 9.4, 5
7.5, 0.38, 0.57, 2.3, 0.106, 5.0, 12.0, 0.99605, 3.36, 0.55, 11.4, 6
6.1, 0.32, 0.25, 2.3, 0.071, 23.0, 58.0, 0.99633, 3.42, 0.97, 10.6, 5
8.0, 0.39, 0.3, 1.9, 0.074, 32.0, 84.0, 0.99717, 3.39, 0.61, 9.0, 5
6.7, 0.855, 0.02, 1.9, 0.064, 29.0, 38.0, 0.99472, 3.3, 0.56, 10.75, 6
7.1, 0.67, 0.0, 2.3, 0.083, 18.0, 27.0, 0.99768, 3.44, 0.54, 9.4, 5
6.3, 0.68, 0.01, 3.7, 0.103, 32.0, 54.0, 0.99586, 3.51, 0.66, 11.3, 6
6.6, 0.855, 0.02, 2.4, 0.062, 15.0, 23.0, 0.99627, 3.54, 0.6, 11.0, 6
7.2, 0.695, 0.13, 2.0, 0.076, 12.0, 20.0, 0.99546, 3.29, 0.54, 10.1, 5
6.7, 0.16, 0.64, 2.1, 0.059, 24.0, 52.0, 0.99494, 3.34, 0.71, 11.2, 6
7.0, 0.56, 0.13, 1.6, 0.077, 25.0, 42.0, 0.99629, 3.34, 0.59, 9.2, 5
6.2, 0.56, 0.09, 1.7, 0.053, 24.0, 32.0, 0.99402, 3.54, 0.6, 11.3, 5
7.4, 0.35, 0.33, 2.4, 0.068, 9.0, 26.0, 0.9947, 3.36, 0.6, 11.9, 6
6.2, 0.46, 0.29, 2.1, 0.074, 32.0, 98.0, 0.99578, 3.33, 0.62, 9.8, 5
6.7, 0.32, 0.44, 2.4, 0.061, 24.0, 34.0, 0.99484, 3.29, 0.8, 11.6, 7
6.6, 0.725, 0.2, 7.8, 0.073, 29.0, 79.0, 0.9977, 3.29, 0.54, 9.2, 5
5.4, 0.74, 0.09, 1.7, 0.089, 16.0, 26.0, 0.99402, 3.67, 0.56, 11.6, 6
5.9, 0.55, 0.1, 2.2, 0.062, 39.0, 51.0, 0.99512, 3.52, 0.76, 11.2, 6
