@relation winequality-red
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
9.3, 0.38, 0.48, 3.8, 0.132, 3.0, 11.0, 0.99577, 3.23, 0.57, 13.2, 6
8.4, 0.36, 0.32, 2.2, 0.081, 32.0, 79.0, 0.9964, 3.3, 0.72, 11.0, 6
8.4, 0.62, 0.12, 1.8, 0.072, 38.0, 46.0, 0.99504, 3.38, 0.89, 11.8, 6
8.2, 0.31, 0.4, 2.2, 0.058, 6.0, 10.0, 0.99536, 3.31, 0.68, 11.2, 7
12.2, 0.45, 0.49, 1.4, 0.075, 3.0, 6.0, 0.9969, 3.13, 0.63, 10.4, 5
8.2, 0.43, 0.29, 1.6, 0.081, 27.0, 45.0, 0.99603, 3.25, 0.54, 10.3, 5
8.9, 0.28, 0.45, 1.7, 0.067, 7.0, 12.0, 0.99354, 3.25, 0.55, 12.3, 7
7.7, 1.005, 0.15, 2.1, 0.102, 11.0, 32.0, 0.99604, 3.23, 0.48, 10.0, 5
8.2, 0.32, 0.42, 2.3, 0.098, 3.0, 9.0, 0.99506, 3.27, 0.55, 12.3, 6
8.9, 0.745, 0.18, 2.5, 0.077, 15.0, 48.0, 0.99739, 3.2, 0.47, 9.7, 6
8.9, 0.5, 0.21, 2.2, 0.088, 21.0, 39.0, 0.99692, 3.33, 0.83, 11.1, 6
9.5, 0.39, 0.41, 8.9, 0.069, 18.0, 39.0, 0.99859, 3.29, 0.81, 10.9, 7
9.9, 0.53, 0.57, 2.4, 0.093, 30.0, 52.0, 0.9971, 3.19, 0.76, 11.6, 7
8.0, 0.62, 0.33, 2.7, 0.088, 16.0, 37.0, 0.9972, 3.31, 0.58, 10.7, 6
8.0, 0.48, 0.34, 2.2, 0.073, 16.0, 25.0, 0.9936, 3.28, 0.66, 12.4, 6
7.5, 0.41, 0.15, 3.7, 0.104, 29.0, 94.0, 0.99786, 3.14, 0.58, 9.1, 5
8.2, 0.38, 0.32, 2.5, 0.08, 24.0, 71.0, 0.99624, 3.27, 0.85, 11.0, 6
7.8, 0.5, 0.12, 1.8, 0.178, 6.0, 21.0, 0.996, 3.28, 0.87, 9.8, 6
8.3, 0.6, 0.25, 2.2, 0.118, 9.0, 38.0, 0.99616, 3.15, 0.53, 9.8, 5
8.5, 0.18, 0.51, 1.75, 0.071, 45.0, 88.0, 0.99524, 3.33, 0.76, 11.8, 7
10.2, 0.41, 0.43, 2.2, 0.11, 11.0, 37.0, 0.99728, 3.16, 0.67, 10.8, 5
10.6, 0.36, 0.57, 2.3, 0.087, 6.0, 20.0, 0.99676, 3.14, 0.72, 11.1, 7
9.0, 0.785, 0.24, 1.7, 0.078, 10.0, 21.0, 0.99692, 3.29, 0.67, 10.0, 5
9.9, 0.54, 0.26, 2.0, 0.111, 7.0, 60.0, 0.99709, 2.94, 0.98, 10.2, 5
7.1, 0.59, 0.0, 2.2, 0.078, 26.0, 44.0, 0.99522, 3.42, 0.68, 10.8, 6
9.8, 0.39, 0.43, 1.65, 0.068, 5.0, 11.0, 0.99478, 3.19, 0.46, 11.4, 5
6.2, 0.39, 0.43, 2.0, 0.071, 14.0, 24.0, 0.99428, 3.45, 0.87, 11.2, 7
10.9, 0.32, 0.52, 1.8, 0.132, 17.0, 44.0, 0.99734, 3.28, 0.77, 11.5, 6
10.9, 0.32, 0.52, 1.8, 0.132, 17.0, 44.0, 0.99734, 3.28, 0.77, 11.5, 6
12.6, 0.39, 0.49, 2.5, 0.08, 8.0, 20.0, 0.9992, 3.07, 0.82, 10.3, 6
7.6, 0.43, 0.29, 2.1, 0.075, 19.0, 66.0, 0.99718, 3.4, 0.64, 9.5, 5
7.7, 0.18, 0.34, 2.7, 0.066, 15.0, 58.0, 0.9947, 3.37, 0.78, 11.8, 6
7.8, 0.815, 0.01, 2.6, 0.074, 48.0, 90.0, 0.99621, 3.38, 0.62, 10.8, 5
8.1, 0.73, 0.0, 2.5, 0.081, 12.0, 24.0, 0.99798, 3.38, 0.46, 9.6, 4
6.5, 0.67, 0.0, 4.3, 0.057, 11.0, 20.0, 0.99488, 3.45, 0.56, 11.8, 4
9.0, 0.4, 0.41, 2.0, 0.058, 15.0, 40.0, 0.99414, 3.22, 0.6, 12.2, 6
7.1, 0.6, 0.01, 2.3, 0.079, 24.0, 37.0, 0.99514, 3.4, 0.61, 10.9, 6
11.3, 0.37, 0.5, 1.8, 0.09, 20.0, 47.0, 0.99734, 3.15, 0.57, 10.5, 5
5.9, 0.395, 0.13, 2.4, 0.056, 14.0, 28.0, 0.99362, 3.62, 0.67, 12.4, 6
8.0, 0.28, 0.44, 1.8, 0.081, 28.0, 68.0, 0.99501, 3.36, 0.66, 11.2, 5
7.5, 0.61, 0.26, 1.9, 0.073, 24.0, 88.0, 0.99612, 3.3, 0.53, 9.8, 5
9.7, 0.66, 0.34, 2.6, 0.094, 12.0, 88.0, 0.99796, 3.26, 0.66, 10.1, 5
6.7, 0.46, 0.24, 1.7, 0.077, 18.0, 34.0, 0.9948, 3.39, 0.6, 10.6, 6
7.8, 0.87, 0.26, 3.8, 0.107, 31.0, 67.0, 0.99668, 3.26, 0.46, 9.2, 5
9.1, 0.775, 0.22, 2.2, 0.079, 12.0, 48.0, 0.9976, 3.18, 0.51, 9.6, 5
6.0, 0.5, 0.0, 1.4, 0.057, 15.0, 26.0, 0.99448, 3.36, 0.45, 9.5, 5
11.5, 0.42, 0.48, 2.6, 0.077, 8.0, 20.0, 0.99852, 3.09, 0.53, 11.0, 5
7.4, 0.64, 0.17, 5.4, 0.168, 52.0, 98.0, 0.99736, 3.28, 0.5, 9.5, 5
11.6, 0.475, 0.4, 1.4, 0.091, 6.0, 28.0, 0.99704, 3.07, 0.65, 10.0333333333333, 6
6.7, 0.48, 0.02, 2.2, 0.08, 36.0, 111.0, 0.99524, 3.1, 0.53, 9.7, 5
6.4, 0.47, 0.4, 2.4, 0.071, 8.0, 19.0, 0.9963, 3.56, 0.73, 10.6, 6
8.3, 0.26, 0.37, 1.4, 0.076, 8.0, 23.0, 0.9974, 3.26, 0.7, 9.6, 6
8.3, 0.26, 0.37, 1.4, 0.076, 8.0, 23.0, 0.9974, 3.26, 0.7, 9.6, 6
7.7, 0.23, 0.37, 1.8, 0.046, 23.0, 60.0, 0.9971, 3.41, 0.71, 12.1, 6
10.0, 0.38, 0.38, 1.6, 0.169, 27.0, 90.0, 0.99914, 3.15, 0.65, 8.5, 5
6.9, 0.58, 0.2, 1.75, 0.058, 8.0, 22.0, 0.99322, 3.38, 0.49, 11.7, 5
7.8, 0.32, 0.44, 2.7, 0.104, 8.0, 17.0, 0.99732, 3.33, 0.78, 11.0, 7
6.9, 0.63, 0.01, 2.4, 0.076, 14.0, 39.0, 0.99522, 3.34, 0.53, 10.8, 6
7.1, 0.22, 0.49, 1.8, 0.039, 8.0, 18.0, 0.99344, 3.39, 0.56, 12.4, 6
7.3, 0.585, 0.18, 2.4, 0.078, 15.0, 60.0, 0.99638, 3.31, 0.54, 9.8, 5
6.9, 0.84, 0.21, 4.1, 0.074, 16.0, 65.0, 0.99842, 3.53, 0.72, 9.25, 6
6.6, 0.44, 0.09, 2.2, 0.063, 9.0, 18.0, 0.99444, 3.42, 0.69, 11.3, 6
6.1, 0.53, 0.08, 1.9, 0.077, 24.0, 45.0, 0.99528, 3.6, 0.68, 10.3, 6
5.4, 0.58, 0.08, 1.9, 0.059, 20.0, 31.0, 0.99484, 3.5, 0.64, 10.2, 6
8.4, 0.37, 0.43, 2.3, 0.063, 12.0, 19.0, 0.9955, 3.17, 0.81, 11.2, 7
6.3, 0.51, 0.13, 2.3, 0.076, 29.0, 40.0, 0.99574, 3.42, 0.75, 11.0, 6
5.9, 0.645, 0.12, 2.0, 0.075, 32.0, 44.0, 0.99547, 3.57, 0.71, 10.2, 5
