@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.169, 0.5, 1.468, 1.001, -1.017, 0
0.179, 0.61, 0.715, 1.854, -0.77, 0
0.411, 0.785, 1.7, 1.012, 0.0, 1
1.781, 1.57, -0.209, -0.115, 0.086, 0
0.301, 1.809, -0.281, -0.138, -0.095, 0
0.152, 1.282, 0.796, 0.335, 0.0, 0
0.39, 1.445, 2.949, -0.728, -0.313, 0
3.397, -0.285, 0.183, 0.114, -0.059, 0
0.412, 0.808, 2.093, 1.937, -0.578, 0
3.496, 0.728, 0.275, -0.281, -0.239, 0
0.167, 0.402, 0.467, -0.607, 1.807, 0
0.16, 0.991, 0.508, 1.083, 1.006, 1
0.479, 2.02, -0.35, 0.22, -0.1, 0
0.65, 2.187, -0.387, -0.179, 0.181, 0
3.129, 0.311, 1.415, -0.347, -0.13, 0
0.255, 1.037, 0.547, 0.772, 0.0, 1
2.026, 1.041, 0.429, 0.522, 0.615, 0
-0.114, -0.206, -0.379, -0.537, 0.0, 0
3.05, 0.402, 1.256, -0.298, -0.115, 0
0.554, 2.594, 0.879, -0.513, 1.205, 0
1.962, 1.416, 0.268, 0.143, -0.079, 0
0.577, 3.515, -0.656, 0.333, -0.164, 0
0.205, 0.671, 1.484, 1.258, 1.718, 1
1.077, 0.335, -1.057, 1.496, 1.241, 1
1.393, 1.619, 1.684, -0.428, -0.158, 1
0.679, 2.033, 1.022, 1.162, -0.432, 0
2.134, 0.884, -0.137, 0.104, 0.104, 0
0.398, 1.887, -0.485, -0.292, 0.293, 0
0.174, 0.727, 1.782, 1.152, -0.627, 1
0.179, 1.095, 1.834, -0.514, 0.0, 0
2.404, 0.651, -0.118, 0.073, 0.045, 0
0.226, 0.567, 0.709, 0.957, 0.945, 1
0.268, 2.128, 1.794, -0.614, -0.269, 0
0.076, 0.423, 1.138, 1.862, 0.0, 0
0.446, 0.611, 2.199, 0.807, 1.199, 1
0.16, 0.599, 1.513, 0.893, -0.462, 1
0.142, 1.011, 0.624, 1.292, 0.0, 1
0.31, 1.226, 0.86, 1.086, 0.689, 1
3.5, 1.474, -0.182, -0.045, -0.032, 0
0.66, 2.362, -0.544, 0.298, 0.15, 0
0.184, 1.364, 1.415, 0.658, -0.626, 0
0.075, 0.359, 1.007, 1.857, -0.832, 1
3.21, 1.435, -0.182, -0.086, -0.06, 0
2.911, 0.613, 0.201, 0.093, 0.079, 0
-0.104, -0.438, -0.816, -0.886, 0.0, 1
0.501, 3.293, -0.55, 0.312, 0.375, 0
1.336, 1.061, 1.238, 1.11, 0.683, 0
0.87, 1.053, 0.731, 0.57, 0.851, 1
0.238, 1.965, 0.718, 0.375, 0.0, 0
0.502, 2.603, 0.912, 0.986, 0.547, 1
0.724, 2.437, 0.685, 0.398, -0.373, 0
0.524, 2.181, -0.506, 0.329, 0.0, 0
-0.193, 2.404, 0.942, 0.491, 0.0, 0
0.538, 1.103, 1.581, -0.509, -0.267, 1
0.176, 1.631, 0.679, 0.345, 0.0, 0
0.859, 1.516, 0.362, 0.236, -0.187, 0
1.177, 0.625, 1.634, 0.618, 0.273, 1
0.061, 0.224, 0.131, -0.207, 0.0, 0
0.288, 2.901, -0.434, 0.25, 0.164, 0
2.819, 0.34, 0.188, 0.085, 0.108, 0
0.202, 0.596, 1.494, 0.648, 1.14, 1
0.636, 0.675, 1.915, 1.531, 0.725, 1
0.202, 0.486, 0.528, 1.473, -0.81, 1
0.908, 0.772, 1.949, 1.827, -0.504, 1
0.816, 2.06, -0.45, -0.191, -0.113, 0
0.121, 0.718, 0.396, 0.716, 0.0, 0
0.513, 1.105, 1.385, -0.358, 0.257, 0
0.887, 1.627, -0.274, 0.172, -0.14, 0
0.433, 2.88, 0.945, 0.65, -0.23, 1
3.466, 0.481, -0.134, 0.109, 0.077, 0
0.119, 0.804, 0.373, 1.278, 0.0, 1
0.696, 0.788, 1.702, 2.166, 0.0, 1
0.108, 0.493, 0.524, 1.885, 1.707, 0
0.208, 0.824, 1.253, 1.792, -0.738, 1
0.511, 0.487, 1.832, 1.094, -0.397, 1
0.755, 1.187, 0.829, 1.122, 0.604, 1
0.096, 0.337, 0.513, 1.485, 0.0, 0
0.785, 2.823, 1.235, 0.7, 0.367, 1
1.103, 0.633, 2.839, -0.626, -0.248, 1
0.383, 1.004, 2.238, 0.976, 0.544, 0
0.597, 2.565, -0.506, -0.261, -0.162, 0
0.474, 0.731, 0.957, 1.803, -0.634, 1
0.334, 0.58, 0.978, 2.097, 1.297, 1
0.302, 0.581, 2.032, 1.122, 1.408, 1
3.336, -0.234, 0.14, -0.073, 0.081, 0
0.883, 0.543, 1.275, 2.209, 0.691, 0
0.308, 1.825, -0.458, 0.35, -0.122, 0
0.327, 1.764, 0.575, 0.277, -0.096, 0
0.145, 0.715, 1.784, 0.792, 0.0, 0
0.174, 0.709, 2.382, -0.877, 1.723, 1
1.532, 1.411, 0.457, 0.28, -0.155, 0
0.198, 1.356, 1.442, -0.491, -0.181, 0
0.187, 0.422, 0.393, 1.4, -0.748, 1
1.6, 0.524, 0.135, 0.129, -0.2, 0
0.254, 3.163, -0.5, 1.249, -0.376, 0
0.249, 1.315, 1.175, 0.572, 0.0, 0
0.201, 0.734, 0.887, 0.34, 1.24, 1
0.636, 3.198, -0.554, 0.31, 0.274, 0
0.639, 1.201, 1.963, -0.682, -0.242, 0
0.326, 0.571, 0.31, 1.106, 0.0, 1
0.32, 1.033, 2.29, 1.106, 1.171, 1
2.87, 0.496, -0.104, -0.066, -0.047, 0
0.335, 0.809, 0.806, 0.954, 0.865, 1
0.635, 1.895, -0.488, 0.204, -0.116, 0
2.237, 1.288, 0.45, 0.442, -0.23, 0
0.674, 2.842, -0.383, -0.161, -0.127, 0
1.227, 1.634, -0.298, 0.183, -0.093, 0
0.178, 0.702, 1.728, 1.329, -0.822, 1
0.301, 1.086, 2.021, 0.933, 1.105, 1
0.381, 1.368, 1.608, 0.783, -0.601, 1
0.602, 1.077, 1.397, -0.581, 1.484, 1
0.101, 0.333, 0.52, 1.505, 1.15, 0
0.15, 0.652, 0.695, -0.969, 0.0, 1
0.697, 1.068, 1.811, 0.515, -0.298, 1
0.256, 0.33, 0.62, 2.29, -0.736, 0
2.384, 0.771, 0.374, -0.118, -0.051, 0
0.532, 2.657, -0.51, 0.449, 0.698, 1
0.14, 0.369, 0.453, 2.025, -0.919, 0
0.123, 0.808, 1.178, -0.971, -0.361, 0
1.017, 2.179, 1.284, 0.816, -0.228, 0
2.712, 0.384, 1.604, -0.353, -0.129, 0
0.123, 0.447, 0.743, 2.028, -0.833, 1
0.557, 2.204, -0.467, 0.348, -0.259, 0
0.61, 1.225, 1.108, 1.224, -0.431, 1
0.547, 1.069, 1.007, 2.259, -0.731, 1
0.104, 0.565, 1.153, 0.918, -0.487, 1
2.496, 0.36, 0.125, 0.095, -0.08, 0
0.139, 0.838, 2.266, -0.714, -0.61, 0
0.24, 0.551, 0.647, 1.204, 1.426, 1
0.564, 0.408, 1.901, -0.56, 0.432, 1
-0.158, 1.356, 2.289, -0.745, 0.0, 0
0.079, 0.389, 0.324, 0.427, 0.0, 0
0.545, 3.467, -0.483, -0.222, -0.151, 0
0.916, 2.596, -0.414, -0.46, 0.979, 0
0.69, 2.921, -0.568, -0.222, -0.139, 0
2.852, -0.247, -0.104, -0.062, -0.046, 0
0.125, 1.0, 0.65, 1.428, 0.0, 1
0.345, 1.987, 1.372, 0.678, -0.254, 0
0.319, 2.064, 1.245, 0.508, -0.266, 0
0.11, 0.319, 0.514, 1.813, 0.0, 0
0.933, 3.142, -0.585, 0.545, 0.354, 0
0.967, 1.624, 1.716, 1.028, -0.406, 1
0.837, 2.421, -0.601, -0.271, -0.136, 0
0.235, 0.605, 0.603, 1.603, 1.161, 0
0.47, 1.593, 1.74, -0.546, -0.227, 0
0.195, 0.731, 1.117, 1.89, -0.709, 1
1.104, 2.591, -0.38, -0.208, 0.133, 0
0.743, 0.576, 1.672, 1.092, 0.594, 0
0.996, 1.089, 0.307, 0.177, -0.103, 0
0.367, 1.632, 1.455, 0.562, -0.387, 1
0.124, 0.629, 0.39, 0.669, 1.234, 1
0.637, 2.952, 0.826, -0.376, -0.135, 0
2.406, 1.305, 0.66, 0.813, -0.241, 0
0.143, 0.979, 1.945, -0.612, -0.261, 0
1.799, 2.156, 0.795, -0.197, 0.201, 0
1.752, 2.127, 0.507, 0.22, -0.124, 0
0.204, 0.739, 0.812, 1.878, -0.9, 1
0.226, 0.949, 0.954, 0.603, 0.0, 1
0.136, 0.369, 0.726, 1.567, 0.0, 0
0.093, 0.395, 0.262, -0.461, 1.012, 0
0.468, 2.071, -0.516, -0.198, -0.108, 0
0.287, 0.931, 2.156, 0.902, 1.253, 1
0.567, 0.511, 1.018, 1.577, -0.617, 1
0.308, 0.604, 2.103, 0.896, 0.547, 1
1.067, 2.854, -0.433, -0.195, -0.129, 0
0.825, 0.834, 0.192, 0.083, 0.085, 0
0.314, 1.029, 1.379, 1.96, 0.0, 1
1.661, 2.278, -0.443, 0.429, 0.544, 0
0.877, 0.255, 2.422, -0.667, -0.416, 1
1.542, 0.721, -0.098, -0.051, 0.052, 0
0.218, 1.075, 2.677, -0.948, 0.0, 0
0.205, 1.266, 1.981, -0.874, 0.0, 0
0.409, 1.351, 1.97, 0.873, -0.322, 0
0.366, 2.989, -0.515, 0.331, -0.133, 0
0.863, 0.685, 1.928, 1.896, -0.536, 1
0.243, 0.505, 0.473, 1.348, -0.844, 1
1.55, 2.107, 0.583, 0.809, 0.411, 0
0.083, 0.345, 0.349, 1.171, 1.321, 0
0.52, 1.822, 0.784, 0.287, 0.271, 0
0.151, 1.007, 1.008, 0.304, 0.0, 0
0.321, 1.232, 1.665, 2.405, -0.653, 1
0.811, 2.064, -0.454, -0.342, 1.431, 0
0.193, 0.363, 0.561, -0.964, 1.578, 0
0.256, 0.33, 0.62, 2.29, -0.736, 0
0.475, 0.363, 1.871, 2.417, -0.68, 1
0.278, 0.949, 2.609, -0.656, -0.315, 0
0.55, 1.74, 0.854, 0.373, 0.19, 0
0.219, 0.912, 0.941, -0.551, 0.883, 1
0.244, 0.562, 2.09, 0.839, 0.6, 1
0.165, 0.954, 1.718, 2.003, 0.0, 0
2.092, 1.178, 0.318, 0.242, -0.067, 0
0.769, 2.192, 1.816, 0.518, -0.194, 1
0.489, 3.375, -0.55, 0.611, -0.189, 0
0.461, 1.913, 0.667, 0.247, -0.095, 0
0.283, 3.386, -0.521, 0.387, 0.642, 0
0.539, 2.531, 1.08, 0.524, -0.193, 0
0.347, 2.162, -0.536, 0.423, -0.164, 0
0.175, 0.478, 0.669, -0.757, 1.83, 0
0.37, 0.517, 1.821, 2.47, -0.766, 1
1.479, 0.879, 0.306, 0.208, -0.094, 0
0.319, 1.059, 2.039, -0.751, 1.249, 1
0.072, 0.376, 0.657, 1.93, -0.578, 1
0.404, 1.029, 2.73, -0.799, -0.338, 0
0.229, 2.375, 1.125, -0.488, -0.223, 0
0.371, 1.042, 2.799, -0.786, 0.0, 0
0.412, 1.999, -0.332, -0.174, -0.087, 0
1.822, 0.767, 0.195, 0.149, 0.099, 0
1.056, 1.866, -0.335, 0.211, 0.134, 0
2.385, 0.607, -0.11, 0.102, -0.053, 0
0.259, 1.683, 1.178, 0.469, 0.0, 0
0.631, 2.598, 0.745, 0.409, -0.276, 0
0.555, 2.705, 0.764, -0.26, -0.156, 0
3.47, 0.572, 0.425, -0.117, -0.062, 0
0.986, 2.211, 1.92, -0.485, 0.0, 0
1.093, 1.612, -0.366, 0.528, 0.511, 0
0.735, 2.461, 1.539, -0.412, -0.208, 0
1.47, 1.903, -0.312, -0.134, -0.074, 0
0.191, 0.546, 0.884, 1.965, -0.617, 0
0.278, 1.134, 2.136, -0.838, 1.005, 1
1.467, 0.76, -0.14, 0.107, 0.08, 0
0.432, 2.114, -0.426, 0.224, 0.14, 0
0.147, 0.971, 0.89, 1.085, 0.0, 1
0.383, 1.272, 1.29, 0.585, -0.227, 0
0.891, 2.921, 0.797, 0.537, 0.432, 0
3.777, 0.592, -0.136, -0.103, -0.056, 0
0.333, 2.786, -0.486, -0.188, 0.191, 0
0.27, 3.115, -0.53, 1.223, -0.401, 0
3.108, -0.295, -0.104, -0.073, -0.053, 0
3.045, 0.721, 0.456, 0.553, -0.19, 0
0.402, 2.483, -0.606, -0.239, 0.203, 0
0.091, 0.592, 0.613, 0.858, 0.868, 0
1.322, 1.153, 0.403, 0.371, -0.395, 0
0.399, 1.039, 2.427, 0.899, 0.413, 1
2.819, 0.719, 1.333, -0.26, -0.104, 0
2.393, 0.336, -0.094, -0.053, 0.043, 0
0.429, 1.231, 2.523, -0.798, 0.623, 1
0.981, 1.569, 1.487, 1.172, -0.597, 1
0.574, 0.97, 1.125, 1.16, 1.802, 1
1.549, 2.597, -0.462, 0.523, 0.313, 0
0.394, 1.646, 0.848, 0.448, 0.299, 1
0.43, 1.043, 1.193, 2.294, 1.079, 1
1.506, 0.815, 2.557, -0.502, -0.268, 1
0.354, 1.334, 1.982, -0.7, 0.0, 0
0.22, 1.054, 2.588, -0.85, 0.0, 0
0.839, 1.302, 1.472, -0.408, -0.14, 1
0.14, 0.784, 0.345, 0.566, 0.0, 1
0.76, 2.556, -0.667, -0.221, 0.15, 0
0.582, 3.251, -0.511, 0.702, -0.25, 0
1.237, 0.948, -0.251, 0.103, -0.06, 0
0.321, 1.523, 2.036, -0.577, -0.398, 0
0.304, 1.637, 0.555, 0.261, -0.107, 0
0.766, 2.892, -0.548, -0.239, -0.136, 0
0.192, 0.629, 1.019, 0.704, 1.2, 1
0.212, 2.228, -0.589, 0.295, 0.18, 0
2.327, 2.156, -0.272, -0.142, -0.084, 0
0.48, 2.104, 0.591, 0.517, -0.112, 0
-0.102, 0.724, 1.211, 1.293, -0.592, 1
0.233, 1.128, 2.685, -0.952, 0.0, 0
3.429, 0.898, -0.182, 0.139, 0.349, 0
0.181, 1.316, 0.821, 0.676, 0.0, 0
0.729, 3.026, -0.471, -0.192, 0.185, 0
0.212, 0.746, 0.905, -0.393, 1.21, 1
0.514, 0.545, 1.953, 0.979, -0.547, 1
3.306, 0.653, 0.313, 0.669, -0.218, 0
0.811, 2.87, -0.51, -0.232, 0.388, 0
1.233, 1.407, 0.373, 0.184, 0.117, 0
0.389, 2.467, 0.795, 0.688, 1.2, 0
0.572, 2.888, -0.527, 0.836, -0.365, 1
0.28, 0.859, 2.111, 1.339, 1.17, 1
0.869, 2.037, -0.464, -0.176, -0.103, 0
1.185, 3.289, -0.571, 0.517, -0.278, 0
0.192, 1.173, 2.29, -0.695, -0.374, 0
-0.111, 0.672, 1.457, 0.993, 0.0, 0
0.413, 0.945, 2.874, 0.998, -0.369, 0
0.93, 1.519, 1.315, 0.766, 1.126, 1
0.642, 2.501, 0.739, 0.526, -0.199, 0
2.431, 0.278, 0.102, 0.083, 0.086, 0
0.494, 1.763, 1.245, 0.454, -0.188, 0
-0.321, -0.599, 1.496, 0.806, -0.366, 1
1.035, 1.538, 1.081, -0.549, -0.202, 1
0.371, 2.472, 2.174, -0.429, -0.19, 1
1.102, 0.874, 1.714, 0.641, -0.258, 1
1.469, 1.318, 1.68, -0.469, -0.167, 1
0.266, 1.875, 1.111, 0.837, -0.38, 0
0.669, 2.047, 0.887, -0.248, -0.124, 0
-0.235, 1.703, 0.826, 0.721, 0.0, 0
1.462, 1.329, 0.322, -0.099, 0.112, 0
0.291, 0.858, 1.77, 0.806, 0.509, 0
0.479, 2.219, 2.076, -0.524, -0.247, 0
-0.314, -0.724, -0.463, -0.163, -0.101, 0
0.126, 0.436, 0.541, 1.177, 1.25, 0
1.532, 1.411, 0.457, 0.28, -0.155, 0
1.678, 1.266, 0.522, 0.394, -0.206, 0
0.371, 2.428, 0.809, 0.357, 0.204, 0
1.305, 2.225, -0.353, -0.203, 0.18, 0
0.204, 0.417, 0.705, 1.823, 1.688, 1
0.778, 1.791, -0.416, 0.277, -0.263, 1
0.436, 3.27, -0.513, 0.338, 0.678, 0
0.675, 3.076, 0.902, 0.358, 0.217, 0
1.84, -0.254, 0.246, 0.153, -0.101, 0
2.518, 0.929, 0.45, 0.931, 0.439, 0
0.446, 0.59, 2.048, 0.884, 0.666, 1
0.258, 2.814, -0.461, -0.239, -0.153, 0
2.766, 0.315, 1.166, -0.304, 0.269, 0
0.078, 0.512, -1.255, 1.731, 0.0, 0
0.245, 2.017, 1.687, 0.99, 0.0, 0
0.459, 0.708, 1.151, 1.517, -0.511, 1
0.985, 2.18, 0.614, 1.548, -0.434, 0
0.319, 2.535, -0.471, 0.428, -0.146, 0
0.57, 1.372, 1.336, 0.604, 1.309, 0
1.481, 1.502, 0.527, 0.413, -0.19, 0
2.308, 1.357, -0.259, 0.199, -0.095, 0
0.698, 2.98, 0.826, -0.307, -0.158, 0
3.454, 0.625, 0.978, -0.235, -0.09, 0
0.193, 0.675, 1.384, 1.631, -0.593, 0
0.647, 2.709, -0.576, 0.369, 0.56, 1
0.677, 0.443, 1.584, -0.536, 0.443, 1
0.269, 0.362, 0.661, 2.265, -0.705, 0
0.83, 3.041, -0.569, 0.547, 0.288, 0
0.287, 0.814, 1.049, 1.082, -0.349, 1
0.245, 0.484, 1.991, 0.879, 0.608, 0
3.802, -0.393, 0.153, -0.082, -0.055, 0
0.059, 0.287, 0.439, -0.522, 0.0, 0
2.745, -0.224, 0.171, 0.097, 0.073, 0
2.525, 0.647, 0.375, 0.356, 0.448, 0
0.582, 1.276, 1.749, 1.478, -0.4, 1
0.266, 0.825, 2.484, -0.527, -0.319, 0
3.716, 0.55, 0.268, 0.454, -0.122, 0
0.532, 0.573, 2.07, 1.39, 1.461, 1
0.387, 0.902, 2.307, -0.648, -0.342, 0
0.108, 0.378, 0.428, 1.134, 1.297, 0
0.86, 2.661, -0.397, -0.18, -0.131, 0
1.098, 2.524, -0.429, 0.276, 1.019, 0
0.672, 0.596, 0.65, 2.122, -0.553, 1
0.178, 0.767, 1.783, 1.268, 0.0, 0
2.665, 0.834, 1.064, -0.276, -0.122, 0
0.548, 2.581, 0.957, 0.479, -0.201, 0
0.996, 1.174, 0.778, 0.324, 0.223, 0
-0.645, 1.771, -0.393, -0.195, -0.124, 0
0.233, 1.784, 1.568, 0.656, -0.307, 0
3.396, 0.517, -0.119, -0.065, -0.048, 0
0.64, 2.521, 1.073, 0.387, -0.215, 0
0.452, 2.261, 1.267, 0.717, -0.245, 0
0.11, 0.544, 0.343, 0.866, 0.0, 1
0.625, 2.48, 1.712, 0.655, -0.201, 1
0.822, 1.508, 0.87, 1.312, 1.497, 1
0.154, 0.388, 0.555, 2.153, -0.829, 0
0.489, 2.944, 0.652, 0.78, 0.756, 1
0.18, 0.511, 1.254, 1.436, -1.007, 0
0.149, 0.867, 1.701, 2.015, -0.673, 0
2.606, 1.238, 0.373, 0.869, -0.21, 0
0.816, 2.242, -0.331, -0.17, -0.12, 0
0.564, 1.178, 1.19, -0.319, 0.242, 0
1.989, 2.52, -0.359, -0.137, -0.09, 0
0.104, 0.496, 1.126, -0.401, -0.371, 0
0.379, 0.714, 0.898, 1.607, 1.214, 1
0.265, 1.678, 0.806, 0.324, 0.158, 0
3.436, 0.372, -0.111, -0.065, 0.069, 0
0.245, 0.355, 0.744, 1.934, 1.389, 1
0.748, 1.16, 0.798, 0.896, 0.821, 1
0.299, 1.968, 1.041, 0.862, -0.426, 0
0.304, 0.561, 1.215, 0.762, 0.0, 1
0.651, 2.36, -0.503, 0.291, 0.148, 0
0.187, 0.518, 0.709, -0.783, 1.877, 0
0.184, 0.702, 0.859, 1.858, 0.0, 1
0.488, 3.365, -0.445, 0.36, 0.689, 0
0.106, 0.132, -0.145, 0.47, 0.892, 1
0.229, 0.452, 0.523, 1.469, 1.046, 0
0.482, 2.126, 1.943, -0.484, -0.246, 0
3.13, 0.54, 0.201, -0.067, -0.038, 0
0.556, 1.231, 1.499, -0.436, 1.254, 1
0.363, 0.44, 1.951, 1.01, 0.719, 1
1.141, 2.762, 0.885, 0.359, 0.0, 0
2.452, -0.211, 0.222, 0.166, -0.061, 0
1.435, 2.509, 1.087, -0.212, -0.111, 1
3.046, 0.977, -0.226, 0.142, 0.246, 0
0.394, 0.949, 2.304, 1.511, -0.516, 0
0.638, 3.104, -0.52, -0.249, -0.125, 0
0.129, 0.556, 1.314, 0.928, -0.413, 0
0.55, 3.32, -0.606, 0.65, 0.875, 0
2.078, 1.095, -0.145, 0.094, 0.084, 0
0.264, 1.163, 1.833, -0.512, -0.233, 0
3.632, 0.732, -0.163, -0.082, -0.056, 0
0.58, 3.166, -0.617, 0.386, -0.173, 0
-0.091, 0.514, 0.864, 0.766, 0.643, 1
-0.211, -0.514, 0.598, 1.065, 0.0, 0
0.249, 0.468, 1.136, -1.116, 2.319, 1
0.26, 0.645, 0.769, 1.181, 0.0, 0
0.177, 0.256, -0.164, 0.891, 1.044, 1
3.056, 0.469, 1.166, -0.279, -0.105, 0
0.934, 2.115, 1.777, -0.421, 0.547, 0
0.388, 0.855, 2.533, -0.636, -0.546, 0
-0.148, 1.243, 1.99, -0.757, 0.0, 0
0.146, 0.554, 0.714, 2.295, 0.0, 1
0.682, 1.98, 1.237, -0.433, -0.517, 0
0.269, 0.524, 0.711, -0.714, 0.0, 1
