@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.706, 2.348, 1.569, -0.378, -0.173, 0
0.234, 1.176, 0.888, 0.714, 0.0, 1
0.325, 0.806, 2.461, 1.262, -0.458, 0
0.243, 1.017, 2.191, -0.814, 0.0, 0
1.858, 2.149, -0.308, 0.27, 0.738, 0
0.142, 0.573, 1.504, 1.693, 0.0, 0
3.17, 0.529, -0.143, 0.172, -0.064, 0
0.46, 1.211, 0.488, -0.501, 0.0, 1
0.273, 1.623, -0.435, 0.226, -0.093, 0
1.906, -0.347, 0.154, -0.09, 0.071, 0
0.768, 1.512, 0.929, 0.469, 0.63, 1
1.851, 0.249, -0.072, 0.097, -0.074, 0
0.499, 0.351, 0.358, 1.423, 1.371, 1
0.534, 2.408, -0.476, 0.345, 1.087, 0
0.841, 2.174, -0.488, 0.206, 0.0, 0
0.09, 0.311, 0.43, 1.454, 1.135, 0
0.257, 1.277, 1.865, -0.605, 0.0, 0
2.426, 0.954, -0.135, 0.116, 0.083, 0
2.88, 0.332, 0.196, 0.084, 0.108, 0
0.233, 0.685, 0.936, 2.078, -0.9, 1
0.062, 0.23, 0.244, 0.579, 0.0, 0
0.849, 1.656, 0.464, 0.186, 0.0, 0
2.761, 0.661, -0.15, 0.084, -0.036, 0
0.384, 1.835, 0.751, 0.334, -0.161, 0
0.15, 0.408, 0.536, 2.115, -0.833, 0
-0.126, 1.2, 1.508, -0.545, 0.0, 0
2.555, -0.242, 0.209, 0.188, -0.095, 0
0.199, 1.328, -0.829, -0.314, 0.194, 0
0.111, 0.44, -0.51, 2.262, -0.752, 0
0.43, 3.32, -0.579, -0.24, -0.151, 0
0.213, 0.605, 1.485, 0.623, 0.0, 1
0.391, 1.762, 1.66, -0.448, 0.0, 0
0.395, 0.914, 2.53, -0.813, -0.314, 0
0.1, 0.408, 0.771, 0.75, 0.0, 1
0.763, 1.677, -0.381, -0.14, 0.106, 0
0.996, 1.283, 0.315, -0.108, 0.078, 0
0.609, 1.765, 1.198, 0.905, 1.245, 0
0.256, 0.594, 0.877, 2.069, -0.706, 0
-0.165, 0.458, 0.662, 1.811, -1.284, 1
2.99, 0.309, -0.153, -0.171, -0.13, 0
0.212, 0.368, 0.597, 1.029, 0.0, 0
0.303, 1.333, 1.895, -0.562, 0.0, 1
0.579, 3.262, -0.709, -0.285, -0.211, 0
0.279, 0.929, 2.174, 1.115, -0.46, 0
1.297, 1.473, -0.26, 0.322, 0.0, 0
1.305, 0.795, 1.715, 0.884, 0.562, 1
0.967, 2.69, -0.413, -0.337, 0.813, 0
0.103, 0.453, 0.788, 2.483, -0.904, 1
0.478, 3.147, -0.605, -0.303, -0.331, 0
0.283, 2.093, 1.121, 0.57, -0.448, 0
2.065, 0.519, -0.115, 0.14, -0.076, 0
1.719, 1.625, -0.264, -0.088, 0.0, 0
0.415, 1.692, 1.53, 0.901, 1.131, 1
2.259, 1.52, -0.264, -0.145, -0.08, 0
0.439, 0.896, 1.934, 0.769, 0.0, 1
0.437, 1.932, 1.163, 0.588, -0.29, 0
0.598, 2.389, 0.797, 0.305, 0.19, 0
2.51, -0.217, 0.213, 0.159, -0.092, 0
0.386, 1.576, 1.853, -0.535, -0.264, 0
0.555, 1.681, -0.546, -0.238, -0.174, 0
0.286, 1.034, 2.5, -0.732, 0.0, 0
1.476, 1.929, 1.524, -0.3, -0.122, 1
0.4, 3.424, -0.563, -0.259, -0.152, 0
0.255, 0.659, 1.591, 1.318, 0.7, 0
2.783, 0.299, -0.098, 0.085, -0.061, 0
0.944, 1.258, 0.308, -0.109, 0.072, 0
0.208, 0.406, 0.625, 1.704, 1.572, 1
2.08, 0.707, -0.111, -0.067, 0.063, 0
0.159, 1.248, 1.135, -0.353, 0.0, 0
0.211, 1.067, 1.741, -0.564, 0.0, 0
0.395, 0.644, 3.005, -0.542, 0.52, 1
0.204, 1.385, 1.795, -0.612, -0.283, 0
0.782, 1.778, -0.43, -0.158, 0.108, 0
0.279, 1.879, 1.856, -0.597, 0.0, 0
0.78, 1.52, 1.042, 1.115, 1.255, 1
0.195, 0.443, 0.755, 0.65, 0.758, 1
2.504, 0.461, 0.21, 0.17, -0.066, 0
0.476, 1.125, 0.832, 1.147, -0.518, 1
3.467, -0.319, 0.408, 0.405, -0.111, 0
0.513, 3.256, -0.436, -0.268, 0.322, 0
0.257, 1.182, 2.417, -0.7, 1.29, 0
-0.129, 1.094, 2.569, -0.844, -0.416, 0
0.401, 1.784, 1.217, 0.458, -0.284, 0
0.98, -0.688, -0.404, -1.3, -0.836, 0
2.131, 0.528, 0.131, 0.072, 0.06, 0
0.457, 1.035, 1.066, 0.84, 0.0, 1
0.304, 1.88, -0.445, 0.322, -0.118, 0
0.38, 2.927, -0.502, 0.367, 0.594, 0
0.89, 3.092, -0.538, 0.417, 0.337, 0
-0.118, 0.62, 1.462, 0.949, 0.0, 1
1.509, 1.113, -0.166, -0.076, 0.069, 0
3.236, 0.591, -0.148, -0.069, -0.057, 0
0.789, 1.414, 1.1, 1.857, -0.593, 1
0.24, 1.01, 0.396, 0.449, 0.561, 0
0.246, 1.187, 2.52, -0.672, 1.263, 0
0.225, 0.618, 1.494, 0.633, 1.451, 1
2.796, 0.551, 0.577, 0.687, 0.401, 0
2.763, 1.039, 0.479, 0.679, -0.163, 0
2.981, 0.333, 0.158, -0.073, 0.056, 0
0.21, 0.822, 2.42, 1.258, 1.277, 1
0.189, 0.61, 0.518, 0.791, 1.297, 1
3.269, 0.614, 1.015, -0.201, -0.091, 0
0.476, 2.52, 0.978, -0.317, -0.173, 0
0.182, 0.796, 1.385, 1.726, -0.639, 1
0.193, 0.996, 2.144, -0.867, 0.0, 0
2.003, 0.997, -0.15, 0.117, -0.063, 0
3.222, 0.51, -0.151, 0.16, -0.06, 0
0.121, 0.268, 0.467, -0.611, -1.052, 0
0.211, 0.874, 2.555, 1.074, 1.181, 1
0.214, 1.294, 0.847, 1.085, -0.415, 0
1.858, 0.758, 0.135, 0.139, -0.177, 0
0.367, 2.259, -0.319, -0.148, -0.081, 0
1.196, 2.373, -0.342, -0.155, 0.307, 0
1.109, 2.194, 1.666, -0.357, -0.145, 1
0.262, 1.304, 2.382, -0.794, -0.416, 0
0.081, 0.332, 0.424, -0.699, 1.923, 1
0.364, 2.511, -0.373, 0.233, -0.341, 0
0.396, 0.629, 1.525, 1.985, 0.0, 1
0.128, 0.442, 0.52, 2.045, 0.0, 0
0.125, 0.794, 0.66, 2.03, 0.0, 1
0.682, 2.257, -0.443, -0.238, -0.246, 0
0.175, 1.247, 1.442, 0.482, -0.184, 0
0.264, 0.984, 0.623, 0.73, 0.869, 1
0.397, 2.921, -0.637, 0.523, 0.0, 0
0.193, 0.788, 0.794, 1.37, 0.0, 0
0.59, 1.933, -0.43, 0.487, 0.774, 0
1.322, 0.603, 0.156, 0.145, -0.163, 0
0.173, 0.407, 0.855, 2.415, -0.792, 0
0.473, 1.57, -0.413, 0.305, -0.099, 0
0.499, 0.351, 0.358, 1.423, 1.371, 1
3.087, 0.57, 1.064, -0.254, -0.094, 0
0.271, 2.481, -0.485, 0.312, -0.14, 0
1.239, 1.892, 0.585, 0.715, 0.742, 0
0.25, 1.016, 3.155, -0.745, -0.363, 0
0.304, 3.327, -0.623, -0.266, -0.164, 0
0.157, 0.557, 0.706, 2.038, -0.625, 0
0.461, 2.512, -0.492, 1.421, -0.411, 0
0.782, 2.546, 1.536, -0.43, 0.0, 0
0.327, 2.3, -0.574, 0.333, -0.19, 0
2.221, 0.327, 0.37, -0.084, 0.063, 0
0.834, 2.046, 0.955, 1.252, -0.456, 1
0.316, 0.736, 1.614, 1.259, 1.062, 0
0.329, 2.302, -0.432, 0.322, -0.117, 0
0.543, 0.509, 1.485, 1.332, 1.757, 1
0.893, 0.6, 1.39, 1.399, 1.392, 1
0.85, 1.384, -0.238, -0.112, -0.051, 0
0.291, 0.9, 0.781, 2.319, -0.814, 1
0.459, 0.973, 1.448, 0.678, -0.351, 1
0.587, 2.481, 1.733, -0.49, -0.215, 0
0.295, 1.277, 2.28, -0.574, 0.0, 0
0.525, 1.542, 1.83, 1.723, -0.478, 1
0.261, 0.293, 0.61, 1.27, 0.929, 1
0.239, 0.618, 2.516, 0.937, 0.418, 0
0.94, 2.129, 1.846, -0.441, 0.542, 0
1.116, 1.999, -0.415, -0.193, -0.225, 0
0.62, 1.865, 1.31, 1.097, 0.994, 0
3.459, 0.695, -0.121, -0.081, 0.055, 0
0.367, 2.32, 0.717, 0.539, -0.427, 0
0.169, 0.523, 0.539, 1.885, 0.0, 1
0.172, 0.768, 0.899, 0.826, -0.247, 1
0.262, 1.101, 2.179, -0.672, -0.56, 1
0.924, 2.334, -0.479, -0.175, -0.109, 0
3.074, 0.471, -0.12, -0.069, -0.049, 0
2.741, 0.927, 1.029, -0.273, -0.117, 0
0.5, 1.762, 1.223, 0.454, -0.18, 0
0.318, 1.72, 1.373, -0.39, -0.238, 0
0.219, 1.133, 2.676, -0.736, -0.438, 0
0.458, 0.77, 0.527, 1.142, 0.997, 1
2.15, 0.376, 0.261, -0.065, 0.0, 0
1.444, 1.336, 0.326, -0.104, 0.12, 0
0.142, 0.308, 0.613, 1.503, 1.886, 1
0.355, 1.684, 1.279, 0.477, -0.231, 0
2.745, 0.709, 0.387, 0.406, -0.129, 0
1.363, 1.704, -0.318, -0.133, -0.079, 0
0.514, 3.04, -0.689, -0.289, -0.183, 0
1.369, 2.204, -0.365, 0.252, 0.183, 0
0.276, 0.542, 1.977, 0.902, -0.452, 0
1.553, 1.483, 0.646, -0.188, -0.119, 0
0.132, 0.575, 0.825, 0.514, 0.0, 0
1.01, 0.987, -0.24, -0.096, 0.0, 0
0.832, 1.744, 0.552, -0.203, 0.156, 0
0.106, 0.318, 0.536, -0.195, -0.435, 0
1.14, 1.366, 1.219, 1.11, -0.672, 1
0.361, 2.265, 1.085, 0.677, -0.341, 0
1.041, 1.631, 0.505, 0.34, -0.263, 0
0.216, 0.365, 0.371, 0.981, 1.464, 0
3.43, 0.548, 0.239, 0.161, 0.286, 0
0.289, 0.869, 1.597, 2.632, -0.796, 1
0.414, 2.453, 2.164, -0.4, -0.212, 1
0.864, 2.681, -0.484, -0.181, -0.12, 0
0.043, 0.276, 0.423, -0.545, 0.0, 0
0.197, 0.858, 1.924, 1.41, -0.48, 0
3.085, -0.229, -0.104, 0.071, 0.065, 0
3.172, 0.774, -0.207, -0.092, -0.056, 0
-0.887, 0.963, -0.431, -0.154, -0.076, 0
1.636, 2.166, 1.094, 0.594, -0.172, 0
0.191, 0.609, 1.806, 0.81, 1.11, 0
1.317, 0.82, 1.56, 1.641, -0.503, 1
1.079, 2.082, 1.781, -0.401, -0.172, 1
0.921, 1.678, 0.559, 0.668, 0.0, 1
0.48, 0.509, 1.364, 1.578, -0.978, 1
1.875, 2.182, 0.752, -0.222, 0.152, 0
2.115, 1.932, 0.919, -0.192, 0.148, 0
0.959, 0.755, 1.611, 0.942, 1.499, 1
0.394, 2.694, -0.586, 1.585, -0.456, 1
0.411, 1.046, 0.669, 0.982, -0.332, 1
0.74, 2.402, 1.721, -0.458, -0.17, 1
0.318, 0.67, 0.619, 1.042, 1.099, 0
1.474, 1.911, 1.588, -0.271, -0.123, 1
0.87, 2.786, 0.874, -0.276, -0.154, 0
1.404, 2.192, -0.376, 0.249, 0.188, 0
0.135, 0.142, -0.153, -0.663, 1.232, 1
0.9, 1.372, 0.327, -0.1, -0.067, 0
1.283, 2.381, 1.223, -0.348, 0.221, 1
0.562, 2.578, -0.598, 0.433, 0.491, 1
0.107, 0.415, 0.631, 1.861, -0.632, 1
0.079, 0.341, 0.514, 0.608, 0.0, 0
0.548, 0.611, 1.954, -0.61, -0.361, 1
0.284, 0.742, 1.263, 1.047, -0.379, 1
0.138, 0.753, 1.175, 1.894, 0.0, 0
-1.7, -1.279, 0.451, 0.202, 0.0, 0
0.589, 0.656, 1.452, 0.485, 0.376, 1
0.697, 1.043, 1.942, 0.84, 1.487, 1
0.146, 0.771, 1.573, 1.818, 0.0, 0
3.052, 0.359, 1.173, -0.221, -0.102, 0
2.662, 0.624, 0.444, 1.052, -0.295, 0
2.459, 0.293, 0.129, 0.075, 0.061, 0
0.206, 1.328, 1.4, -0.406, 0.0, 0
1.125, 1.616, -0.363, -0.138, 0.0, 0
0.256, 1.733, 1.359, 0.77, 0.0, 0
0.281, 1.518, 3.079, -0.893, -0.362, 0
1.215, 1.101, -0.241, -0.082, -0.06, 0
0.655, 2.031, 1.617, -0.39, -0.19, 0
0.796, 1.215, 0.822, 0.415, 0.89, 1
0.721, 1.818, 0.438, 0.264, -0.302, 0
1.466, 1.585, 0.44, 1.371, -0.439, 0
0.392, 1.443, 1.052, 0.423, 0.0, 0
2.725, -0.239, -0.101, -0.06, -0.045, 0
0.665, 2.039, -0.492, -0.188, -0.123, 0
0.554, 0.624, 1.504, 1.151, 0.627, 1
-0.084, 0.438, 1.053, 0.0, 0.0, 0
2.6, 0.644, 0.221, 0.133, -0.116, 0
0.354, 1.769, 0.552, -0.236, -0.115, 0
0.794, 0.514, 1.248, 2.127, -0.652, 0
0.401, 1.813, 1.245, 0.505, -0.234, 0
0.393, 1.802, -0.275, -0.123, -0.079, 0
3.537, 0.411, -0.117, -0.073, 0.066, 0
2.639, 1.46, -0.253, 0.674, -0.25, 0
2.334, 1.326, 0.251, 0.213, -0.097, 0
0.378, 1.681, 1.887, 1.017, 0.937, 0
0.157, 0.678, 1.566, 1.131, 0.0, 0
1.191, 2.054, -0.432, -0.203, 0.223, 0
-0.316, 1.418, 1.792, -0.596, 0.561, 0
0.199, 1.424, 1.878, -0.653, -0.339, 0
0.702, 2.288, 1.742, -0.424, 0.243, 0
1.463, 1.71, 0.626, -0.171, -0.118, 0
0.694, 0.627, 0.716, 2.079, -0.564, 1
0.857, 0.542, 1.612, 1.853, 0.767, 1
0.572, 2.468, 1.182, 0.83, -0.371, 1
0.3, 1.64, 2.633, -0.795, 0.0, 0
-0.188, 1.167, 2.054, -0.745, -0.373, 0
0.539, 2.177, 2.151, -0.598, -0.311, 0
0.188, 0.518, 0.22, 0.999, 1.675, 1
0.155, 0.328, 0.534, 1.662, -0.889, 1
1.902, 0.911, 0.354, 0.189, -0.293, 0
0.245, 0.521, 0.79, 1.135, 1.037, 1
0.18, 0.636, 0.731, 1.762, -0.725, 0
0.119, 0.654, 0.257, 0.404, 0.873, 1
0.108, 0.397, 0.45, 0.421, -0.36, 1
1.123, 2.281, -0.331, 0.287, -0.174, 0
3.009, 0.349, 1.192, -0.276, -0.115, 0
0.834, 2.202, 1.692, 0.436, -0.182, 1
0.19, 0.846, 0.769, 1.299, 0.877, 1
0.907, 1.536, 0.369, 0.114, 0.0, 0
0.558, 0.474, 2.098, 0.861, 1.547, 1
3.154, 0.61, -0.149, -0.08, -0.049, 0
0.267, 1.123, 1.753, -0.485, -0.25, 0
0.401, 0.831, 1.93, -1.208, -0.434, 0
0.337, 0.682, 0.799, 2.159, 1.867, 1
0.981, 2.208, 0.604, 1.5, -0.439, 0
-0.217, 0.793, -0.519, 1.583, -0.768, 1
0.661, 0.798, 1.355, 0.796, -1.107, 1
1.258, 1.761, 0.45, -0.319, 1.599, 0
0.184, 1.203, 2.459, -0.691, -0.384, 0
0.325, 0.765, 0.736, 1.373, -0.677, 1
0.518, 1.251, -0.303, -0.118, -0.073, 0
0.744, 0.889, 1.878, 1.601, -0.768, 1
0.623, 2.432, -0.495, -0.203, 0.186, 0
0.773, 2.061, -0.344, -0.179, -0.115, 0
0.109, 0.472, 0.772, 0.685, 0.638, 1
0.269, 0.362, 0.661, 2.266, -0.705, 0
1.075, 2.002, 0.578, 1.461, -0.355, 0
2.111, 0.901, 0.371, 0.268, 0.515, 0
-0.59, -1.327, -0.549, -0.647, 0.0, 1
0.408, 0.949, 1.91, -0.481, -0.244, 0
0.75, 2.069, -0.41, -0.193, 0.0, 0
0.789, 2.739, -0.55, 1.265, -0.318, 0
0.625, 1.85, 0.764, 0.319, 0.187, 0
2.441, 0.306, 0.14, 0.176, -0.065, 0
0.231, 1.78, 1.658, 0.697, 0.361, 0
0.155, 1.012, 2.279, -0.747, 0.0, 0
0.778, 1.038, 0.904, -0.317, -0.164, 0
0.099, 0.661, 0.363, 0.649, 0.65, 1
3.052, 0.536, 0.24, -0.165, 0.48, 0
0.468, 1.63, 1.877, -0.571, 0.0, 0
2.191, 0.438, 0.149, 0.124, -0.155, 0
0.794, 1.392, 1.044, -0.629, -0.633, 1
0.249, 1.876, 0.914, 0.379, 0.0, 0
1.121, 0.72, -0.142, 0.088, 0.091, 0
0.204, 0.527, 0.407, 1.66, -0.714, 1
0.873, 2.74, 0.827, -0.275, -0.149, 0
3.065, -0.264, -0.112, -0.067, -0.05, 0
0.435, 0.761, 0.772, 1.192, 1.157, 1
2.793, 0.285, 1.283, -0.314, 0.296, 0
0.122, 0.592, 1.288, 2.546, -0.849, 0
1.936, 2.328, -0.422, -0.148, -0.093, 1
0.763, 1.929, 0.466, 0.255, -0.234, 0
0.241, 0.522, 0.576, -0.368, 0.977, 0
0.87, 1.801, 0.956, -0.251, -0.156, 0
3.617, -0.272, 0.34, 0.224, -0.073, 0
1.041, 2.6, -0.384, -0.157, -0.107, 0
3.246, -0.32, -0.14, 0.111, -0.06, 0
0.403, 3.743, -0.784, -0.361, 0.0, 0
0.889, 1.66, 1.282, -0.371, -0.14, 1
1.195, 1.537, -0.344, -0.115, -0.083, 0
0.959, 0.934, 1.852, -0.615, 0.965, 1
0.218, 1.463, 1.531, -0.523, 0.0, 0
0.52, 0.38, 0.535, 1.64, 0.998, 1
0.671, 2.214, -0.494, -0.219, 0.0, 0
2.441, 0.306, 0.14, 0.176, -0.065, 0
0.079, 0.372, 0.331, 0.48, 0.598, 0
1.585, 1.259, 2.018, -0.585, -0.268, 1
0.492, 1.782, 1.24, 0.448, 0.192, 0
0.572, 1.309, 1.464, 1.936, -0.501, 1
0.794, 1.828, 0.782, 0.201, 0.12, 0
2.956, 0.996, 0.73, -0.175, -0.087, 0
0.134, 0.462, 0.877, 1.248, 1.302, 1
0.191, 0.787, 1.295, 1.728, -0.619, 1
2.239, 0.958, -0.147, 0.125, 0.093, 0
0.472, 2.162, -0.375, -0.357, 1.611, 0
0.166, 0.724, 1.742, 1.007, 0.0, 1
0.179, 0.742, 1.648, 1.419, 1.107, 1
0.436, 0.822, 2.479, 1.382, -0.472, 0
1.573, 1.128, 0.42, -0.215, 1.306, 0
0.162, 0.522, 0.97, 2.073, -0.849, 1
2.318, 1.826, -0.356, 0.991, -0.285, 0
3.192, 0.675, 0.813, -0.202, -0.083, 0
-0.188, 1.595, 2.108, 0.716, -0.332, 0
1.533, 1.716, -0.331, 0.433, 1.298, 0
2.909, 0.521, 1.263, -0.33, -0.142, 0
0.172, 0.714, 0.53, 0.353, 0.9, 1
1.322, 1.153, 0.403, 0.371, -0.395, 0
0.755, 3.309, -0.469, 0.254, -0.152, 0
0.796, 2.222, -0.437, -0.362, 1.473, 0
2.708, 0.54, -0.143, -0.084, 0.139, 0
1.973, 1.482, -0.319, 0.222, -0.101, 0
1.473, 2.268, -0.362, 0.19, -0.181, 0
1.046, 2.514, 0.865, 0.812, -0.214, 1
1.555, 2.057, -0.42, 0.286, 0.848, 0
0.127, 0.79, 2.136, -0.854, 0.0, 0
0.757, 2.97, -0.461, -0.192, 0.151, 0
1.496, 2.131, -0.356, -0.297, 0.746, 0
-0.064, 0.499, 0.744, 1.58, -0.992, 1
0.661, 1.665, 1.079, -0.371, -0.159, 1
0.3, 0.715, 0.781, 2.231, -1.148, 1
0.324, 0.712, 0.741, 1.91, -0.908, 1
0.6, 0.791, 2.006, 0.733, 0.348, 0
0.47, 2.984, -0.535, 1.012, -0.351, 0
1.609, 2.165, -0.492, -0.547, 0.0, 0
0.441, 0.596, 2.27, 0.923, 0.602, 1
0.306, 0.593, 1.177, 0.805, 1.005, 1
2.509, 0.294, 0.176, 0.214, -0.068, 0
1.262, 2.093, -0.414, 0.213, 0.166, 0
0.36, 0.984, 1.417, 1.034, -0.364, 1
0.645, 0.607, 1.681, 0.867, 1.106, 1
0.515, 1.152, 0.964, 1.276, 1.732, 1
0.11, 0.469, 0.73, 0.647, 0.0, 0
0.453, 1.694, 1.49, 0.667, 0.0, 0
0.465, 1.111, 0.827, 1.238, -0.55, 1
0.591, 2.437, 1.02, -0.387, -0.174, 0
0.288, 0.715, 1.059, 0.849, 0.0, 1
0.486, 2.345, 1.508, 0.674, 0.0, 0
3.496, -0.273, 0.18, 0.11, -0.06, 0
0.713, 2.034, 1.0, 1.202, -0.379, 0
1.458, 0.693, -0.129, 0.131, 0.118, 0
0.821, 1.984, -0.405, -0.147, 0.159, 0
1.064, -1.012, -0.546, 1.599, -0.583, 0
0.316, 2.05, 1.632, 0.688, -0.285, 0
0.387, 2.211, 0.643, 0.32, -0.136, 0
0.134, 0.329, 0.443, 1.537, 1.551, 0
0.378, 0.982, 2.602, -0.623, -0.331, 0
0.65, 1.803, -0.366, -0.148, 0.0, 0
0.383, 2.978, -0.561, 1.06, -0.35, 1
