@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
2.786, -0.269, 0.124, 0.11, 0.063, 0
0.231, 0.52, 0.871, 1.957, 0.0, 1
0.41, 2.084, 1.072, 0.426, -0.289, 0
0.618, 0.884, 1.435, 1.215, -0.349, 1
3.381, 0.566, 0.22, 0.202, 0.565, 0
0.325, 0.758, 2.099, 0.746, 0.405, 0
2.946, 1.555, -0.247, -0.097, -0.066, 0
0.25, 0.5, 2.194, 0.831, 0.616, 0
0.185, 0.932, 2.296, -0.612, -0.258, 0
0.228, 0.471, 1.647, 1.183, 0.704, 0
0.179, 0.448, 1.268, 1.786, -0.631, 0
1.098, 2.692, 0.812, 0.348, 0.0, 0
0.226, 0.704, 0.719, 1.741, 0.0, 0
0.558, 3.17, -0.711, -0.281, 0.197, 0
2.675, 0.309, 0.452, 0.984, -0.225, 0
1.173, 1.814, 1.537, 0.741, -0.208, 1
2.62, 1.082, 1.435, -0.239, -0.107, 0
1.219, 2.015, -0.417, -0.187, 0.156, 0
0.779, 2.109, 1.791, -0.419, -0.159, 1
0.563, 3.544, -0.707, 0.456, 0.484, 0
-0.063, 0.752, 1.637, 1.324, 0.991, 1
0.598, 0.932, 2.187, 1.787, -0.49, 1
0.383, 1.267, 1.145, 0.575, -0.212, 0
0.116, 0.719, 1.221, 0.0, 0.0, 1
1.989, 1.975, 0.622, -0.18, -0.102, 0
0.671, 1.538, -0.334, 0.191, -0.129, 0
0.995, 1.846, 0.799, 1.53, -0.462, 1
0.348, 0.602, 2.488, -0.748, 0.714, 1
1.607, 2.311, -0.381, 0.222, 0.163, 0
0.258, 0.861, 0.683, 1.026, 0.0, 1
0.976, 0.774, -0.182, -0.091, 0.111, 0
0.436, 0.734, 0.685, 1.698, -1.012, 1
0.16, 0.374, 0.269, 0.482, 0.0, 1
2.558, 0.561, 0.573, 0.475, 0.341, 0
0.287, 0.883, 0.887, 0.842, 0.0, 1
0.191, 0.395, 0.643, 0.544, 0.0, 0
2.045, 0.531, 2.079, -0.445, -0.161, 0
0.227, 0.686, 1.339, 1.873, -0.671, 0
1.928, 2.195, -0.284, -0.138, -0.097, 0
0.635, 3.459, -0.525, -0.291, 0.332, 0
0.536, 3.273, -0.604, -0.307, -0.356, 0
0.218, 1.149, 2.683, -0.724, -0.426, 0
2.521, 0.476, 0.192, 0.147, -0.05, 0
1.591, 1.104, 1.237, 0.729, 0.636, 1
0.56, 2.372, 0.751, 0.278, 0.199, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
0.231, 1.136, 2.493, -0.638, 0.0, 0
0.498, 3.28, -0.608, -0.242, 0.0, 0
3.097, 0.575, 0.228, 0.275, -0.078, 0
0.892, 1.352, 1.659, 0.861, 0.854, 1
0.383, 2.201, 1.691, 0.739, -0.347, 0
0.132, 0.515, 0.665, 1.668, 0.674, 1
1.292, 1.044, -0.364, 0.134, 0.0, 0
1.254, 2.545, -0.44, 0.227, 0.165, 0
0.069, 0.269, 0.337, 0.931, 1.571, 0
0.505, 0.534, 2.077, -0.799, 0.0, 1
0.264, 1.064, 2.082, -0.627, -0.305, 0
0.359, 0.601, 1.712, 0.928, 0.925, 0
0.529, 2.477, 0.875, -0.484, 1.482, 0
0.277, 1.079, 2.757, -0.688, 0.0, 0
0.345, 2.558, -0.677, -0.497, 1.361, 0
1.37, 0.965, 0.75, 0.638, 0.325, 1
0.129, 0.546, 0.893, 0.53, 0.0, 0
1.598, 1.054, 1.336, 0.808, 0.732, 1
0.121, 0.172, 0.165, -0.439, 1.005, 1
1.146, 1.998, 0.64, -0.189, -0.178, 0
2.095, 0.66, -0.09, 0.068, -0.04, 0
1.122, 2.532, -0.358, -0.158, 0.272, 0
0.202, 0.733, 0.89, 0.343, 1.266, 1
1.051, 2.748, -0.42, 0.301, 0.619, 0
0.982, 2.68, -0.574, 0.265, 0.168, 0
1.58, 1.639, 0.709, 0.28, 0.357, 0
0.243, 1.265, 2.289, -0.524, 0.0, 0
2.239, 0.89, 0.354, 0.245, 0.556, 0
0.325, 1.122, 2.831, -0.798, -0.366, 0
2.035, 1.232, -0.204, 0.103, -0.063, 0
-0.076, 0.341, 0.592, 1.026, 0.0, 1
0.24, 1.851, 0.659, 0.286, -0.11, 0
0.36, 2.311, -0.475, -0.289, -0.147, 0
0.221, 1.321, 1.726, -0.503, -0.229, 0
0.6, 1.791, 1.23, 0.983, 1.141, 0
1.877, 2.205, -0.484, 0.191, -0.116, 0
0.88, 2.242, 1.602, 0.587, -0.178, 1
0.127, 0.422, 0.942, 1.954, -0.795, 1
0.348, 1.079, 1.385, 1.109, 0.688, 1
2.463, 1.019, -0.147, 0.113, 0.08, 0
2.509, 0.448, 1.68, -0.387, -0.146, 0
0.214, 0.508, 0.631, 0.927, 0.0, 1
1.773, 1.634, -0.276, -0.121, 0.105, 0
0.87, 3.42, -0.661, -0.245, -0.139, 0
0.319, 3.013, -0.563, 0.295, 0.19, 0
0.246, 0.559, 1.911, 1.542, -0.597, 0
0.323, 0.577, 0.736, 1.267, 0.0, 1
0.364, 2.186, -0.535, 0.215, 0.149, 0
0.375, 2.068, 0.612, 0.311, -0.129, 0
0.532, 0.434, 1.216, 1.443, 1.977, 1
0.271, 0.641, 0.805, 2.283, -1.064, 1
1.342, 1.218, -0.269, -0.098, 0.086, 0
0.615, 0.985, 1.8, -0.563, 0.401, 1
0.295, 0.837, 1.527, 2.826, -0.816, 1
2.074, 2.103, -0.494, 0.601, -0.227, 0
0.678, 0.655, 1.833, 1.735, 0.846, 1
0.32, 2.883, -0.428, -0.216, -0.139, 0
0.371, 1.194, 1.549, 0.687, -0.474, 0
2.039, 1.226, 0.508, 0.35, -0.135, 0
1.329, 1.413, 0.913, 0.69, 1.283, 1
0.74, 2.248, -0.622, -0.25, -0.145, 0
0.278, 2.076, 0.841, 1.383, -0.414, 1
0.257, 0.317, 0.61, 2.224, -0.794, 0
2.601, 0.422, -0.144, -0.08, 0.119, 0
0.206, 1.345, 1.822, 0.693, 0.0, 0
0.21, 0.45, 0.747, 0.946, 0.0, 1
0.503, 2.681, -0.614, -0.278, -0.178, 0
0.084, 0.41, 0.827, 0.671, 0.478, 0
0.166, 0.873, 2.163, -0.837, -0.398, 0
0.253, 2.692, -0.521, 0.274, 0.166, 0
0.327, 0.51, 1.476, -1.004, 1.941, 1
0.133, 0.506, 1.022, 0.84, -0.477, 1
0.783, 3.076, -0.424, 0.304, 0.399, 0
0.331, 1.72, 0.6, 0.3, -0.119, 0
0.529, 3.296, -0.577, 0.887, -0.272, 0
0.289, 1.059, 1.928, -0.874, 1.442, 1
1.926, 0.811, 0.193, 0.162, 0.171, 0
0.17, 0.463, 0.585, -0.848, 0.0, 0
2.607, 0.359, 0.12, 0.093, 0.087, 0
0.792, 2.015, 0.735, 1.552, -0.427, 0
0.346, 0.526, 1.47, 1.195, 1.876, 1
0.235, 0.966, 2.033, -0.638, -0.266, 0
1.654, 1.518, 0.68, 0.716, 0.826, 0
-0.147, -0.297, -0.468, 1.205, 0.0, 1
0.15, 0.661, 1.404, 2.273, 0.0, 0
3.156, 0.537, 0.204, -0.065, -0.04, 0
1.338, 1.555, 0.496, 0.516, 1.038, 0
0.657, 2.138, 0.619, 0.292, -0.149, 0
0.134, 0.326, 0.478, -0.788, 1.599, 0
3.607, 0.572, 0.336, 0.327, -0.114, 0
0.352, 1.147, 1.63, 0.647, -0.518, 0
0.586, 2.32, 2.095, -0.587, -0.313, 0
0.132, 0.543, 1.111, 1.6, -0.551, 1
0.135, 0.584, 0.741, 2.355, 0.0, 0
0.249, 1.147, 3.108, -0.844, 0.0, 0
0.328, 0.901, 2.62, 1.194, -0.555, 0
0.245, 1.495, 1.543, 0.718, -0.4, 0
0.115, 0.444, -0.433, 2.178, 0.0, 0
0.324, 0.411, 1.494, 1.456, -0.777, 0
0.371, 1.222, 1.661, 0.645, 0.0, 0
2.324, 0.65, -0.112, 0.131, -0.052, 0
1.604, 0.991, 1.616, 0.869, 0.765, 1
2.785, 0.581, 0.279, -0.073, 0.081, 0
0.763, 1.414, 1.484, -0.299, -0.313, 1
0.442, 2.568, 0.851, 0.469, -0.275, 0
2.631, 0.604, -0.12, 0.098, -0.061, 0
0.426, 0.754, 1.966, 0.915, 1.399, 1
2.112, 1.354, -0.184, -0.097, 0.077, 0
0.176, 0.472, 1.928, -0.583, 0.0, 1
0.487, 1.881, 1.522, 1.629, -0.476, 1
2.043, 1.455, 0.504, 0.394, -0.131, 0
0.454, 0.99, 1.292, 0.833, 2.049, 1
0.515, 2.984, -0.793, 0.352, -0.202, 0
0.687, 2.277, 1.469, -0.354, -0.167, 0
0.375, 1.797, 0.708, 0.401, 0.0, 0
2.177, 1.375, -0.208, -0.083, 0.087, 0
3.098, 0.358, 1.359, -0.324, -0.126, 0
0.706, 0.837, 1.422, 0.916, 1.748, 1
0.215, 2.081, -0.428, 0.287, -0.181, 0
0.115, 0.528, 1.125, 2.296, 0.0, 0
1.208, 1.688, -0.517, -0.256, -0.178, 1
2.558, 0.56, 0.572, 0.476, 0.341, 0
0.999, 2.345, -0.471, 1.402, -0.391, 0
0.333, 1.906, 1.197, 0.714, 1.378, 1
1.19, 1.647, -0.274, -0.121, -0.06, 0
0.067, 0.286, 0.428, -0.454, 0.0, 0
0.173, 0.362, 0.693, 1.387, -0.804, 1
1.6, 0.579, -0.091, 0.082, 0.073, 0
0.121, 0.544, 0.494, 0.468, 1.522, 1
2.168, 0.402, -0.122, -0.083, -0.051, 0
2.836, 0.582, -0.132, 0.178, 0.106, 0
0.886, 1.555, 2.311, -0.56, -0.228, 1
0.069, 0.562, 0.563, 0.474, 0.0, 0
-0.058, -0.256, -0.448, -0.954, 0.0, 1
1.487, 1.568, 1.605, -0.261, -0.131, 0
0.258, 0.699, 0.836, 2.133, 0.0, 1
1.483, 1.798, 0.666, 0.921, 0.707, 0
0.559, 2.521, 1.509, 0.648, -0.272, 0
0.686, 1.876, 1.048, -0.326, -0.158, 0
0.325, 0.815, 1.529, 1.28, 1.95, 1
0.122, 0.512, 0.828, 1.683, 0.0, 1
2.374, 1.034, 0.256, 0.187, 0.2, 0
-0.082, 0.579, 1.385, 1.848, -0.912, 0
0.317, 1.119, 2.004, -0.864, 0.0, 1
1.064, 2.8, -0.421, -0.204, 0.239, 0
2.995, 1.389, -0.242, -0.106, -0.069, 0
0.596, 0.671, 1.581, 1.095, 0.583, 1
2.44, 1.136, -0.243, -0.074, 0.0, 0
1.288, 2.328, -0.359, -0.201, 0.175, 0
0.349, 0.794, 2.317, 0.913, 1.411, 1
1.146, 2.943, -0.451, 0.472, -0.213, 0
0.118, 0.497, 0.8, 1.743, 0.776, 1
1.4, 1.01, 0.296, 0.159, -0.166, 0
1.293, 1.097, -0.78, -0.596, -0.315, 0
1.018, 0.77, -0.12, 0.075, 0.081, 0
1.721, 0.578, -0.193, -0.13, -0.1, 0
0.423, 0.691, 2.491, 0.941, 0.758, 1
0.644, 1.088, 1.85, -0.51, 0.436, 0
1.836, 0.751, 0.152, 0.134, -0.158, 0
0.388, 0.577, 0.743, 1.54, 1.1, 1
0.573, 0.92, 1.713, 0.78, 0.487, 0
1.098, 2.506, -0.347, -0.148, 0.181, 0
0.786, 0.546, 1.548, 1.737, -0.757, 1
0.348, 0.808, 0.61, 0.932, 1.497, 1
0.365, 0.624, 1.886, 0.956, -0.393, 0
0.201, 0.892, 0.909, 1.008, -0.476, 1
1.963, 1.677, -0.332, -0.109, 0.102, 0
0.179, 0.781, 2.473, -0.787, 1.537, 1
1.688, 1.674, 1.574, -0.348, -0.164, 0
3.343, -0.28, -0.102, 0.077, -0.052, 0
1.585, 0.407, 0.231, -0.081, -0.049, 0
1.103, 0.633, 2.839, -0.626, -0.249, 1
0.677, 1.413, 0.316, 0.194, -0.141, 0
0.807, 1.334, 0.504, 0.168, -0.081, 0
0.371, 0.535, 1.803, 1.079, -0.646, 1
0.584, 1.42, -0.349, -0.159, -0.072, 0
0.795, 0.861, 1.896, 1.715, 0.0, 1
1.053, 0.573, 1.927, 1.495, -0.636, 1
0.242, 0.533, 0.693, 1.327, -0.668, 1
0.529, 3.296, -0.577, 0.887, -0.272, 0
3.772, 0.877, -0.15, 0.11, 0.198, 0
0.228, 1.044, 2.337, -0.663, 0.0, 0
0.446, 1.034, 2.48, 0.914, -0.38, 0
-0.319, 0.635, 0.881, 1.262, 1.014, 1
0.912, 1.59, -0.28, -0.121, -0.067, 0
1.58, 1.14, -0.16, 0.11, 0.066, 0
-0.18, 1.99, 0.772, 0.489, -0.208, 0
0.636, 1.985, -0.362, -0.162, 0.0, 0
0.719, 1.661, -0.247, -0.141, 0.107, 0
0.305, 0.599, 0.826, 1.92, -0.635, 1
0.493, 2.278, 0.537, 1.631, -0.415, 0
0.601, 0.905, 2.106, 1.777, -0.519, 1
1.153, 1.839, -0.26, -0.112, 0.091, 0
0.321, 1.628, 2.141, -0.561, -0.275, 0
0.302, 0.65, 1.298, 1.893, -0.499, 1
0.65, 3.042, -0.487, -0.256, -0.206, 0
0.172, 0.894, 2.246, -0.842, -0.441, 0
0.21, 0.749, 2.928, 0.986, -0.491, 1
0.496, 2.197, 1.185, 0.405, -0.195, 0
1.165, 2.441, -0.475, 0.367, 0.355, 0
0.088, 0.271, 0.34, 0.455, 0.0, 0
3.363, 0.586, 0.256, 0.657, -0.183, 0
2.157, 2.183, -0.357, -0.115, -0.073, 0
1.128, 1.33, -0.291, -0.114, 0.0, 0
0.693, 0.627, 0.716, 2.078, -0.564, 1
0.922, 2.596, -0.575, -0.255, -0.163, 0
1.062, 1.602, 1.669, -0.576, -0.203, 1
0.434, 2.539, 1.364, -0.374, -0.193, 0
0.15, 0.827, 0.947, 1.827, 0.0, 1
0.207, 0.658, 1.056, 0.616, 1.462, 1
0.397, 0.91, 1.412, -0.616, 0.0, 0
1.095, 1.291, -0.294, -0.132, 0.0, 0
0.42, 0.333, 0.743, 1.17, 1.056, 0
-0.107, -0.515, -0.666, -1.526, 0.0, 1
1.274, 1.307, -0.225, -0.079, -0.059, 0
0.74, 3.439, -0.486, -0.276, 0.284, 0
0.499, 1.921, -0.791, -0.35, 0.217, 0
0.649, 1.762, 1.497, -0.448, -0.482, 0
-0.158, 2.19, 1.004, -0.51, 0.0, 0
1.903, 0.797, 0.211, 0.146, -0.076, 0
0.189, 0.529, 2.646, -0.704, 0.382, 0
-0.092, -0.391, -0.537, -0.685, 0.0, 1
1.057, 1.935, 1.325, -0.473, -0.183, 1
0.934, 3.018, -0.484, 0.233, 0.581, 0
0.285, 1.068, 2.042, 1.394, -0.447, 0
0.502, 2.169, 0.845, -0.253, -0.158, 0
2.466, 0.78, 0.364, -0.118, -0.06, 0
0.67, 1.848, -0.283, -0.135, -0.075, 0
2.055, 1.155, 0.3, 0.227, -0.065, 0
1.147, 0.598, 1.717, 0.636, -0.247, 1
0.284, 1.148, 2.085, 1.726, 0.0, 0
0.564, 1.168, 1.752, -0.494, -0.229, 1
1.653, 0.732, -0.095, 0.065, 0.047, 0
0.122, 0.724, 1.25, 1.292, -0.496, 1
0.447, 1.651, 2.21, -0.547, -0.289, 0
1.157, 2.253, 1.342, -0.457, -0.158, 1
0.064, 0.517, 0.571, 0.498, 0.0, 0
-0.069, -0.273, -0.57, 1.198, 1.274, 1
1.065, 2.259, -0.485, 0.252, 0.343, 0
0.805, 1.398, 0.578, 0.222, 0.206, 0
0.774, 1.042, 2.066, -0.652, 0.797, 1
0.192, 0.292, 0.551, 1.358, 0.978, 1
0.233, 1.469, 2.062, 1.012, 1.114, 0
0.635, 3.054, 0.796, 0.31, 0.201, 0
2.539, 1.247, -0.263, 0.146, 0.269, 0
0.349, 1.736, 1.384, -0.502, 0.304, 0
0.496, 1.938, 2.365, -0.645, -0.329, 0
0.233, 0.385, 1.589, 1.504, 2.106, 1
1.746, 1.608, -0.257, -0.123, -0.071, 0
0.456, 1.275, 1.554, -0.418, -0.364, 0
0.128, 0.351, 0.582, 2.105, -0.626, 0
0.273, 2.073, 0.627, 0.313, 0.0, 0
0.173, 0.406, 0.588, -0.594, 0.0, 0
0.761, 1.655, -0.413, -0.175, -0.078, 0
0.32, 0.822, 0.849, 0.806, 0.824, 1
0.269, 1.041, 2.988, -0.754, -0.349, 0
0.515, 2.151, -0.388, -0.176, -0.094, 0
0.373, 1.511, 0.535, 0.323, 0.0, 0
0.274, 3.21, -0.507, 0.411, 0.834, 0
0.555, 2.696, -0.693, -0.288, 0.0, 0
0.531, 2.018, 2.318, -0.568, -0.291, 0
0.552, 2.956, -0.539, 0.285, -0.144, 0
0.334, 0.9, 2.589, 1.297, -0.544, 0
0.325, 0.854, 1.639, 1.221, 1.817, 1
-0.081, -0.263, -0.581, -0.581, 1.145, 1
0.085, 0.356, 0.443, 1.604, -0.792, 0
0.736, 0.75, 1.83, 2.181, -0.552, 1
3.218, -0.364, -0.131, 0.094, -0.072, 0
0.337, 1.199, 1.959, 1.051, -0.714, 1
2.911, 0.745, -0.168, 0.264, -0.093, 0
0.419, 0.601, 1.127, 1.045, 0.554, 1
0.723, 0.723, 2.263, -0.667, 0.401, 0
0.211, 0.679, 0.932, 1.488, 0.0, 0
0.115, 0.514, 0.733, 0.725, 0.0, 1
0.352, 2.01, 0.611, 0.314, -0.135, 0
0.984, 2.472, -0.289, -0.149, -0.103, 0
0.279, 1.643, 0.865, 0.331, -0.118, 0
1.274, 1.755, -0.254, -0.111, 0.103, 0
0.452, 0.759, 0.523, 1.077, 0.982, 1
2.582, 0.47, -0.132, -0.076, 0.119, 0
0.152, 0.526, 0.835, 0.862, 0.997, 1
0.291, 0.678, 1.448, 2.1, -0.546, 0
2.686, -0.32, -0.113, -0.081, 0.082, 0
0.334, 1.78, 1.431, 0.65, -0.232, 0
0.764, 2.766, -0.449, -0.219, -0.132, 0
1.657, 2.263, -0.374, 0.226, 0.161, 0
1.084, 1.32, 0.354, -0.113, 0.077, 0
0.344, 1.797, 2.33, -0.627, -0.283, 0
0.134, 0.399, 0.524, 1.404, 0.0, 1
0.626, 2.139, 1.102, -0.32, -0.167, 0
0.214, 0.954, 0.683, 1.696, -0.645, 1
0.947, 2.345, -0.401, 0.399, 1.167, 0
0.087, 0.585, -0.67, 2.38, 0.0, 0
1.246, 1.017, 0.35, 0.208, 0.131, 0
0.455, 3.902, -0.637, -0.353, -0.15, 0
0.191, 1.054, 2.259, -0.708, 0.0, 0
0.43, 0.597, 1.02, 2.424, -0.746, 0
0.469, 0.548, 1.694, 1.319, 1.587, 1
0.722, 1.094, 1.433, -0.935, 1.467, 1
1.175, 1.208, 2.314, -0.469, -0.284, 1
0.349, 2.027, -0.418, -0.151, -0.091, 0
1.164, 2.083, -0.419, 0.67, -0.265, 0
0.434, 1.224, -0.374, -0.228, 0.183, 0
1.998, 1.349, -0.185, -0.08, 0.104, 0
0.612, 3.149, -0.747, 0.85, -0.389, 1
3.13, 0.557, -0.134, 0.181, -0.065, 0
0.959, 2.757, -0.421, 0.513, 0.83, 0
0.249, 0.553, 1.892, 1.658, -0.571, 0
0.652, 1.177, 1.718, -0.463, 0.681, 1
0.163, 0.854, 0.431, 0.721, 0.982, 0
0.551, 0.418, 2.13, 0.91, 0.485, 1
0.635, 3.075, -0.657, 0.489, -0.19, 0
0.28, 2.032, 0.499, 0.287, -0.125, 0
0.72, 1.788, -0.475, -0.227, 0.303, 0
2.185, 0.637, -0.117, 0.104, 0.063, 0
0.076, 0.254, 0.229, 0.383, -0.375, 0
0.296, 1.004, 1.78, 0.807, -0.361, 0
0.479, 0.493, 1.424, 2.1, 0.0, 0
0.367, 0.51, 0.946, 0.886, 0.64, 1
1.116, 2.458, -0.385, 0.228, -0.124, 0
0.25, 0.891, 0.891, 2.313, 0.0, 1
0.405, 2.204, 0.864, 0.482, 1.072, 0
0.354, 2.077, 1.173, -0.609, 1.314, 0
0.492, 1.782, 1.24, 0.448, -0.192, 0
0.53, 0.921, 2.206, -0.81, 0.587, 1
3.137, 1.237, -0.209, 0.443, -0.148, 0
0.907, 1.536, -0.369, -0.114, 0.0, 0
-1.046, -1.081, -0.35, -0.149, -0.126, 0
2.703, -0.236, 0.189, 0.119, -0.143, 0
0.403, 1.026, 1.205, 1.809, 1.525, 1
1.302, 1.719, -0.343, -0.388, 1.409, 0
0.44, 1.846, 0.747, 0.244, 0.124, 0
0.625, 2.31, -0.523, -0.207, -0.101, 0
0.609, 0.63, 1.411, 0.539, -0.389, 1
0.648, 0.754, 1.926, 1.265, -0.528, 1
0.598, 1.798, 0.479, -0.177, 0.0, 0
0.929, 2.558, -0.44, -0.369, 0.716, 0
0.111, 0.397, 0.8, 0.683, 0.0, 1
1.677, 0.791, -0.41, 2.004, -0.434, 0
0.927, 2.496, 1.039, 0.798, -0.242, 1
0.205, 1.163, 1.643, -0.499, -0.2, 0
1.21, 1.167, 2.284, -0.457, -0.185, 0
2.721, 0.652, -0.1, -0.063, 0.056, 0
2.954, 0.435, -0.11, 0.086, -0.061, 0
0.245, 1.0, 3.109, -0.767, -0.36, 0
0.471, 1.471, 1.614, 1.503, -0.515, 1
0.826, 1.872, -0.313, 0.232, -0.322, 0
0.306, 1.124, 0.888, 1.904, -0.735, 1
1.392, 1.632, -0.259, -0.102, 0.09, 0
0.666, 1.782, -0.37, -0.137, -0.079, 0
0.369, 2.829, 0.701, 1.401, -0.329, 1
0.791, 2.125, -0.418, 0.279, -0.188, 0
1.087, 1.908, -0.373, 0.25, -0.18, 0
0.737, 3.178, -0.741, 0.437, 0.186, 0
0.098, 0.692, 0.303, 0.712, 0.0, 1
0.217, 0.598, 2.218, -0.606, 0.329, 0
0.114, 0.501, 0.939, 0.882, -0.52, 1
0.25, 1.051, 2.859, -0.724, 0.0, 0
3.24, 0.43, 0.801, -0.19, -0.089, 0
2.039, 1.226, 0.508, 0.35, -0.135, 0
1.053, 0.573, 1.926, 1.495, -0.636, 1
1.439, 2.014, -0.531, -0.168, -0.103, 0
0.817, 0.796, 0.222, -0.066, 0.053, 0
0.798, 2.84, -0.49, -0.189, -0.12, 0
0.647, 0.86, 1.755, 0.993, 1.422, 1
0.189, 1.169, 1.42, -0.406, 0.0, 0
0.266, 1.04, 2.761, -0.833, 0.651, 0
0.148, 1.48, 1.646, 0.754, 0.0, 0
1.213, 0.697, 1.807, 1.233, 0.647, 1
0.403, 1.292, 2.157, -0.682, 0.0, 0
0.351, 0.785, 1.03, 1.792, 0.0, 1
0.279, 0.985, 1.634, 0.77, -0.388, 0
0.983, 1.108, 0.327, -0.082, 0.062, 0
0.23, 0.398, 0.533, 1.72, 1.699, 1
0.501, 0.462, 1.551, 1.562, 1.704, 1
0.124, 0.346, 0.598, 2.196, -0.645, 0
0.367, 0.788, 0.858, 1.386, 1.212, 1
1.12, 1.69, 1.087, 0.569, 0.385, 0
1.396, 1.668, 1.742, -0.369, -0.138, 1
0.568, 2.557, 0.811, 1.003, -0.411, 1
0.216, 1.604, 2.018, 0.773, 0.715, 0
0.274, 0.798, 1.154, 2.06, -1.064, 1
1.79, 1.505, -0.213, -0.115, 0.088, 0
0.997, 1.896, 0.829, 1.479, -0.4, 0
0.379, 2.85, 0.735, 0.557, 1.132, 0
0.422, 1.478, 1.702, 1.155, -0.505, 1
0.807, 2.168, 0.714, 0.84, 0.58, 1
0.686, 3.259, -0.525, -0.225, 0.157, 0
0.249, 1.423, 1.518, -0.459, -0.233, 0
0.327, 2.711, 0.738, 0.307, 0.191, 0
0.264, 0.906, 2.213, -0.609, -0.372, 1
3.139, 0.704, 0.245, 0.915, -0.227, 0
1.471, 1.344, 0.444, 0.155, -0.226, 0
1.229, 1.569, 0.535, 0.332, 0.285, 0
1.586, 2.256, -0.352, 0.196, -0.224, 0
0.171, 1.122, 1.58, -0.47, -0.204, 0
1.782, 0.786, -0.151, 0.115, 0.081, 0
2.503, 0.461, 0.21, 0.17, -0.065, 0
0.143, 0.546, 0.624, 1.11, 0.548, 1
2.32, 1.249, 0.329, 0.161, -0.075, 0
1.093, 1.612, -0.366, 0.529, 0.511, 0
0.085, 0.296, 0.295, 0.552, 0.0, 0
1.107, 1.532, -0.338, -0.113, -0.081, 0
0.987, 1.977, -0.433, 1.578, -0.482, 0
0.693, 2.371, -0.586, 0.312, 0.159, 0
1.91, 1.253, -0.21, -0.097, -0.062, 0
1.137, 0.603, 1.704, 0.636, -0.26, 1
0.58, 1.03, 2.133, -0.391, 0.541, 0
0.932, 2.3, -0.49, -0.202, 0.0, 0
1.568, 1.363, 0.414, 0.156, 0.0, 0
0.521, 2.947, 0.989, 0.445, 0.0, 0
0.337, 1.81, 1.486, -0.41, -0.259, 0
0.796, 1.331, -0.325, -0.101, -0.062, 0
0.716, 1.75, 0.852, -0.226, 0.132, 0
0.53, 0.257, 1.625, 0.905, -0.513, 1
0.203, 1.205, 2.009, -0.546, 0.0, 0
0.705, 1.796, 1.078, -0.286, 0.215, 0
2.078, 0.918, 0.159, 0.126, 0.083, 0
0.72, 2.762, 0.788, -0.221, -0.116, 0
1.039, 2.521, -0.385, -0.156, -0.107, 0
-0.079, -0.329, 0.634, -0.597, 0.0, 1
