@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
-0.193, 1.33, 2.367, -0.661, -0.348, 0
3.868, -0.331, -0.119, -0.066, -0.044, 0
0.26, 0.903, 2.735, -0.781, 0.0, 0
2.879, 0.424, -0.107, 0.08, -0.055, 0
0.107, 0.288, 0.443, 1.758, 1.26, 0
0.225, 0.363, 0.738, 1.63, -0.97, 1
0.236, 0.46, 2.043, 0.909, 0.646, 0
0.409, 0.648, 1.572, 2.168, -0.728, 1
2.724, 0.297, 0.192, 0.222, -0.084, 0
1.034, 1.039, 0.257, 0.198, -0.09, 0
1.302, 2.389, -0.356, -0.159, 0.225, 0
0.248, 0.667, 0.729, -0.804, 2.286, 0
1.37, 2.042, -0.356, 0.214, 0.23, 0
0.703, 0.863, 1.595, 0.915, 1.496, 1
0.236, 0.373, 0.415, 1.402, 2.043, 0
0.297, 0.428, 1.688, 1.054, 1.12, 0
0.77, 2.304, 1.032, 0.764, 0.957, 1
1.24, 2.47, -0.448, 0.231, 0.158, 0
0.225, 1.555, 1.428, 0.732, -0.22, 0
2.94, 0.495, 0.892, 0.337, -0.161, 0
-0.197, 1.972, 0.723, 0.477, 0.0, 0
0.252, 1.133, 2.402, -0.701, 0.0, 0
3.624, -0.245, 0.444, 0.171, -0.069, 0
0.849, 1.938, 0.812, 1.274, -0.446, 1
0.791, 1.38, -0.238, -0.12, 0.0, 0
0.602, 0.504, 2.298, 0.889, -0.435, 1
0.269, 1.117, 2.659, -0.671, -0.328, 0
0.273, 1.306, 2.321, -0.523, 0.519, 0
0.208, 1.306, 1.854, -0.784, -0.537, 0
1.166, 1.382, 1.907, 0.706, 0.375, 1
0.231, 2.251, -0.457, 0.322, -0.184, 0
2.026, 1.547, -0.264, -0.085, 0.088, 0
0.674, 1.174, 1.718, 0.622, -0.205, 0
1.634, 0.493, 0.12, 0.122, -0.173, 0
0.42, 0.629, 2.321, -0.719, 0.917, 1
0.892, 0.6, 1.39, 1.399, 1.392, 1
0.479, 2.502, -0.599, 0.323, -0.15, 0
0.606, 2.024, 2.367, -0.615, -0.322, 0
0.414, 2.374, 0.941, 0.511, -0.258, 0
-0.139, 0.499, 0.678, 1.597, -1.029, 1
0.665, 2.476, 0.621, 1.359, -0.365, 0
0.243, 1.116, 1.773, -0.575, 0.0, 0
0.109, 0.593, 1.242, 1.118, -0.446, 0
0.234, 0.758, 0.7, 1.06, 0.0, 1
1.027, 0.82, 1.077, 1.064, 0.469, 1
0.214, 1.31, 1.792, -0.597, -0.244, 0
2.493, 0.322, 0.402, -0.096, -0.07, 0
1.801, 0.525, 0.163, 0.236, -0.124, 0
0.607, 1.628, 2.083, 0.694, -0.247, 1
0.231, 0.541, 0.696, 1.579, 0.0, 1
0.642, 2.01, 1.612, -0.395, 0.0, 0
0.365, 0.526, 2.425, 0.918, 0.958, 1
0.493, 2.223, 1.209, 1.384, -0.442, 1
1.471, 1.709, 1.006, 0.695, 1.08, 1
0.195, 0.454, 0.768, 0.713, 0.72, 1
0.892, 1.534, 0.287, 0.118, 0.069, 0
0.181, 1.099, 0.81, 1.203, 0.0, 0
0.195, 0.454, 0.768, 0.713, 0.72, 1
0.869, 1.714, 0.503, 0.308, -0.296, 0
0.149, 0.661, 0.447, 0.296, 0.958, 1
1.611, 2.175, 1.114, 0.548, -0.153, 0
0.917, 1.68, 0.577, 0.633, -0.2, 1
1.565, 2.359, -0.363, -0.156, 0.145, 0
2.039, 0.721, 0.256, 0.228, 0.507, 0
0.228, 0.46, 1.628, 1.282, 0.712, 0
2.217, 1.871, -0.387, 0.776, -0.223, 0
1.021, 0.494, 1.73, 0.887, -0.244, 1
2.019, 0.887, 0.359, 0.312, 1.019, 0
0.475, 1.016, 1.403, 0.788, 1.902, 1
0.486, 1.584, 1.699, -0.48, -0.233, 0
2.544, 0.372, 0.3, -0.081, -0.054, 0
0.345, 1.368, 2.688, -0.692, -0.304, 0
0.813, 2.42, 0.648, 0.476, 0.942, 0
0.289, 1.29, 2.774, -0.784, -0.337, 0
2.603, 1.135, 1.02, 0.486, -0.139, 0
2.833, 0.582, -0.131, 0.178, 0.105, 0
0.36, 0.797, 0.594, 1.179, 1.337, 1
0.951, 0.414, 1.982, -0.634, 0.34, 1
0.714, 2.658, -0.467, 0.246, -0.159, 0
