@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
2.909, 0.745, -0.168, 0.265, -0.092, 0
0.651, 2.706, 0.894, 0.903, -0.32, 1
0.211, 0.785, 0.6, 2.162, -0.935, 1
0.384, 1.323, -1.087, -0.618, -0.488, 1
0.239, 0.883, 2.657, -0.735, 0.544, 0
0.674, 2.695, 0.917, 0.309, 0.184, 0
3.163, -0.265, 0.107, 0.096, -0.086, 0
0.857, 1.331, 2.092, -0.545, -0.263, 1
0.85, 2.377, -0.438, 0.381, 1.378, 0
0.102, 0.452, 0.519, 0.462, -0.305, 1
0.239, 0.589, 2.461, 0.899, 0.0, 1
1.481, 1.592, -0.328, -0.385, 1.379, 0
3.054, -0.324, 0.275, 0.407, -0.238, 0
0.121, 0.74, 0.345, 1.219, 0.0, 1
0.353, 0.583, 1.946, 0.937, 0.682, 1
1.545, 2.072, 0.575, 0.758, 0.423, 0
0.561, 1.17, 1.464, 1.012, 1.311, 1
0.106, 0.635, 0.252, 0.453, 0.944, 1
0.195, 1.18, 1.363, -0.373, -0.152, 0
0.175, 0.896, 2.265, 0.928, 0.0, 0
0.056, 0.245, 0.364, -0.428, 0.0, 0
0.323, 1.208, 2.573, -0.702, -0.433, 0
0.109, 0.445, 0.879, 0.87, 0.0, 1
0.428, 0.796, 1.302, 1.773, -0.608, 0
0.372, 0.48, 1.904, 1.296, 0.809, 0
0.84, 2.23, 1.577, -0.333, -0.157, 1
0.122, 0.689, 0.398, -0.736, 0.0, 1
0.093, 0.435, 0.763, 0.792, 0.0, 1
0.346, 0.942, 1.713, 0.897, 0.552, 0
0.494, 2.368, 1.053, 0.752, -0.291, 1
0.283, 1.085, 2.7, -0.753, -0.405, 0
0.449, 0.592, 1.338, 1.247, 1.999, 1
1.104, 2.076, 0.701, 1.452, -0.314, 0
0.338, 0.437, 1.708, 1.274, 0.984, 0
0.347, 0.487, 1.899, 1.298, 0.693, 0
0.785, 2.862, 0.843, 0.538, 0.59, 0
0.889, 1.076, 2.289, 0.786, -0.379, 1
0.594, 3.102, -0.502, -0.196, -0.137, 0
0.493, 2.223, 1.209, 1.384, -0.442, 1
0.519, 2.023, 1.445, 0.649, 0.0, 0
0.238, 0.454, 1.589, 1.379, 0.692, 0
2.935, 1.03, 0.732, -0.147, -0.075, 0
0.223, 0.603, 0.703, 2.053, 1.019, 1
0.928, 1.866, 1.028, -0.282, -0.136, 0
0.212, 1.31, 2.543, -0.806, 0.0, 0
2.859, -0.254, -0.116, 0.081, 0.068, 0
0.278, 1.134, 2.136, 0.838, 1.005, 1
1.199, 1.223, 2.284, -0.469, -0.184, 0
0.367, 1.526, 1.57, 1.01, 1.05, 0
0.114, 0.554, 1.26, 0.965, 0.0, 0
0.345, 0.931, 1.287, 1.046, 0.381, 1
0.618, 1.385, 1.77, 1.338, -0.361, 1
1.402, 2.71, 0.803, -0.215, -0.134, 0
0.415, 1.521, 2.727, -0.666, -0.323, 0
0.776, 2.22, -0.549, -0.194, 0.145, 0
0.181, 0.455, 0.553, 0.831, -0.398, 1
0.149, 0.64, 0.936, 2.099, -0.722, 1
0.103, 0.433, 0.544, 2.012, 0.0, 0
3.459, 0.478, -0.135, 0.108, 0.074, 0
0.284, 1.152, 2.329, 1.276, 0.0, 0
0.509, 1.904, 1.168, -0.309, -0.273, 1
0.537, 0.405, 1.611, 0.681, 0.694, 1
1.117, 0.707, 2.215, -0.691, 0.311, 0
0.175, 0.412, 0.37, 1.379, -0.728, 1
1.657, 2.263, -0.374, 0.226, 0.161, 0
0.307, 0.853, 2.321, 0.792, -0.633, 1
0.912, 0.861, -0.159, 0.078, 0.107, 0
0.736, 2.022, -0.329, 0.179, 0.123, 0
0.424, 2.48, 1.386, 0.388, -0.194, 0
1.642, 1.196, 0.419, -0.148, -0.416, 0
0.852, 1.655, 2.298, -0.528, -0.219, 1
1.203, 1.859, 0.476, 0.641, 0.666, 0
0.339, 0.519, 1.95, 1.181, 0.563, 0
2.878, 0.341, 0.274, 0.148, -0.076, 0
0.317, 1.008, 2.523, -0.625, 0.478, 1
0.216, 0.336, 0.652, 1.634, 1.03, 1
0.633, 1.69, 0.465, -0.174, -0.106, 0
0.774, 0.964, -0.256, -0.123, 0.0, 0
1.033, 1.762, -0.258, -0.14, -0.084, 0
0.584, 2.299, 0.586, 0.344, -0.144, 0
0.366, 1.292, 0.89, 0.819, 0.444, 1
0.176, 0.977, 2.473, -0.7, 0.0, 0
0.24, 1.023, 1.346, -0.557, -0.534, 0
0.386, 1.911, 0.652, 0.354, -0.152, 0
0.213, 1.032, 2.25, -0.676, 0.0, 0
0.198, 0.639, 1.029, 0.671, 1.312, 1
0.466, 1.018, 1.778, -0.431, -0.202, 0
-0.426, -0.74, 1.046, -0.529, -0.319, 1
0.127, 0.732, 0.356, 1.236, 0.0, 1
2.126, 1.611, 1.019, -0.3, -0.126, 0
0.226, 0.958, 2.176, 1.043, -0.352, 0
0.54, 1.666, 1.936, 1.432, -0.431, 1
0.206, 0.605, 0.757, 1.918, -0.502, 0
0.252, 2.056, 0.794, 0.26, 0.168, 0
2.437, 1.412, 0.43, 0.15, 0.309, 0
0.439, 2.04, 0.663, 0.454, 0.0, 0
-0.058, 4.378, -0.48, -0.253, -0.163, 0
1.4, 1.606, 0.361, 0.258, 0.144, 0
0.376, 1.968, 0.657, -0.275, -0.195, 0
0.899, 1.904, -0.411, 0.367, 1.19, 0
0.418, 0.767, 0.368, 1.507, -0.647, 1
0.22, 1.327, 1.277, -0.376, -0.236, 0
2.097, 0.466, -0.092, 0.103, -0.047, 0
2.094, 1.535, 0.75, -0.175, 0.146, 0
1.864, 2.255, -0.325, 0.235, 0.309, 0
2.514, -0.238, 0.103, 0.089, 0.09, 0
0.56, -1.17, 1.664, -0.599, -0.315, 0
-0.072, 0.661, 1.134, 1.246, 0.76, 1
0.443, 2.273, 1.764, 0.697, -0.297, 0
0.132, 0.515, 0.665, 1.668, -0.674, 1
1.797, 2.261, -0.505, 0.23, 0.21, 0
0.542, 3.126, -0.557, 1.004, -0.27, 0
0.421, 1.998, 0.677, 0.319, 0.195, 0
0.237, 1.009, 2.565, -0.848, 0.614, 0
1.887, 2.525, -0.323, -0.149, -0.11, 0
2.765, 1.015, 0.509, 0.546, 0.385, 0
-0.24, -0.446, -0.452, 0.939, 1.058, 0
0.743, 1.36, -0.776, 1.141, -0.308, 1
1.744, 2.206, -0.476, 0.225, -0.153, 0
0.114, 0.465, 0.749, 0.635, 0.0, 1
0.65, 2.903, -0.763, -0.301, -0.153, 0
1.079, 2.048, -0.439, 1.475, -0.455, 0
0.597, 3.028, -0.424, 0.302, 0.937, 0
0.136, 0.344, 0.534, 0.508, 1.165, 0
1.249, 2.548, 1.009, 0.749, -0.182, 1
0.996, 2.348, -0.41, -0.202, 0.0, 0
1.583, 2.372, -0.478, -0.209, -0.109, 0
0.281, 0.576, 0.628, -0.346, 0.99, 0
3.5, -0.292, 0.161, -0.086, -0.085, 0
0.328, 0.517, 1.49, 0.888, 1.952, 1
0.159, 0.935, 2.185, -0.991, -0.428, 0
0.973, 2.317, -0.46, 1.452, -0.404, 0
0.502, 2.169, 0.845, -0.253, -0.158, 0
0.082, 0.343, 0.429, -0.823, 2.113, 1
0.474, 1.041, 1.766, 1.376, -0.47, 0
2.337, 0.69, 0.299, 0.223, -0.393, 0
0.256, 2.111, 1.173, -0.532, -0.244, 0
1.796, 0.6, 0.135, 0.211, -0.144, 0
0.233, 1.546, 1.399, 0.716, -0.422, 0
-0.195, -0.895, 1.893, -0.988, 0.0, 0
0.231, 0.987, 0.538, 0.437, 0.0, 0
0.223, 1.086, 2.658, -0.944, 0.0, 0
0.472, 3.394, -0.518, 0.625, -0.199, 0
0.271, 0.544, 0.439, 1.434, 0.851, 1
0.187, 0.744, 0.868, 1.26, -0.578, 0
2.963, 0.322, 0.206, 0.088, 0.11, 0
0.245, 0.569, 0.456, 0.971, 1.058, 0
0.098, 0.451, 0.767, 2.514, 0.0, 1
0.247, 0.563, 0.768, 1.569, -0.961, 1
0.535, 2.167, 0.702, 0.414, -0.364, 0
0.25, 0.757, 1.124, 1.021, -0.579, 1
1.946, 1.19, 0.265, 0.111, -0.065, 0
1.309, 1.141, 1.623, -0.508, -0.211, 0
0.277, 0.805, 1.301, 0.64, 0.0, 1
0.165, 1.257, 2.274, -0.82, -0.35, 0
0.27, 1.316, 1.876, -0.723, -0.384, 0
0.394, 0.968, 2.311, 1.118, 0.58, 0
1.456, 2.755, -0.416, 0.309, 0.398, 0
1.666, 1.872, -0.297, 0.164, 0.116, 0
1.029, 1.651, 1.821, 0.625, -0.207, 1
0.418, 0.58, 1.723, 1.108, -0.776, 1
-0.094, -0.341, 0.691, -0.623, 0.0, 1
1.031, 1.991, -0.311, 0.194, -0.413, 0
0.251, 0.511, 1.136, 1.042, 0.0, 1
0.245, 0.484, 1.991, 0.879, 0.608, 0
0.301, 0.538, 0.551, 1.29, 0.0, 1
1.493, 1.664, 0.583, -0.175, -0.104, 0
2.866, -0.213, 0.166, 0.1, -0.094, 0
0.749, 2.044, 0.938, 1.239, -0.376, 0
0.915, 2.919, 0.802, 0.635, 0.386, 0
0.493, 1.572, 1.564, 1.509, -0.349, 1
0.34, 1.797, 2.403, -0.652, -0.289, 0
0.353, 2.236, -0.549, 0.309, -0.279, 0
1.402, 0.893, 1.488, 1.385, -0.652, 1
0.293, 1.714, 0.461, 0.22, -0.097, 0
0.38, 2.328, -0.485, 0.285, -0.111, 0
0.567, -0.829, 1.142, -0.564, 0.0, 0
0.874, 1.241, -0.282, 0.175, -0.108, 0
3.092, -0.37, -0.131, -0.077, -0.051, 0
0.544, 2.082, 0.905, 0.603, -0.405, 1
0.333, 0.408, 1.404, 1.46, -0.751, 0
2.173, 1.297, 0.398, 0.137, -0.101, 0
0.279, 0.676, 1.059, 0.924, 0.0, 1
0.147, 0.502, 0.83, 0.36, -0.184, 0
0.813, 2.258, 1.171, 1.007, 0.786, 1
1.453, 0.562, 0.181, 0.148, -0.073, 0
1.939, 1.416, -0.238, 0.139, -0.077, 0
1.223, 2.363, -0.336, -0.153, 0.235, 0
0.331, 1.65, 2.153, -0.58, -0.278, 0
0.439, 2.005, 2.304, -0.752, 0.0, 0
1.786, 1.517, 0.394, 0.182, -0.125, 0
1.022, 2.186, 1.286, 0.803, -0.227, 0
0.228, 0.673, 1.563, 1.307, 0.0, 1
-0.288, -0.469, -1.22, -1.177, 0.734, 0
0.377, 2.417, -0.479, 0.328, 0.0, 0
0.651, 2.707, 0.894, 0.903, -0.321, 1
0.139, 0.342, 0.668, 1.827, 0.0, 0
0.653, 2.546, 1.427, 0.868, -0.228, 1
0.159, 1.307, 0.799, 0.332, 0.0, 0
0.301, 1.086, 2.021, 0.933, 1.105, 1
0.574, 2.549, -0.574, 0.268, 0.229, 0
0.297, 1.222, 1.612, -0.49, -0.261, 0
0.442, 0.623, 2.162, 0.915, 0.612, 1
0.497, 0.85, 2.082, 1.021, 0.69, 1
0.253, 1.877, -0.412, 0.262, -0.106, 0
0.36, 1.301, 0.931, 1.889, -0.615, 1
0.513, 2.237, 2.028, -0.496, -0.249, 0
0.354, 1.042, 2.617, -0.728, -0.385, 1
2.957, 0.36, 1.436, -0.266, -0.128, 0
0.814, 2.493, 0.816, 0.301, -0.159, 0
0.172, 0.411, 1.958, 0.959, -1.005, 1
0.639, 3.1, -0.462, -0.186, -0.127, 0
0.53, 1.9, 2.119, -0.474, -0.298, 0
1.02, 2.502, 1.043, -0.343, -0.167, 1
0.494, 2.367, 1.052, 0.751, -0.291, 1
0.138, 0.655, 1.024, 0.0, 0.0, 1
0.517, 0.837, 1.659, 0.895, -0.548, 1
1.663, 1.214, -0.168, 0.11, 0.086, 0
0.472, 3.202, -0.686, 0.624, 0.457, 1
2.537, 1.261, 0.997, 0.523, -0.154, 0
0.356, 0.881, 0.803, 1.905, -0.772, 1
0.203, 1.211, 1.85, -0.578, -0.233, 0
-0.099, 1.137, 2.58, -0.724, 0.0, 0
0.266, 1.2, -0.279, -0.142, -0.089, 0
0.531, 2.74, 1.17, -0.316, 0.0, 0
1.385, 2.777, 0.772, -0.227, -0.131, 0
0.455, 1.412, 2.148, 1.31, -0.515, 1
0.146, 0.75, 1.779, 1.066, -0.592, 0
0.225, 1.075, 2.367, -0.734, 0.0, 0
0.507, 1.592, 0.943, 1.732, -0.538, 1
0.375, 2.555, -0.47, 0.26, 0.0, 0
1.067, 0.501, 1.841, 0.782, -0.249, 1
0.182, 0.933, 2.414, 0.965, -0.41, 0
2.815, 0.729, -0.147, 0.22, -0.088, 0
0.148, 0.329, 0.459, -0.732, 1.514, 0
2.055, 1.169, 0.301, 0.234, -0.066, 0
1.494, 0.721, -0.143, 0.151, 0.112, 0
0.469, 0.495, 1.153, 1.905, 0.0, 1
0.563, 1.167, 1.752, -0.494, -0.229, 1
0.493, 1.066, 1.947, -0.443, -0.263, 0
-0.089, -0.227, -0.488, 1.332, 1.273, 0
0.212, 1.23, 1.895, -0.561, 0.0, 0
-0.104, 0.767, 1.296, 1.229, 0.665, 1
0.991, 1.037, 0.817, 0.308, 0.247, 0
0.471, 1.279, 2.076, -0.579, -0.378, 0
0.169, 0.732, 1.461, 1.432, -0.481, 1
0.7, 2.43, 1.251, 0.542, 0.786, 1
-0.18, -0.322, -0.604, 1.05, 0.0, 0
0.357, 1.56, 2.372, -0.658, 0.0, 0
0.247, 1.554, 0.687, 0.275, 0.163, 0
2.761, 0.28, 0.185, 0.21, -0.075, 0
1.044, 2.496, -0.379, -0.155, -0.107, 0
0.28, 0.685, 2.126, -0.687, 0.477, 1
0.535, 0.876, 1.788, -0.853, 1.208, 1
0.716, 1.208, -0.218, -0.094, -0.05, 0
0.764, 2.766, -0.448, -0.218, -0.132, 0
0.203, 0.689, 0.793, -0.401, 1.49, 1
1.149, 1.11, -0.174, -0.08, -0.047, 0
0.839, 2.26, -0.402, 0.244, 0.172, 0
0.714, 1.481, -0.358, 0.194, -0.219, 0
3.498, 0.468, -0.117, -0.064, -0.041, 0
0.125, 0.845, 1.767, -0.737, 0.0, 0
1.022, 1.836, -0.349, 0.236, -0.167, 0
2.852, 0.393, -0.115, 0.11, 0.099, 0
0.148, 0.583, 0.452, 0.711, 0.0, 1
1.143, 1.855, -0.449, -0.163, -0.106, 0
3.183, -0.263, -0.099, -0.065, 0.057, 0
0.479, 0.357, 1.891, 2.419, -0.677, 1
0.77, 2.735, -0.464, -0.19, -0.145, 0
2.534, 0.566, 1.554, -0.356, -0.135, 0
0.808, 3.041, -0.586, 0.621, -0.26, 0
1.126, 0.591, 0.327, 0.236, -0.176, 0
0.835, 1.896, -0.387, -0.144, 0.0, 0
2.952, 1.197, 0.43, 0.466, -0.161, 0
0.29, 1.995, 1.429, 0.772, 0.0, 0
0.135, 0.484, 0.626, 2.007, 0.0, 0
0.911, 1.035, 0.613, 0.808, 0.827, 1
1.072, 0.89, 2.556, -0.668, -0.373, 1
0.112, 0.514, -0.887, 1.609, -0.794, 1
1.347, 2.597, -0.453, -0.2, -0.113, 0
0.557, 1.247, 2.436, -0.623, -0.281, 1
2.912, 0.359, 0.285, 0.149, -0.081, 0
1.066, 2.814, -0.428, -0.202, 0.254, 0
1.064, -1.011, -0.546, 1.599, -0.583, 0
0.266, 1.864, 0.824, 0.401, -0.174, 0
0.368, 2.197, 1.093, 0.634, -0.3, 0
0.901, 2.767, 0.829, -0.272, -0.148, 0
1.21, 0.592, -0.232, 0.179, -0.092, 0
1.509, 1.557, 0.482, 0.283, -0.169, 0
0.219, 1.263, 0.836, 0.971, 0.568, 1
1.971, 2.302, -0.412, -0.137, -0.089, 1
0.593, 2.307, 0.632, 0.378, 0.0, 0
-0.166, -0.78, -1.11, -0.493, 0.0, 0
1.615, 1.576, -0.423, 0.484, 0.555, 1
0.186, 0.769, 1.214, 0.71, -0.211, 1
1.892, 1.535, -0.379, 0.186, -0.126, 0
0.814, 0.951, 2.084, 1.058, 1.044, 1
0.624, 2.869, 0.842, -0.386, -0.138, 0
1.271, 2.311, -0.337, -0.152, 0.201, 0
0.059, 0.251, 0.388, 0.535, 0.0, 0
0.255, 0.747, 1.72, 0.953, 0.448, 1
0.245, 0.37, 0.738, 0.929, 0.739, 1
1.116, 2.347, 1.606, -0.317, -0.156, 1
1.282, 0.719, -0.128, 0.117, 0.115, 0
0.674, 1.174, 1.718, 0.621, -0.205, 0
1.715, 1.682, 0.6, 1.275, -0.375, 0
0.237, 0.536, 0.755, 2.177, -0.769, 0
0.225, 0.964, 0.972, -0.559, 0.887, 1
0.736, 2.344, 0.998, 0.618, 0.733, 1
0.616, 0.753, 2.195, -0.547, -0.231, 1
0.679, 0.639, 1.928, 0.926, 0.535, 1
0.11, 0.502, 0.868, 0.864, 0.0, 1
0.683, 1.585, 0.878, -0.395, 1.72, 0
1.242, 1.769, -0.281, -0.362, 1.29, 0
2.428, 0.665, -0.123, -0.073, 0.046, 0
0.807, 0.826, 1.0, -0.274, 0.0, 0
1.601, 1.79, -0.298, -0.127, -0.073, 0
0.133, 0.604, 1.496, 2.193, 0.0, 0
0.389, 2.243, -0.387, 0.28, -0.114, 0
0.773, 3.556, -0.662, -0.25, -0.14, 0
0.982, 2.136, -0.403, -0.151, -0.105, 0
0.221, 1.146, 2.658, -0.742, -0.419, 0
0.325, 0.779, 0.955, -1.354, 0.0, 0
0.092, 0.413, 0.687, 0.0, 0.0, 1
1.04, 0.784, -0.154, 0.067, 0.0, 0
-0.247, 0.524, 1.13, 1.935, -0.977, 1
0.436, 0.574, 1.057, 2.314, 0.0, 1
3.078, 0.339, 0.199, 0.211, -0.089, 0
0.292, 2.187, 2.055, 0.686, 0.0, 0
0.418, 2.521, -0.509, 0.42, -0.151, 0
1.846, 0.267, -0.077, 0.09, -0.08, 0
2.433, 0.617, 0.251, 1.041, -0.309, 0
1.59, 2.24, 0.711, -0.188, 0.197, 0
0.762, 3.019, -0.482, -0.194, 0.187, 0
0.11, 0.626, 0.914, 2.22, 0.0, 1
1.15, 2.51, -0.45, 0.659, 0.548, 0
0.173, 0.673, 0.755, 1.377, 0.732, 1
0.414, 2.107, 1.243, 0.686, 0.0, 0
0.155, 0.687, 1.305, 1.694, 0.0, 1
3.026, -0.273, 0.17, 0.27, -0.095, 0
1.114, 2.285, -0.409, 0.266, 1.002, 0
2.241, 0.78, 0.341, -0.092, -0.053, 0
1.101, 2.678, -0.468, 0.32, 0.365, 0
1.309, 0.768, 1.781, 1.657, -0.414, 1
2.256, 0.508, -0.113, -0.066, -0.046, 0
0.105, 0.707, 1.457, -0.562, 0.0, 1
0.237, 1.471, 2.037, 0.986, 1.198, 0
1.017, 1.05, 0.256, 0.202, -0.089, 0
3.229, 0.694, 0.27, -0.258, 0.607, 0
0.104, 0.945, 0.432, 0.783, 1.091, 0
3.148, 0.635, -0.13, 0.094, -0.053, 0
-0.134, 1.057, 2.379, -0.822, 0.0, 0
0.262, 0.729, 0.839, 1.728, 0.0, 0
0.204, 1.574, 1.157, 0.62, 0.0, 0
0.172, 0.474, 2.067, 0.75, -0.702, 1
2.486, 0.532, 0.234, 0.087, 0.071, 0
0.23, 0.749, 2.933, -0.97, 0.516, 1
2.865, -0.213, 0.166, 0.099, -0.093, 0
0.268, 0.832, 0.727, 2.286, -0.76, 1
0.736, 2.36, 0.522, 1.439, -0.341, 0
2.79, 1.019, 0.416, 0.656, -0.166, 0
0.271, 1.286, 2.305, -0.702, 0.0, 0
0.26, 0.569, 0.657, 1.209, 0.0, 0
2.976, 1.442, 0.329, -0.139, -0.083, 0
1.048, 1.726, 1.747, 0.696, -0.206, 1
0.979, 1.545, 1.49, 0.576, 1.144, 1
1.802, 0.855, 1.353, 0.851, 0.525, 0
0.636, 2.63, 1.553, 0.469, -0.204, 0
1.299, 1.229, 0.921, 0.608, 1.533, 1
0.203, 1.185, 1.777, -0.6, 0.0, 0
0.238, 0.61, 0.755, 0.864, -0.918, 1
0.353, 2.807, -0.541, 0.303, -0.14, 0
0.125, 0.311, 0.468, 0.623, -0.857, 0
0.448, 2.085, -0.403, -0.169, -0.09, 0
0.666, 0.618, 1.84, 1.067, 0.563, 1
0.509, 0.399, 0.665, -0.156, 0.0, 0
0.605, 2.452, -0.534, 0.304, 0.0, 0
0.4, 0.945, 2.202, -0.557, -0.306, 0
2.534, 0.267, 0.133, 0.16, -0.065, 0
0.471, 2.649, -0.587, 1.463, -0.486, 0
0.416, 1.042, 2.32, -0.564, 0.337, 0
1.578, 2.225, -0.495, 0.215, -0.104, 0
0.302, 1.281, 1.743, -0.659, -0.302, 0
0.62, 2.292, -0.532, -0.212, -0.111, 0
0.111, 0.558, 1.359, 2.035, -0.662, 0
-0.206, 0.938, 1.674, -0.78, 0.96, 1
0.779, 1.671, 1.253, 0.648, 0.587, 1
0.259, 1.389, 1.396, -0.523, 0.0, 0
0.571, 1.806, 1.29, -0.37, -0.155, 0
0.095, 0.624, -0.79, 2.613, 0.0, 0
0.628, 1.023, 2.13, 1.307, -0.706, 1
1.402, 1.426, 0.472, -0.145, -0.088, 0
0.442, 2.439, -0.453, -0.226, -0.117, 0
0.349, 0.801, 0.72, 1.195, 1.344, 1
0.15, 1.138, 1.605, -0.456, 0.0, 0
0.413, 0.791, -0.985, -1.254, -0.473, 0
0.691, 0.817, 2.021, -0.679, -0.684, 1
0.35, 1.191, 0.628, -0.277, -0.122, 0
0.431, 0.803, 1.946, -0.764, 0.523, 1
0.757, 1.426, 0.594, 0.232, 0.22, 0
3.489, 0.378, -0.122, -0.068, -0.049, 0
0.693, 1.99, -0.31, 0.179, -0.114, 0
1.418, 1.756, -0.379, -0.132, 0.0, 0
0.469, 3.172, -0.551, -0.226, -0.153, 0
0.62, 1.695, -0.579, -0.232, -0.163, 0
3.151, 0.54, 0.227, 0.216, -0.061, 0
0.224, 1.072, 2.294, -0.74, -0.456, 0
1.396, 2.01, -0.286, -0.156, -0.133, 0
0.314, 2.256, 1.035, 0.564, 0.272, 0
0.679, 2.482, -0.57, -0.218, -0.115, 0
0.992, 2.133, -0.294, -0.152, -0.11, 0
0.972, 1.955, -0.449, 0.295, 0.271, 0
0.473, 2.888, -0.448, -0.222, -0.158, 0
0.398, 1.769, 1.494, -0.521, -0.282, 0
0.908, 0.896, 1.072, 0.937, -0.23, 1
2.039, 0.45, 0.138, 0.086, 0.072, 0
1.047, 2.589, -0.447, -0.277, 0.942, 0
0.197, 1.015, 0.616, 1.156, 0.0, 1
0.557, 2.494, -0.423, 0.309, 1.185, 0
0.584, 2.86, 0.78, 1.045, -0.379, 0
0.58, 3.393, -0.716, 0.41, -0.17, 0
-0.104, 0.383, -0.446, 0.673, 0.845, 1
0.228, 0.471, 1.647, 1.184, 0.705, 0
0.185, 0.509, 1.03, 1.872, -0.761, 0
3.517, 0.65, 0.376, 0.525, -0.132, 0
2.889, 0.336, -0.111, -0.075, 0.07, 0
0.265, 1.443, 0.83, 0.381, -0.14, 0
0.347, 2.408, 0.624, 0.347, -0.311, 0
0.487, 2.897, -0.553, 0.567, 0.831, 1
0.335, 1.506, 2.304, -0.684, 0.0, 0
0.147, 0.696, 1.751, 0.0, 0.0, 0
1.046, 1.131, 2.435, -0.497, -0.218, 1
0.44, 0.977, 2.731, 1.29, -0.413, 0
1.102, 2.78, -0.438, -0.205, -0.135, 0
0.444, 0.698, 2.216, 0.741, 0.647, 1
0.903, 2.229, -0.481, -0.194, -0.114, 0
0.275, 0.953, 2.482, 1.212, 0.904, 1
