@relation phoneme
@attribute Aa real [-1.7, 4.107]
@attribute Ao real [-1.327, 4.378]
@attribute Dcl real [-1.823, 3.199]
@attribute Iy real [-1.581, 2.826]
@attribute Sh real [-1.284, 2.719]
@attribute Class {0, 1}
@inputs Aa, Ao, Dcl, Iy, Sh
@outputs Class
@data
0.279, 1.395, 2.985, -0.752, 0.0, 0
0.279, 0.892, 2.474, -0.53, -0.307, 0
0.644, 1.852, -0.505, 0.213, -0.115, 0
0.308, 1.204, 1.5, 0.569, -0.32, 0
1.667, 1.272, -0.24, 0.204, 0.163, 0
2.411, 1.293, 0.256, 0.226, -0.103, 0
0.283, 1.136, 2.694, -0.661, 0.77, 1
0.448, 2.024, 0.899, 0.33, 0.0, 0
0.197, 2.013, 1.871, -0.6, -0.234, 0
0.216, 0.796, 0.792, 1.752, 0.0, 1
0.227, 0.614, 1.646, -1.219, -0.42, 0
0.641, 2.998, -0.526, -0.204, -0.144, 0
1.331, 1.429, 0.662, 1.619, -0.467, 0
0.951, 2.417, -0.392, 0.438, 0.924, 0
0.523, 0.813, 1.771, 1.27, 0.758, 1
0.62, 1.132, 2.107, 1.763, 0.0, 1
0.418, 0.603, 2.147, 1.006, -0.831, 1
-0.114, -0.497, -0.851, -0.818, -0.459, 1
0.543, 1.229, 1.472, 1.902, -0.541, 1
0.308, 1.127, 2.844, -0.784, -0.377, 0
0.33, 1.541, 1.985, -0.539, 0.0, 0
0.499, 2.156, 1.685, -0.588, 0.0, 0
0.173, 0.375, 0.527, -0.324, 0.0, 0
0.25, 0.735, 0.944, 2.285, 0.0, 1
0.279, 2.161, 0.845, 1.08, -0.375, 1
0.236, 1.741, 0.822, 0.382, -0.175, 0
0.958, 1.627, -0.302, 0.193, -0.089, 0
1.495, 2.295, 0.593, 0.225, 0.134, 0
0.249, 1.066, 2.355, -0.791, 0.0, 0
0.648, 2.694, -0.482, -0.24, -0.14, 0
0.235, 1.131, 0.581, 1.918, 0.0, 1
3.892, -0.241, 0.488, -0.127, -0.066, 0
0.567, 1.824, 1.135, 0.347, 0.0, 0
0.12, 0.311, 0.426, 1.818, 1.201, 0
0.477, 3.228, -0.618, -0.288, -0.154, 0
0.072, 1.116, -0.282, 0.624, -0.243, 0
0.709, 2.371, 1.326, 0.602, 0.86, 1
1.956, 1.436, -0.279, 0.231, -0.102, 0
0.285, 1.391, 1.712, 2.097, 0.0, 1
0.155, 0.825, 0.851, 1.949, -0.667, 0
0.143, 0.947, 0.779, 1.17, 0.0, 1
0.13, 0.695, 0.415, -0.786, 0.0, 1
-0.144, 1.214, 1.673, -0.53, -0.214, 0
0.567, 0.51, 1.018, 1.576, -0.617, 1
0.234, 0.722, 1.274, 0.732, 1.318, 1
0.538, 0.682, 1.767, 1.165, 1.541, 1
2.581, 0.735, 0.341, -0.08, 0.067, 0
1.639, 2.471, -0.466, -0.2, -0.11, 0
3.724, -0.302, -0.128, -0.083, -0.061, 0
1.232, 1.073, -0.213, -0.08, -0.056, 0
0.863, 2.356, 1.69, 0.594, -0.184, 1
0.108, 0.753, 0.402, 0.723, 1.293, 0
1.04, 2.638, -0.602, 0.913, -0.246, 0
0.695, 1.215, 1.535, -0.318, -0.267, 1
0.39, 1.25, 1.613, 0.694, -0.455, 0
0.466, 1.06, 2.642, -0.676, -0.242, 0
0.279, 1.735, 1.006, 0.443, -0.189, 0
0.705, 1.623, 1.774, 0.726, 1.199, 1
0.301, 1.011, 2.416, -0.696, 0.379, 0
0.734, 2.821, 1.114, 0.415, -0.179, 0
0.413, 1.824, 1.1, 0.434, -0.262, 0
0.146, 0.612, 1.355, 2.002, -0.641, 0
0.382, 2.454, 0.913, -0.57, 0.0, 0
0.092, 0.372, 0.458, 0.579, 0.0, 1
0.129, 0.355, 0.724, 1.469, 0.0, 0
2.726, 0.966, 0.467, 0.455, 0.228, 0
0.238, 2.446, -0.545, 0.576, 0.0, 0
-0.069, 0.51, 0.812, 1.442, -0.572, 1
0.116, 0.399, 0.49, 1.139, 0.0, 0
0.313, 0.854, 2.147, -0.659, -0.316, 0
0.223, 1.357, 1.34, -0.372, -0.238, 0
0.193, 1.16, 1.667, -0.594, 0.0, 0
0.27, 0.832, 2.618, 1.274, 0.872, 1
0.195, 0.443, 0.755, 0.65, 0.758, 1
1.9, 0.836, 0.333, -0.088, -0.047, 0
1.038, 1.656, 0.949, 0.371, 0.632, 0
0.776, 2.215, -0.572, -0.205, 0.156, 0
2.511, 1.155, -0.241, -0.087, 0.0, 0
1.612, 2.32, -0.385, 0.22, 0.163, 0
0.521, 3.176, -0.506, 0.324, 0.593, 0
0.409, 0.349, 1.832, 1.081, -0.749, 1
0.499, 1.932, 1.74, 0.682, 0.0, 0
0.288, 1.596, 0.96, 0.413, -0.174, 0
0.798, 1.703, -0.323, 0.333, -0.376, 0
0.183, 1.354, 2.581, -0.754, -0.324, 0
-0.363, 1.817, 1.007, -0.358, -0.279, 0
0.867, 2.49, -0.311, -0.157, -0.113, 0
2.479, 0.616, -0.1, -0.064, -0.044, 0
0.616, 0.753, 2.194, -0.546, -0.23, 1
0.165, 0.588, 0.705, 1.854, 0.0, 1
1.074, 2.424, -0.399, -0.197, -0.142, 0
0.834, 2.757, -0.347, -0.163, -0.12, 0
1.677, 1.795, -0.379, -0.269, 0.929, 0
0.618, 1.016, 2.178, -0.401, 0.533, 0
1.802, 1.243, -0.231, 0.141, 0.096, 0
0.273, 0.937, 2.118, 1.064, -0.499, 0
1.226, 1.277, 2.385, -0.505, -0.192, 0
0.562, 2.911, -0.433, -0.224, 0.187, 0
0.259, 0.861, 0.785, 2.039, 0.0, 1
0.136, 0.627, 1.501, 1.188, 0.0, 0
0.834, 0.372, 1.216, 1.957, 1.105, 1
0.108, 0.298, 0.471, 1.854, 1.152, 0
0.331, 0.59, 2.549, 0.834, 0.376, 0
0.2, 1.367, 1.592, -0.523, -0.196, 0
0.624, 2.58, -0.602, -0.237, -0.133, 0
0.773, 2.314, 1.457, 0.646, 0.835, 1
0.154, 0.343, 0.452, -0.59, 1.742, 0
1.335, 1.345, -0.219, -0.089, -0.055, 0
0.404, 1.284, 0.837, 0.448, -0.135, 0
0.438, 2.465, -0.387, -0.202, -0.194, 0
0.673, 0.596, 0.65, 2.123, -0.553, 1
0.116, 0.471, 0.873, 2.121, -0.681, 1
-0.118, 0.497, 0.8, 1.743, -0.776, 1
1.131, 2.61, -0.358, -0.158, 0.22, 0
0.73, 1.373, -0.254, -0.109, -0.058, 0
2.133, 1.473, -0.194, -0.073, 0.09, 0
0.344, 1.233, 2.288, 0.942, 1.1, 1
0.132, 0.517, 0.811, 2.237, 0.0, 1
1.304, 2.718, -0.422, 0.257, 0.342, 0
0.178, 1.103, 1.556, -0.458, 0.0, 0
0.311, 1.405, 1.519, -0.45, -0.255, 0
0.445, 2.413, -0.593, -0.228, -0.133, 0
0.457, 3.001, -0.43, -0.189, -0.166, 0
0.437, 1.387, 2.311, -0.658, 0.499, 0
0.233, 0.543, 0.622, 1.316, 0.0, 1
0.523, 1.005, 1.486, 0.892, -0.351, 1
0.214, 0.546, 0.415, 1.385, -0.702, 1
0.283, 1.261, 2.762, -0.77, 0.0, 0
0.238, 1.519, 0.643, 0.27, 0.169, 0
0.51, 2.301, -0.573, -0.222, 0.0, 0
0.314, 3.283, -0.709, 0.342, -0.178, 0
0.219, 0.484, -0.573, -1.097, -0.629, 1
-0.523, -0.751, -0.851, -0.583, 1.304, 1
0.147, 0.417, 0.515, -0.73, 0.0, 0
0.064, 0.286, 0.689, 0.449, -0.448, 1
0.455, 2.558, -0.656, 0.573, 1.14, 0
1.414, 0.591, 0.157, 0.141, -0.205, 0
0.296, 1.804, 0.962, 0.416, -0.172, 0
0.262, 1.54, 2.029, -0.76, 0.65, 0
0.52, 0.38, 0.535, 1.639, 0.997, 1
0.221, 1.265, 1.291, 0.504, -0.197, 0
0.279, 0.892, 2.474, -0.531, -0.307, 0
-0.089, 1.333, -0.289, 0.746, -0.266, 0
0.216, 0.365, 0.371, 0.981, 1.464, 0
0.121, 0.671, 0.951, 2.188, 0.0, 0
2.414, 1.231, -0.281, 0.131, 0.278, 0
1.231, 1.8, 0.877, 1.553, -0.374, 1
0.94, 1.464, 1.335, 0.546, 1.342, 1
0.154, 0.339, 0.454, -0.625, 1.84, 0
0.404, 1.193, 1.848, 1.005, 0.0, 0
0.394, 2.329, 0.972, 0.7, 0.875, 1
0.233, 0.86, 2.49, -0.71, 0.547, 0
1.172, 1.957, -0.32, -0.146, 0.128, 0
2.967, 0.918, 0.8, 0.266, -0.115, 0
1.21, 2.364, -0.326, -0.155, 0.235, 0
0.079, 0.355, 0.635, 0.519, -0.39, 0
1.101, 0.717, -0.101, 0.068, -0.068, 0
0.305, 1.2, 1.679, 1.386, 0.0, 1
1.712, 2.499, -0.446, -0.162, -0.1, 0
0.201, 1.369, 1.387, 0.507, -0.177, 0
0.096, 0.498, 0.84, 0.849, 0.0, 1
0.128, 0.389, 0.516, 1.049, 0.0, 0
1.02, 0.605, 1.869, 1.409, 0.755, 1
0.243, 1.014, 2.373, 1.039, 0.0, 0
0.199, 0.636, 0.753, 1.258, 0.0, 1
0.17, 0.986, 2.489, -0.633, 0.0, 0
0.218, 0.816, 1.317, 2.113, -0.655, 0
1.592, 1.644, 0.581, -0.183, -0.11, 0
0.444, 0.698, 2.216, 0.741, 0.647, 1
0.461, 0.585, 1.306, 1.773, -0.505, 0
0.651, 2.023, 1.176, -0.344, -0.18, 0
1.061, 2.04, -0.56, -0.277, -0.191, 0
0.31, 1.074, 2.474, 1.139, -0.467, 0
1.031, 0.584, 1.866, 1.532, -0.672, 1
2.131, 1.245, 0.448, 0.45, 0.656, 0
2.31, 0.325, 0.38, -0.085, 0.071, 0
1.453, 0.562, 0.181, 0.148, -0.072, 0
0.267, 1.331, 2.875, -0.911, 0.0, 0
1.023, 1.009, -0.209, -0.085, -0.06, 0
0.757, 1.605, 0.535, 0.236, -0.099, 0
0.213, 0.325, 0.7, 1.941, 1.284, 1
0.108, 0.355, 0.418, 0.592, 2.053, 0
0.892, 1.429, 0.88, 1.151, -0.472, 1
0.265, 1.079, 2.209, -0.673, -0.831, 1
1.526, 1.931, -0.374, -0.265, 0.867, 0
0.568, 2.495, 1.506, -0.485, 0.0, 0
0.403, 0.391, 1.954, 1.141, -0.683, 1
0.643, 1.547, -0.301, 0.156, -0.065, 0
0.381, 0.55, 1.864, 1.204, -0.368, 0
0.311, 2.639, -0.463, -0.193, -0.265, 0
0.093, 0.281, 0.371, 0.441, 0.0, 0
0.397, 0.966, 2.131, 1.183, 0.535, 0
2.205, 0.544, 0.162, 0.096, -0.072, 0
1.014, 0.653, 1.828, 1.07, 1.297, 1
0.257, 1.029, 2.142, 1.26, 0.0, 1
1.214, 2.723, 0.921, 0.318, -0.138, 0
0.2, 0.506, 0.833, 0.837, 0.0, 1
0.322, 1.981, 1.185, 0.856, 1.153, 1
2.696, -0.22, 0.158, 0.09, 0.078, 0
3.126, 0.482, 0.232, -0.141, 0.524, 0
0.668, 1.559, -0.3, -0.128, -0.07, 0
0.334, 1.478, 2.134, -0.654, 0.593, 0
0.907, 1.906, -0.415, -0.155, -0.101, 0
1.062, 2.243, -0.394, -0.199, -0.175, 0
0.109, 0.697, 0.322, 0.579, 0.0, 1
0.288, 0.891, 1.932, 1.42, -0.454, 0
-0.239, -0.788, -0.517, -0.287, -0.152, 0
0.234, 1.794, 2.113, -0.749, -0.285, 0
0.895, 0.559, 1.321, 1.421, 1.516, 1
-0.114, 1.272, 2.177, -0.644, -0.36, 0
0.214, 0.601, 2.278, -0.771, -0.904, 1
1.059, 2.209, 0.967, -0.361, -0.145, 1
2.971, 0.48, 1.235, -0.285, -0.114, 0
0.274, 2.028, 0.992, 0.406, 0.0, 0
0.309, 2.255, 0.725, 0.299, -0.229, 0
0.864, 2.364, 1.147, -0.284, -0.152, 0
0.236, 0.995, 0.492, 0.489, 0.525, 0
0.309, 2.547, -0.477, 0.494, -0.168, 0
1.246, 2.16, -0.339, 0.221, 0.151, 0
0.312, 0.847, 1.561, 2.785, -0.707, 1
0.735, 3.15, -0.74, 0.478, 0.19, 0
0.19, 1.045, 1.586, -0.476, 0.0, 0
0.449, 2.339, 1.345, 1.411, -0.354, 1
2.991, 0.411, -0.115, 0.109, 0.104, 0
-0.83, 1.088, -0.284, -0.135, 0.071, 0
0.313, 2.116, 1.494, 0.734, 0.318, 0
0.222, 0.436, 0.52, 1.207, 1.687, 1
1.027, 0.821, 1.077, 1.064, 0.469, 1
2.041, 0.906, 0.385, 0.279, 0.474, 0
0.106, 0.458, 0.931, 0.0, 0.0, 0
0.999, 1.019, 1.141, 0.752, -0.279, 1
-0.26, -0.825, -1.641, -1.494, 0.0, 0
0.093, 0.613, 1.14, 1.183, 0.0, 1
0.127, 0.705, 1.639, 2.19, 0.0, 0
0.232, 0.77, 1.629, 0.881, -0.4, 1
0.259, 1.255, 2.004, -0.496, -0.265, 1
1.18, 0.843, 0.243, 0.104, 0.104, 0
0.215, 0.611, 1.407, -0.446, 0.477, 1
1.441, 0.97, 0.396, 0.265, -0.163, 0
-0.052, 0.651, 1.207, 1.263, 0.0, 1
0.455, 2.401, -0.457, -0.242, -0.123, 0
0.959, 1.399, -0.252, -0.1, -0.055, 0
0.268, 1.333, 2.89, -0.748, 0.0, 0
0.486, 1.088, 2.141, 1.099, 0.467, 0
0.569, 0.908, 2.019, -0.531, -0.226, 1
0.577, 2.804, -0.435, 1.197, -0.349, 0
0.584, 1.413, 2.371, -0.653, -0.275, 1
-0.239, 0.7, 0.858, 1.292, 1.084, 1
0.723, 1.59, -0.364, -0.139, 0.101, 0
0.257, 1.09, 1.917, -0.443, -0.233, 0
0.373, 1.299, 1.945, 0.86, 1.325, 1
1.943, 1.012, 0.188, 0.151, 0.136, 0
0.391, 0.905, 0.689, 0.987, 0.0, 1
0.96, 0.431, 1.293, 1.326, 0.919, 1
0.6, 2.234, 1.442, -0.237, -0.152, 0
0.27, 2.186, 0.949, -0.248, 0.219, 0
0.469, 1.774, -0.391, -0.157, -0.101, 0
0.382, 1.752, 0.792, 0.371, -0.183, 0
0.331, 1.163, 1.909, 1.493, 1.117, 1
1.086, 1.046, 0.254, 0.202, -0.089, 0
1.301, 2.515, 1.07, 0.553, -0.166, 0
0.625, 2.852, -0.563, -0.289, -0.176, 0
0.724, 2.438, -0.479, 0.3, -0.289, 0
0.249, 0.569, 0.933, 2.165, -1.034, 1
1.824, 0.597, 0.173, 0.117, 0.121, 0
3.347, 0.482, 0.237, 0.666, -0.18, 0
1.036, 2.396, -0.503, 1.399, -0.376, 0
1.547, 1.178, -0.218, 0.128, 0.071, 0
0.158, 0.378, 1.059, -0.398, 0.495, 1
0.313, 1.268, 2.852, -0.841, -0.445, 0
0.316, 0.62, 1.236, -0.518, 0.0, 1
0.276, 0.904, 2.035, 1.594, 0.0, 0
1.461, 1.555, 0.384, 0.271, 0.149, 0
0.048, 0.234, 0.294, 0.469, -1.092, 0
1.205, 0.721, 2.708, -0.604, -0.236, 1
1.84, -0.254, 0.245, 0.153, -0.101, 0
0.086, 0.308, 0.272, 0.451, -0.367, 0
0.298, 0.642, 1.59, 0.778, 0.713, 1
0.575, 2.035, 0.566, 1.846, -0.496, 0
0.282, 1.739, 0.825, 0.329, 0.161, 0
2.287, -0.234, 0.215, 0.176, -0.085, 0
0.377, 0.522, 1.817, 1.39, -0.38, 0
1.115, 2.261, -0.346, 0.275, -0.156, 0
0.462, 2.139, -0.388, -0.164, -0.089, 0
0.636, 0.675, 1.915, 1.532, 0.726, 1
0.416, 0.399, 0.933, 1.108, 0.775, 0
0.165, 1.198, 1.256, 0.469, -0.198, 0
0.374, 1.266, 2.692, 1.077, -0.376, 0
1.078, 0.9, 2.517, -0.649, 0.383, 1
0.074, 0.373, 0.308, 0.423, 0.0, 0
0.327, 1.581, 0.726, 0.274, 0.0, 0
0.351, 2.237, 1.065, -0.617, 1.332, 0
0.525, 0.974, 1.819, -0.586, 0.362, 0
0.252, 0.623, 1.68, -0.671, 2.141, 1
0.29, 1.224, 2.774, -0.656, -0.308, 0
0.288, 0.765, 0.644, 1.642, 1.58, 0
1.158, 2.391, 1.307, -0.248, -0.129, 1
0.101, 0.629, 0.293, 0.74, 1.562, 1
0.37, 0.81, 0.888, 1.628, -1.039, 1
0.578, 1.929, -0.437, -0.193, 0.0, 0
0.229, 1.118, 1.829, -0.555, 0.0, 0
1.569, 1.44, -0.223, 0.129, -0.079, 0
1.11, 0.729, -0.13, 0.089, 0.094, 0
0.27, 1.806, 1.146, 0.434, -0.177, 0
0.205, 0.629, 0.904, 1.653, -0.468, 0
0.675, 1.505, 1.339, 0.665, 0.878, 0
3.432, -0.312, 0.137, -0.075, -0.053, 0
-0.199, -0.562, 1.513, 1.824, -0.622, 0
0.687, 1.871, 0.637, 0.378, -0.286, 1
2.56, 1.439, 0.356, 0.391, 0.324, 0
0.234, 0.48, 1.111, -0.947, 2.373, 1
0.32, 1.062, 2.934, -0.96, -0.502, 0
2.91, 0.359, 0.285, 0.149, -0.081, 0
2.708, 0.925, -0.223, -0.075, -0.05, 0
0.206, 1.121, 1.296, 0.498, -0.246, 0
2.116, 0.488, 0.105, 0.094, -0.05, 0
0.185, 1.098, 2.485, -0.698, -0.39, 0
0.411, 0.736, 2.119, 0.839, -0.451, 1
0.765, 2.815, -0.525, 0.811, -0.284, 0
-0.144, -0.563, -1.041, -0.916, 0.0, 1
1.411, 2.01, -0.329, -0.128, 0.12, 0
3.644, -0.294, 0.159, -0.072, -0.045, 0
-0.309, 0.907, 1.961, -0.659, -0.371, 0
0.169, 1.034, 0.889, 1.278, 0.0, 1
0.539, 0.653, 2.008, 0.62, 0.753, 1
0.496, 1.171, 2.48, 0.947, -0.352, 1
1.058, 2.479, -0.455, 1.436, -0.286, 1
0.681, 1.257, 2.31, 1.406, 0.0, 1
3.164, 0.728, -0.145, 0.101, 0.054, 0
2.429, 0.968, 0.646, 1.022, -0.311, 0
0.417, 0.567, 0.905, 1.194, 0.0, 1
0.642, 1.871, -0.317, -0.141, 0.0, 0
0.385, 0.67, 2.206, 0.839, 0.794, 1
0.832, 3.36, -0.573, 0.593, 0.305, 0
0.978, 1.539, 0.567, -0.178, 0.141, 0
0.313, 1.214, 0.8, 1.077, 0.748, 1
0.44, 0.728, 0.847, 1.453, -0.995, 1
2.839, 1.081, 0.315, -0.237, 0.313, 0
1.232, 1.285, 1.167, 0.435, 0.239, 1
0.166, 0.589, 0.587, 2.079, -0.769, 0
0.22, 0.535, 0.665, 1.348, 0.0, 1
2.377, 0.65, -0.122, -0.071, 0.047, 0
1.098, 1.264, 2.397, -0.485, -0.22, 1
-0.132, -0.333, -0.785, -0.982, -0.628, 0
0.518, 0.819, 2.246, 1.016, 1.261, 1
1.257, 2.24, -0.391, 0.233, -0.237, 0
1.146, 2.519, -0.43, -0.18, 0.125, 0
0.215, 0.523, 0.517, 1.435, -0.934, 1
0.582, 0.401, 1.882, 1.017, 0.0, 1
0.139, 0.384, 0.803, 1.56, 1.075, 0
0.95, 0.555, 1.311, 1.481, 1.495, 1
0.608, 3.531, -0.689, 0.293, -0.151, 0
0.273, 1.982, 1.041, 0.567, -0.411, 0
0.639, 2.884, 0.871, -0.377, -0.143, 0
0.336, 1.536, 2.01, -0.623, -0.394, 0
0.224, 0.558, 0.638, 1.559, 0.0, 1
2.347, 0.928, 0.413, -0.108, -0.065, 0
2.475, 1.325, 0.652, 0.697, -0.201, 0
0.912, 1.59, 0.28, 0.121, 0.067, 0
0.096, 0.61, 0.542, 0.591, 0.749, 0
0.427, -1.045, -1.089, -0.444, -0.286, 0
0.265, 2.037, 0.992, 0.625, 0.0, 0
0.251, 0.542, 0.61, -0.615, 0.0, 0
0.936, 2.357, 1.622, 0.519, -0.174, 1
1.843, 1.023, 0.369, 0.204, -0.137, 0
0.119, 0.604, 0.831, 2.457, -0.836, 0
0.521, 1.331, 2.356, 0.887, -0.3, 1
0.512, 0.87, -1.3, 0.649, -0.324, 1
1.798, 1.851, -0.275, -0.124, 0.163, 0
0.621, 1.749, -0.436, -0.183, -0.103, 0
0.228, 0.881, 0.792, 2.501, 0.0, 1
2.063, 1.161, -0.167, 0.103, 0.107, 0
1.136, 0.603, 1.704, 0.636, -0.259, 1
0.568, 0.892, 1.698, 0.848, -0.513, 0
0.09, 0.314, 0.445, 1.544, 0.0, 0
0.355, 1.816, 2.572, -0.621, -0.272, 0
1.492, 0.795, -0.142, 0.108, 0.082, 0
0.771, 2.719, -0.412, -0.168, -0.124, 0
0.412, 2.118, -0.434, 0.226, 0.134, 0
0.227, 1.27, 1.582, -0.591, -0.315, 0
0.222, 1.017, 2.425, 1.076, -0.367, 0
0.106, 0.635, 0.252, 0.453, 0.944, 1
0.58, 2.541, -0.342, -0.165, 0.153, 0
0.445, 0.965, 2.056, 0.958, 1.31, 1
1.099, 1.843, 1.035, 1.369, -0.462, 1
1.466, 1.697, 0.485, 0.284, -0.18, 0
0.302, 0.697, 0.709, 1.227, -0.737, 1
3.414, -0.301, 0.136, -0.074, -0.053, 0
0.266, 3.155, -0.48, 0.434, 1.022, 0
1.256, 2.372, 1.134, -0.324, -0.129, 1
0.701, 2.062, -0.513, -0.242, -0.126, 0
0.391, 1.276, 2.268, -0.721, 0.0, 0
1.796, 0.858, 0.313, 0.189, -0.131, 0
0.322, 1.754, 0.628, 0.269, -0.096, 0
1.199, 2.525, 1.24, -0.326, -0.166, 1
0.572, 2.469, 1.182, 0.83, -0.371, 1
1.396, 1.149, 0.981, 0.662, 1.499, 1
0.121, 0.635, 0.584, 1.534, 0.0, 0
2.437, 1.018, -0.281, 0.182, 0.2, 0
0.329, 2.133, 0.924, 0.436, -0.326, 1
2.611, 0.661, 0.164, 0.104, -0.053, 0
0.562, 1.253, 2.338, -0.668, -0.28, 1
1.601, 0.836, 0.433, -0.131, -0.055, 0
0.131, 0.617, 0.545, 0.897, 0.0, 0
3.359, -0.241, 0.195, -0.085, 0.085, 0
0.598, 2.171, 0.671, 0.332, 0.201, 0
0.365, 0.433, 0.894, 1.979, -0.535, 0
0.465, 1.193, 1.433, 1.55, -0.688, 1
0.18, 0.679, 0.923, 1.823, -0.782, 1
2.101, 1.502, -0.196, -0.085, 0.09, 0
0.134, 0.651, 1.536, 2.12, 0.0, 0
0.126, 0.732, 1.483, 1.451, 0.521, 0
0.699, 2.221, 1.728, -0.482, -0.21, 0
0.385, 2.111, -0.414, 0.214, -0.128, 0
1.414, 1.694, 0.626, -0.195, -0.117, 0
0.327, 0.659, 0.765, 2.197, 2.149, 1
3.132, 0.557, -0.134, 0.18, -0.066, 0
0.147, 0.625, 0.666, 0.87, -0.562, 1
0.044, 0.301, 0.313, 0.459, -0.43, 0
0.281, 0.867, 1.923, -0.525, 0.0, 0
1.309, 0.768, 1.78, 1.657, -0.414, 1
0.228, 1.054, 0.309, 0.479, 0.546, 0
0.131, 0.263, 0.266, -0.386, 0.786, 1
-0.102, -0.549, -1.168, -1.359, -0.633, 0
2.21, 1.84, 0.387, 0.952, -0.245, 0
1.031, 1.627, -0.29, 0.171, -0.099, 0
1.296, 2.241, -0.417, 0.214, 0.141, 0
1.079, 2.734, 0.668, 0.416, 0.213, 1
0.533, 2.235, 0.944, 0.496, 0.0, 0
1.228, 0.904, 0.271, 0.108, 0.082, 0
0.365, 0.882, 1.195, 1.149, 0.78, 1
0.301, 1.934, 1.666, 0.695, -0.315, 0
0.918, 0.758, -0.161, 0.075, -0.044, 0
0.361, 2.716, 0.915, -0.475, -0.19, 0
0.216, 0.376, 0.622, 1.729, 1.369, 1
0.917, 2.238, -0.446, 0.247, -0.135, 0
0.555, 2.557, 1.385, 0.578, 0.0, 0
0.127, 0.522, 0.881, 1.744, 0.0, 1
0.299, 0.849, 1.679, -0.609, 0.507, 1
2.781, 0.932, 0.3, 0.177, -0.177, 0
0.477, 1.051, 1.546, 1.689, -0.494, 1
0.283, 1.008, 2.195, -0.895, 0.0, 0
0.308, 1.214, 0.546, 0.307, 0.0, 0
1.821, 1.432, 0.518, 0.343, 0.651, 0
1.781, 1.995, -0.36, -0.139, -0.105, 0
0.09, 0.324, 0.286, 0.468, -0.391, 0
0.113, 0.409, 0.382, 0.994, 1.09, 0
0.273, 1.03, 1.515, 0.792, 0.411, 0
0.403, 0.357, 1.871, 1.133, -0.724, 1
0.885, 0.328, 1.847, 0.751, 0.387, 1
0.205, 0.765, -0.71, 2.161, -0.94, 1
0.726, 2.701, 1.131, 0.416, -0.184, 0
1.284, 1.71, -0.321, 0.249, -0.181, 0
0.333, 0.427, 0.952, 2.152, -0.796, 0
0.228, 0.845, 1.897, -0.56, -0.294, 0
0.315, 1.222, 2.196, -0.605, -0.437, 0
1.304, 1.082, 0.306, 0.137, 0.104, 0
1.198, 2.258, 0.673, -0.462, 0.786, 0
0.596, 2.869, -0.439, 0.242, 0.196, 0
0.349, 1.248, 2.225, -0.7, 0.49, 0
2.473, 0.334, 0.206, 0.208, -0.063, 0
0.885, 1.789, 1.276, 1.406, -0.496, 1
1.364, 1.941, -0.341, -0.129, -0.075, 0
0.345, 2.885, -0.651, 0.618, 1.117, 0
0.137, 0.621, 1.369, 2.234, 0.0, 0
2.406, -0.221, 0.216, 0.198, -0.067, 0
2.039, 0.855, 0.166, 0.124, 0.102, 0
0.477, 0.953, 1.616, -0.338, -0.166, 0
0.091, 0.283, 0.337, 0.456, 0.0, 0
0.139, 1.504, 1.462, -0.766, 0.0, 0
0.638, 3.104, -0.52, -0.249, -0.125, 0
0.65, 3.308, -0.468, -0.263, 0.6, 0
0.144, 0.888, 1.537, 1.646, -0.601, 0
