@relation vowel
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 2, 0, -1.012, 0.516, -2.041, 0.32, -0.634, 1.969, 0.041, 1.414, -0.687, 0.047, 1
0, 2, 0, -2.176, 1.952, -0.144, 1.659, -1.128, 0.28, -0.658, 1.346, 0.0080, 0.505, 4
0, 2, 0, -3.549, 1.905, -0.509, 1.963, -1.2, 0.847, -0.157, 0.842, 0.625, -0.586, 8
0, 2, 0, -1.123, 0.415, -1.954, 0.563, -0.465, 1.983, 0.027, 1.614, -0.568, 0.0070, 1
0, 2, 0, -3.693, 3.067, -0.273, 1.619, -1.905, 0.045, 0.0060, 1.347, 0.346, 0.36, 7
0, 3, 0, -2.439, 0.789, 0.082, 0.242, -0.693, 0.595, -0.353, 0.702, 0.413, 0.098, 10
0, 3, 0, -3.24, 1.749, 0.959, 1.071, -1.188, 0.018, -1.024, 0.664, 1.007, 0.443, 6
0, 3, 0, -3.565, 1.363, 0.958, 1.976, -1.268, 0.091, -1.363, 0.72, 0.738, 1.145, 7
0, 3, 0, -3.198, 1.373, 0.392, 0.423, -1.203, 0.656, -0.428, 0.994, 0.576, 0.865, 8
0, 3, 0, -1.764, 0.888, -1.001, 0.197, 0.3, 0.66, 0.159, 0.557, -0.301, -0.65, 2
0, 3, 0, -4.066, 1.05, -0.049, 0.458, -0.357, 1.331, -0.129, 0.848, 0.509, 0.317, 9
0, 3, 0, -2.475, 1.498, 0.864, 0.397, -1.17, -0.234, -0.388, 0.825, 0.16, 0.057, 4
0, 3, 0, -2.507, 1.528, 0.852, 0.331, -1.231, -0.259, -0.265, 0.856, 0.07, 0.069, 4
0, 4, 1, -1.566, 0.93, -0.181, -0.155, -0.164, -0.277, 0.144, -0.047, -0.694, 0.282, 3
0, 4, 1, -3.224, 0.487, 0.822, 1.324, 0.753, 0.352, -0.976, -0.562, -0.489, 0.172, 1
0, 4, 1, -2.923, 0.919, -0.231, -0.307, 0.075, 0.265, 0.403, 0.691, -1.012, -0.157, 10
0, 4, 1, -4.314, 2.322, 0.58, 0.279, 0.702, 0.532, -0.068, 0.814, -0.917, -1.109, 9
0, 4, 1, -3.02, 1.033, -0.238, -0.286, 0.088, 0.235, 0.372, 0.563, -1.027, -0.151, 10
0, 4, 1, -2.986, 2.072, -0.311, -0.083, -0.878, 0.449, 0.916, 0.082, -0.905, -0.109, 4
0, 4, 1, -3.253, 1.025, -0.286, 0.713, -0.036, 0.539, 0.476, -0.116, -0.945, -0.108, 5
0, 5, 1, -3.268, -0.079, -0.693, 0.763, 1.043, 1.194, 0.892, -1.293, -1.033, 0.199, 0
0, 5, 1, -2.693, 0.771, -0.87, 1.341, 0.317, 0.925, -0.328, -0.169, -0.936, 0.399, 2
0, 5, 1, -4.228, 3.111, -0.38, 1.16, -1.188, -0.362, 0.516, 0.507, 0.669, -0.074, 7
0, 5, 1, -3.775, 2.188, -1.017, 0.687, -0.464, 1.189, -0.157, 1.673, -0.024, -1.144, 8
0, 5, 1, -3.046, 1.462, -0.823, 0.935, -0.44, 0.849, 0.085, 0.865, -0.178, -0.954, 10
0, 5, 1, -4.788, 3.632, -0.71, 0.3, 0.366, -0.121, 0.403, -0.016, 0.124, -1.32, 9
0, 5, 1, -3.858, 0.115, 0.05, 1.17, 0.975, 0.703, 0.585, -1.191, -1.172, -0.076, 0
0, 5, 1, -2.952, 0.777, -0.74, 1.311, 0.424, 0.853, -0.319, -0.082, -1.456, 0.616, 2
0, 5, 1, -3.846, 1.426, -0.607, 1.434, -0.072, 1.13, -0.535, 1.159, -0.123, -0.385, 8
0, 6, 1, -2.889, -0.039, -0.494, 0.719, 1.104, 1.003, -0.415, 0.097, -0.855, 0.356, 1
0, 6, 1, -2.282, 0.673, -0.798, 1.286, 0.308, 0.01, -0.411, -0.61, -0.266, 0.584, 2
0, 6, 1, -4.384, 3.721, -0.905, -0.965, -0.16, 0.498, 0.809, 0.66, -0.613, -0.831, 7
0, 6, 1, -2.922, 2.621, 0.214, 0.122, -1.477, -0.173, 0.045, 1.38, -0.635, -0.757, 6
0, 6, 1, -2.729, 2.104, -0.505, 0.138, -0.533, 0.455, 0.148, -0.407, -1.059, 0.625, 5
0, 6, 1, -2.907, 1.992, -0.904, 0.205, 0.011, 0.346, -0.031, -0.148, -1.262, 0.487, 10
0, 6, 1, -4.403, 3.602, -0.945, -0.934, 0.041, 0.409, 1.003, 0.47, -0.477, -0.621, 7
0, 6, 1, -5.211, 2.544, 0.82, -0.333, 0.447, 0.226, 0.127, 0.89, -1.389, -0.304, 9
0, 7, 1, -3.494, 1.207, -0.607, 0.242, -0.43, 0.131, 0.236, 0.545, -0.593, 0.678, 3
0, 7, 1, -3.133, 1.983, -1.398, 0.254, -0.667, 0.532, 0.389, -0.178, -0.584, 0.844, 5
0, 7, 1, -4.125, 2.3, -0.167, -0.27, 0.103, 0.32, -0.467, -0.254, -0.415, 0.863, 10
0, 7, 1, -4.474, 4.569, -1.069, -1.409, 0.137, 1.049, 0.071, 0.877, -1.355, -0.167, 7
0, 7, 1, -4.475, 4.064, -0.927, -0.678, 0.599, 0.445, 0.224, 0.103, -1.336, -0.192, 8
0, 7, 1, -3.828, 2.367, -0.836, -0.343, -0.466, 0.116, 1.172, -0.175, -0.275, 0.117, 4
0, 7, 1, -4.316, 1.272, -0.087, 1.285, 0.126, -0.128, -0.286, -0.463, -0.294, 0.691, 2
0, 7, 1, -5.105, 1.968, 1.14, 1.719, -0.443, -0.432, -0.969, -0.173, 0.551, 0.176, 0
1, 8, 0, -1.149, -0.904, -1.988, 0.739, -0.06, 1.206, 0.864, 1.196, -0.3, -0.467, 0
1, 8, 0, -3.839, 1.248, 0.83, 0.982, -1.11, 0.617, -0.751, 0.084, 0.309, 1.125, 8
1, 8, 0, -2.696, 3.129, -0.52, 0.294, -0.989, 0.019, -0.066, 1.106, 0.361, -0.396, 4
1, 8, 0, -2.592, 1.617, 0.267, 0.38, -0.777, 0.487, -0.206, 0.733, 0.592, -0.403, 5
1, 8, 0, -3.915, 2.158, 0.781, 0.643, -1.023, 0.598, -0.718, 0.274, 0.376, 0.77, 8
1, 8, 0, -1.89, 0.207, -1.161, 0.027, -0.047, 1.581, 0.277, 1.129, 0.366, -0.25, 1
1, 8, 0, -2.677, 0.486, -0.061, 0.517, 0.222, 1.102, -0.425, -0.096, -0.373, -0.484, 2
1, 8, 0, -2.698, -1.027, -0.94, 1.796, 0.392, 1.33, 0.866, 0.781, -0.838, -0.663, 0
1, 8, 0, -1.358, 0.136, -1.082, -0.148, -0.609, 1.464, 0.144, 1.149, 0.481, 0.119, 1
1, 8, 0, -3.038, 2.475, 0.024, 0.508, -0.737, -0.102, -0.358, 0.706, 0.6, -0.209, 4
1, 9, 0, -2.045, 0.819, -1.46, 0.652, -0.701, 0.352, -0.087, 0.793, -0.567, -0.013, 2
1, 9, 0, -3.19, 3.101, -1.659, -0.182, -0.436, 0.828, 0.272, 0.502, -0.857, -0.516, 6
1, 10, 0, -2.969, 3.128, 0.504, -0.487, -1.371, 0.704, 0.66, 0.676, 0.469, -0.525, 6
1, 10, 0, -2.951, 2.64, 0.832, -0.387, -1.502, 0.272, 0.756, 0.538, 0.616, -0.399, 6
1, 10, 0, -4.083, 2.315, -0.375, 0.52, -0.019, -0.211, -0.172, 1.054, 0.387, 0.168, 8
1, 10, 0, -4.122, 3.177, 0.529, -0.176, -1.307, 0.132, -0.279, 1.353, 0.458, -0.0090, 7
1, 11, 0, -2.101, 1.502, -0.322, -0.363, 0.026, 0.116, 0.162, -0.074, -0.106, -0.397, 3
1, 11, 0, -4.022, 0.941, -0.623, 1.461, 0.02, 1.904, -0.074, 0.464, -0.541, -0.211, 9
1, 11, 0, -2.377, -0.266, -1.371, 1.09, 0.24, 1.843, 0.107, 0.702, -1.256, -0.62, 0
1, 11, 0, -3.911, 3.703, -1.965, 0.132, -0.209, 0.929, 0.811, 0.495, -0.142, -0.519, 7
1, 11, 0, -2.382, -0.294, -1.397, 1.051, 0.211, 1.901, 0.151, 0.654, -1.286, -0.609, 0
1, 11, 0, -3.242, 1.802, -0.482, 0.699, 0.424, 0.337, 0.115, 0.272, -0.205, -1.074, 10
1, 11, 0, -2.289, 1.106, -0.816, 0.228, 0.867, 0.616, 0.338, 0.298, -0.843, -0.832, 2
1, 11, 0, -2.58, 1.608, -0.311, 0.273, -0.148, 0.262, -0.062, 0.167, 0.337, -0.692, 5
1, 12, 1, -2.027, 2.157, -0.297, -0.211, -0.266, 0.086, -0.176, -0.179, -0.283, 0.292, 3
1, 12, 1, -3.44, 3.203, -0.698, -0.86, -0.542, 1.503, 0.922, 0.467, -0.183, -0.919, 7
1, 12, 1, -1.948, 2.143, -0.068, -0.211, -0.238, 0.263, -0.27, -0.238, -0.342, 0.147, 3
1, 12, 1, -3.189, 2.62, -0.833, 0.45, 0.0090, 0.444, -0.348, 0.126, -0.614, 0.081, 10
1, 12, 1, -2.021, 2.493, -0.416, -0.116, 0.094, -0.033, -0.4, -0.08, -0.136, 0.069, 3
1, 13, 1, -4.013, 2.101, 0.295, 1.292, 0.45, -0.024, -0.565, -0.588, -0.343, 0.695, 1
1, 13, 1, -3.206, 1.899, -0.933, 0.733, 0.261, 0.565, -0.225, -0.339, -0.677, 0.765, 5
1, 13, 1, -3.194, 1.589, -0.774, 0.814, -1.087, 0.618, 0.218, -0.45, -0.0030, 0.526, 3
1, 13, 1, -2.928, 2.83, -1.361, 0.323, -0.739, 1.431, 0.0020, -0.172, -0.939, 0.607, 4
1, 13, 1, -3.567, 2.081, -0.579, 0.845, 0.126, 0.381, -0.179, -0.51, -0.846, 0.987, 5
1, 14, 1, -3.836, 0.508, 0.645, 1.721, 0.28, 0.303, -0.911, -0.592, -0.631, 1.023, 0
1, 14, 1, -3.074, 3.062, -1.47, -0.379, 0.233, 0.789, -0.099, -0.135, -0.395, 0.572, 4
1, 14, 1, -4.094, 2.499, -0.149, 1.017, 0.683, 0.536, -1.023, -0.127, -1.142, -0.421, 9
1, 14, 1, -3.095, 2.851, -0.816, -0.396, -0.603, 1.09, 0.567, 0.743, -0.677, 0.052, 6
