@relation vowel
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 1, 0, -2.922, 1.516, -0.0020, -0.353, -0.464, 1.184, 0.383, -0.175, -0.346, -0.033, 10
0, 1, 0, -1.912, 1.554, -1.455, -0.017, -0.118, 0.27, -0.037, 0.163, -0.027, -0.474, 3
0, 1, 0, -4.232, 3.035, 0.428, 0.497, -1.374, 0.549, 0.133, 0.232, 0.129, 0.487, 8
0, 1, 0, -1.804, 0.431, -1.0, -0.427, -0.094, 0.848, 0.084, 0.636, -0.275, -0.214, 2
0, 1, 0, -2.788, 3.194, -1.142, -0.313, -0.58, 0.357, 0.281, 0.082, 0.109, -0.858, 4
0, 2, 0, -3.813, 3.705, -0.157, 1.561, -1.503, -0.366, -0.581, 1.412, 0.29, -0.099, 7
0, 2, 0, -4.333, 2.438, -0.219, 1.372, -0.761, 0.306, 0.594, -0.022, 1.103, 0.19, 9
0, 2, 0, -2.205, 1.804, -0.199, 1.773, -1.089, 0.312, -0.621, 1.247, 0.137, 0.406, 4
0, 2, 0, -4.376, 2.216, -0.269, 1.32, -0.66, 0.159, 0.719, 0.0080, 1.058, 0.472, 9
0, 2, 0, -2.52, 1.52, -0.959, 1.296, -1.103, 1.149, -0.268, 1.249, 0.092, -0.682, 10
0, 3, 0, -3.566, 1.504, 0.94, 1.829, -1.224, 0.178, -1.454, 0.92, 0.767, 1.059, 7
0, 3, 0, -1.507, -0.457, -1.728, 0.256, -0.081, 1.571, 0.556, 1.291, 0.121, -0.456, 0
0, 3, 0, -1.656, -0.496, -1.719, 0.363, -0.0020, 1.637, 0.535, 1.319, -0.012, -0.49, 0
0, 3, 0, -1.823, -0.578, -1.624, 0.52, 0.052, 1.711, 0.535, 1.318, -0.115, -0.505, 0
0, 3, 0, -2.554, 1.532, 0.812, 0.367, -1.208, -0.352, -0.252, 0.894, 0.05, 0.084, 4
0, 4, 1, -2.681, 0.531, 0.252, 1.239, 0.469, -0.339, -0.652, -0.417, -0.246, 0.412, 2
0, 4, 1, -3.485, -0.86, 0.582, 1.501, 0.578, 1.48, -0.663, -0.602, -0.318, 0.575, 0
0, 4, 1, -4.087, 2.555, 0.123, -0.151, 0.118, 0.474, 0.365, 0.495, -0.473, -0.886, 8
0, 4, 1, -3.003, 1.163, -0.45, 0.328, 0.097, 0.574, 0.427, -0.017, -1.146, -0.06, 5
0, 4, 1, -4.129, 2.686, 0.308, -0.125, 0.117, 0.393, 0.199, 0.308, -0.478, -0.909, 8
0, 4, 1, -3.293, 0.93, 0.522, 1.48, 0.249, -0.661, -0.643, -0.094, -0.132, 0.198, 2
0, 4, 1, -4.544, 3.046, 1.028, -0.016, 0.447, 0.884, -0.094, 0.885, -0.459, -1.099, 9
0, 4, 1, -2.711, 0.971, -0.023, 0.053, 0.101, -0.148, 0.382, 0.476, -1.05, -0.256, 10
0, 5, 1, -3.012, 1.628, -0.834, 0.975, -0.299, 0.926, 0.174, 0.836, -0.239, -1.144, 10
0, 5, 1, -3.901, 2.485, -0.95, 0.702, -0.47, 1.146, -0.109, 1.597, 0.146, -1.197, 8
0, 5, 1, -2.497, 1.692, -0.607, 0.02, -0.71, 0.612, 0.093, 0.272, -0.06, -0.507, 5
0, 5, 1, -2.75, 1.475, -0.848, 0.364, -0.275, 0.02, -0.0030, -0.782, -0.291, 0.167, 3
0, 6, 1, -4.21, 3.289, -0.106, -1.247, -0.683, 0.539, 0.579, 0.832, -0.035, -0.764, 7
0, 6, 1, -2.659, -0.101, -0.687, 0.697, 1.081, 1.045, -0.149, 0.184, -0.927, 0.327, 1
0, 6, 1, -2.353, 2.897, -0.433, -0.193, -0.715, 0.359, 0.26, 0.273, -1.206, 0.36, 5
0, 6, 1, -4.045, 2.193, 0.2, -0.745, 0.215, 0.387, 0.625, 1.477, -1.207, -0.27, 8
0, 6, 1, -2.563, 2.829, -0.283, -0.368, -1.593, 0.408, 0.121, 0.933, -0.946, -0.356, 4
0, 6, 1, -3.76, -0.32, -0.24, 1.273, 1.751, 1.125, 0.23, -0.723, -0.501, 0.315, 0
0, 6, 1, -2.081, 2.043, -0.521, 0.578, -0.463, -0.246, -0.041, -0.162, -0.814, 0.425, 3
0, 6, 1, -3.098, 2.525, -0.316, -0.322, -1.082, 0.285, 0.445, 0.847, -0.951, -0.707, 6
0, 7, 1, -3.417, 1.984, -1.148, 0.234, -0.778, 0.411, 0.494, 0.13, -0.704, 0.764, 5
0, 7, 1, -4.947, 4.637, -0.444, -0.953, -0.119, -0.249, 0.594, 0.27, -0.783, 0.265, 9
0, 7, 1, -5.143, 2.051, 1.216, 1.898, -0.555, -0.466, -0.842, 0.011, 0.461, 0.193, 0
0, 7, 1, -3.622, 1.111, -0.972, 0.399, -0.402, 0.527, 0.271, 0.373, -0.716, 0.943, 3
0, 7, 1, -3.85, 2.28, -1.055, -0.335, -0.164, 0.41, 0.913, -0.391, -0.338, 0.26, 4
0, 7, 1, -4.169, 1.799, -0.621, 0.025, 0.706, 0.362, -0.343, -0.049, -0.339, 0.22, 10
0, 7, 1, -4.426, 1.167, 0.0080, 1.315, 0.189, -0.297, -0.124, -0.244, -0.423, 0.684, 2
0, 7, 1, -4.065, 2.876, -0.856, -0.221, -0.533, 0.232, 0.855, 0.633, -1.452, 0.272, 6
1, 8, 0, -2.613, -0.092, -0.54, 0.484, 0.389, 1.741, 0.198, 0.257, -0.375, -0.604, 1
1, 8, 0, -2.895, 0.682, -0.151, 0.218, -0.689, 1.118, -0.264, 0.922, 0.757, 0.327, 10
1, 8, 0, -2.073, 0.088, -0.73, 0.296, -0.286, 1.75, 0.154, 1.078, 0.294, -0.174, 1
1, 8, 0, -2.295, 0.883, -0.619, -0.041, 0.143, 0.378, -0.602, 0.335, -0.114, -0.391, 3
1, 8, 0, -2.968, 2.149, 0.13, 0.676, -0.79, 0.112, -0.507, 0.762, 0.625, -0.272, 4
1, 9, 0, -3.262, 0.956, -0.791, 1.528, -0.021, 0.977, -0.121, 0.499, -0.99, -0.621, 1
1, 9, 0, -1.929, 0.777, -1.415, 0.598, -0.579, 0.215, -0.061, 0.733, -0.333, -0.235, 2
1, 9, 0, -3.173, 3.166, -1.501, -0.37, -0.437, 0.974, 0.179, 0.556, -0.794, -0.549, 6
1, 9, 0, -4.782, 3.325, -0.071, 0.663, -0.913, 1.012, -0.033, -0.103, 0.483, -0.202, 9
1, 9, 0, -3.711, 1.377, -0.584, 1.428, -0.033, 1.062, -0.127, 0.328, -1.092, -0.565, 1
1, 9, 0, -2.8, 2.609, -1.726, 0.036, -0.941, 1.039, 0.191, 0.044, -0.165, -0.234, 4
1, 10, 0, -4.602, 3.043, -0.959, 0.828, -0.298, 0.315, 0.423, 0.57, 0.387, -0.617, 9
1, 10, 0, -3.024, 3.26, 0.35, -0.577, -1.183, 0.872, 0.556, 0.762, 0.395, -0.665, 6
1, 10, 0, -3.983, 3.695, 0.096, -0.333, -1.01, 0.169, -0.108, 1.674, 0.262, -0.231, 7
1, 10, 0, -3.689, 1.367, -0.389, 0.376, 0.136, 0.343, 0.156, 1.01, -0.611, -0.551, 10
1, 10, 0, -2.817, 1.268, -1.127, 0.707, 0.399, 0.406, 0.289, 0.319, -0.691, -0.379, 2
1, 11, 0, -2.463, -0.197, -1.264, 1.15, 0.234, 1.833, 0.066, 0.738, -1.382, -0.498, 0
1, 11, 0, -2.131, 1.487, -0.302, -0.272, 0.012, 0.067, 0.149, 0.022, -0.133, -0.322, 3
1, 11, 0, -3.242, 2.901, -0.632, -0.332, -0.421, 0.226, 0.536, 0.142, 0.623, -0.616, 6
1, 11, 0, -3.329, 1.788, -0.517, 0.597, 0.503, 0.278, 0.121, 0.176, -0.159, -0.98, 10
1, 11, 0, -2.729, 1.595, -0.15, 0.167, 0.015, 0.377, 0.083, -0.038, 0.166, -0.672, 5
1, 11, 0, -4.457, 1.512, -0.514, 1.764, 0.063, 1.86, -0.332, 0.189, -0.521, -0.415, 9
1, 11, 0, -2.919, 0.463, -0.716, 0.957, 0.635, 0.833, 0.501, 0.048, -0.134, -0.638, 1
1, 12, 1, -2.702, 3.596, -0.57, -1.041, -0.709, 1.009, 0.403, 0.426, -1.013, -0.0090, 6
1, 12, 1, -3.961, 4.144, -0.934, -0.089, -0.612, 0.787, 0.326, 0.182, -0.487, -0.719, 8
1, 12, 1, -3.705, -0.204, 0.274, 1.569, 0.883, 1.366, -0.94, -0.691, -0.162, 0.598, 0
1, 12, 1, -2.64, 1.322, -0.111, 0.861, 0.026, -0.354, -0.425, 0.083, -0.235, 0.781, 2
1, 12, 1, -2.489, 2.401, -0.44, -0.367, -0.069, 0.533, 0.011, 0.118, -0.621, -0.188, 5
1, 12, 1, -3.376, 3.327, -0.797, -0.849, -0.681, 1.198, 0.838, 0.244, -0.298, -0.618, 7
1, 12, 1, -2.851, 1.412, -0.184, 1.281, 0.0, -0.146, -0.172, -0.419, -0.307, 0.874, 2
1, 13, 1, -2.942, 2.642, -1.217, 0.384, -0.994, 1.467, 0.134, -0.458, -0.465, 0.646, 4
1, 13, 1, -3.4, 3.441, -1.805, 0.814, -0.162, 1.445, -0.11, -0.499, -1.201, -0.046, 6
1, 13, 1, -4.083, 2.193, -0.492, 0.695, 0.251, 0.423, -0.558, -0.123, -0.53, 0.376, 8
1, 13, 1, -2.964, 1.154, -0.373, 1.511, -0.583, 0.152, -0.012, -0.949, -0.054, 1.16, 2
1, 13, 1, -3.99, 2.008, 0.503, 0.845, 0.774, -0.114, -0.641, -0.282, -0.734, 0.877, 1
1, 13, 1, -3.917, 1.925, 0.267, 1.361, 0.453, -0.19, -0.242, -0.633, -0.62, 1.039, 1
1, 14, 1, -4.047, 0.913, 0.734, 1.479, 0.258, 0.206, -1.117, -0.423, -0.336, 0.982, 0
1, 14, 1, -3.119, 3.135, -1.466, -0.352, -0.023, 0.752, 0.143, -0.231, -0.376, 0.721, 4
1, 14, 1, -3.977, 2.976, 0.309, -0.259, 0.026, 0.816, -0.317, 0.492, -0.674, -0.659, 8
1, 14, 1, -3.709, 1.665, 0.138, 1.551, 0.975, 0.923, -0.396, -0.234, -1.154, 0.736, 1
1, 14, 1, -2.627, 2.089, -1.434, 0.937, -0.615, 0.43, -0.311, -0.203, 0.038, 0.933, 3
1, 14, 1, -2.902, 2.988, -1.152, 0.057, -0.477, 0.622, 0.338, -0.368, -0.689, 0.793, 5
1, 14, 1, -2.918, 2.897, -1.069, -0.077, -0.261, 0.55, 0.317, -0.322, -0.776, 0.79, 5
1, 14, 1, -3.743, 3.629, -0.874, -0.79, -0.312, 1.759, 0.679, 0.565, -0.521, -0.485, 7
