@relation vowel
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
1, 12, 1, -3.269, 2.489, -0.76, 0.352, -0.092, 0.432, -0.27, 0.242, -0.523, 0.01, 10
1, 12, 1, -2.527, -0.926, -0.571, 1.613, 0.628, 1.229, -0.687, -0.808, -0.354, 0.625, 0
1, 12, 1, -3.396, 3.867, -1.029, -0.603, -0.573, 0.78, 1.209, 0.228, -0.673, -0.562, 7
1, 13, 1, -3.097, 1.385, -0.173, 1.392, -0.613, -0.143, -0.014, -0.565, -0.065, 1.129, 2
1, 13, 1, -3.065, 1.781, -0.915, 0.698, 0.175, 0.662, -0.086, -0.361, -0.774, 0.951, 5
1, 13, 1, -3.318, 3.395, -1.706, 0.753, -0.214, 1.431, -0.0, -0.192, -1.33, 0.03, 6
1, 13, 1, -3.029, 1.747, -0.899, 0.674, -1.046, 0.558, 0.204, -0.155, -0.237, 0.655, 3
1, 13, 1, -3.999, 2.138, 0.295, 1.086, 0.699, -0.127, -0.634, -0.4, -0.505, 0.856, 1
1, 13, 1, -3.554, 3.386, -1.703, 0.555, -0.072, 1.073, 0.237, -0.625, -1.067, -0.176, 6
1, 14, 1, -3.634, 3.589, -1.075, -0.709, 0.058, 1.051, 0.878, 0.627, -0.111, -0.437, 7
1, 14, 1, -2.643, 2.021, -1.265, 0.759, -0.442, 0.159, -0.032, -0.145, -0.164, 0.86, 3
1, 14, 1, -3.946, 2.545, 0.447, -0.0010, 0.043, 0.788, -0.102, 0.68, -0.637, -0.545, 8
1, 14, 1, -4.145, 2.739, -0.115, 0.907, 0.669, 0.478, -1.183, -0.24, -0.887, -0.365, 9
1, 14, 1, -3.5, 0.068, 0.533, 1.876, 0.363, 0.542, -0.982, -0.671, -1.006, 1.101, 0
1, 14, 1, -3.62, 1.066, 0.158, 1.393, 0.879, 1.02, -0.09, 0.087, -1.333, 0.585, 1
1, 14, 1, -3.468, 1.81, -0.39, 1.55, -0.084, -0.0080, -0.482, -0.231, -0.724, 0.967, 2
1, 14, 1, -2.795, 1.957, -1.259, 0.79, -0.274, 0.078, -0.114, 0.0050, -0.309, 1.142, 3
1, 14, 1, -3.002, 2.944, -1.379, -0.188, -0.131, 0.957, 0.346, -0.392, -0.711, 0.617, 4
1, 14, 1, -2.924, 2.731, -1.138, 0.066, 0.1, 0.683, 0.162, -0.399, -0.882, 0.827, 5
1, 14, 1, -3.239, 3.083, -1.427, -0.202, -0.282, 1.421, 0.576, 0.068, -0.914, 0.147, 6
1, 14, 1, -3.753, 3.605, -0.899, -0.747, -0.401, 1.765, 0.62, 0.754, -0.835, -0.301, 7
1, 14, 1, -3.98, 2.459, 0.068, 0.023, 0.237, 1.029, -0.189, 0.521, -0.773, -0.5, 8
1, 14, 1, -4.264, 2.925, 0.065, 0.794, 0.323, 0.515, -1.282, -0.14, -0.863, -0.39, 9
1, 14, 1, -3.291, 2.324, -0.679, 0.285, 0.441, 0.557, -0.227, 0.115, -1.046, 0.697, 10
