@relation vowel
@attribute TT integer [0, 1]
@attribute SpeakerNumber integer [0, 14]
@attribute Sex integer [0, 1]
@attribute F0 real [-5.211, -0.941]
@attribute F1 real [-1.274, 5.074]
@attribute F2 real [-2.487, 1.431]
@attribute F3 real [-1.409, 2.377]
@attribute F4 real [-2.127, 1.831]
@attribute F5 real [-0.836, 2.327]
@attribute F6 real [-1.537, 1.403]
@attribute F7 real [-1.293, 2.039]
@attribute F8 real [-1.613, 1.309]
@attribute F9 real [-1.68, 1.396]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}
@inputs TT, SpeakerNumber, Sex, F0, F1, F2, F3, F4, F5, F6, F7, F8, F9
@outputs Class
@data
0, 4, 1, -3.034, -1.274, 0.263, 1.521, 0.66, 1.622, -0.361, -0.468, -0.74, 0.517, 0
0, 4, 1, -3.118, 0.356, 0.377, 1.447, 0.868, 0.407, -0.915, -0.546, -0.637, 0.169, 1
0, 4, 1, -3.533, 2.319, 1.085, 0.247, -1.053, -0.429, -0.026, 1.305, -0.243, -0.671, 6
0, 4, 1, -2.445, 1.503, -0.677, -0.46, -0.14, -0.0020, 1.014, 0.061, -0.599, 0.175, 5
0, 4, 1, -3.406, 2.403, 1.025, 0.108, -1.1, -0.316, 0.099, 1.541, -0.304, -0.671, 6
0, 4, 1, -4.21, 3.869, 0.164, -0.047, -1.251, -0.102, 0.276, 0.919, 0.091, -0.159, 7
0, 4, 1, -2.942, 2.091, -0.353, -0.364, -0.61, 0.401, 0.864, 0.191, -0.764, -0.235, 4
0, 5, 1, -3.322, -0.303, -0.5, 0.963, 0.921, 0.981, 1.059, -1.079, -1.004, 0.112, 0
0, 5, 1, -3.844, 1.056, -0.19, 1.685, 0.617, 1.245, -0.811, -0.506, -1.128, 0.076, 1
0, 5, 1, -4.708, 3.269, -1.121, 0.701, 0.437, 0.176, 0.552, 0.0040, -0.168, -1.484, 9
0, 5, 1, -3.086, 1.01, -0.627, 1.508, 0.338, 0.747, -0.479, -0.323, -1.087, 0.645, 2
0, 5, 1, -2.511, 1.511, -0.555, 0.226, -0.735, 0.631, -0.0060, 0.52, -0.138, -0.651, 5
0, 5, 1, -4.885, 3.967, -0.948, 0.373, 0.255, -0.121, 0.43, -0.013, 0.018, -1.518, 9
0, 6, 1, -2.708, 2.396, 0.728, 0.336, -1.437, -0.344, -0.411, 1.469, -0.022, -0.717, 6
0, 6, 1, -4.07, 2.254, -0.28, -0.722, 0.696, 0.683, 0.243, 0.689, -1.45, 0.19, 8
0, 6, 1, -2.514, 0.558, -0.777, 1.299, 0.027, 0.247, -0.487, -0.653, -0.028, 0.481, 2
0, 6, 1, -3.096, 0.103, -0.452, 0.879, 1.067, 0.497, -0.296, -0.067, -0.973, 0.711, 1
0, 6, 1, -2.658, 2.739, -0.382, -0.31, -1.64, 0.081, 0.276, 0.884, -0.535, -0.548, 4
0, 7, 1, -5.124, 2.319, 1.413, 1.804, -0.277, -0.33, -0.746, 0.221, 0.06, 0.46, 0
0, 7, 1, -3.654, 1.222, -0.574, 0.248, -0.299, 0.158, 0.154, 0.553, -0.58, 0.617, 3
0, 7, 1, -3.765, 1.97, -0.955, 0.304, -0.735, 0.41, 0.38, 0.146, -0.536, 0.738, 5
0, 7, 1, -4.149, 1.129, -0.0080, 1.215, 0.39, -0.474, -0.4, -0.343, -0.344, 0.886, 2
0, 7, 1, -3.82, 1.705, -1.13, 0.45, -0.471, 0.665, 0.298, -0.175, -0.473, 0.848, 5
0, 7, 1, -3.622, 0.988, -1.108, 0.685, -0.693, 0.754, 0.442, 0.166, -0.458, 0.738, 3
1, 8, 0, -2.505, 0.632, -0.593, 0.304, 0.496, 0.824, -0.162, 0.181, -0.363, -0.764, 2
1, 8, 0, -3.816, 3.426, 0.224, -0.384, -1.733, 0.434, -0.322, 1.333, 0.653, 0.577, 7
1, 8, 0, -1.716, 1.186, -0.809, -0.515, -0.35, 0.29, -0.404, 0.678, 0.172, -0.212, 3
1, 8, 0, -2.971, 0.463, -0.195, 0.323, -0.625, 0.941, -0.327, 0.78, 0.552, 0.436, 10
1, 8, 0, -3.375, 1.779, -0.822, 0.382, -0.019, 0.845, 0.123, 0.767, 0.223, -0.337, 10
1, 8, 0, -3.312, -0.776, -0.504, 1.39, 0.86, 1.257, 0.222, 0.314, -0.715, -0.765, 0
1, 8, 0, -1.222, 0.491, -0.716, 0.0040, -0.323, 1.108, -0.148, 0.773, 0.387, -0.073, 2
1, 8, 0, -4.756, 0.965, 0.959, 2.287, -0.527, 0.454, -0.41, -0.362, -0.862, 1.088, 9
1, 9, 0, -2.785, 2.792, -1.924, 0.225, -0.985, 1.076, 0.07, -0.071, -0.257, -0.135, 4
1, 9, 0, -2.538, 2.351, -1.029, 0.146, -0.922, 0.201, -0.058, 0.835, -0.712, -0.074, 5
1, 9, 0, -3.485, 1.092, -0.674, 1.395, -0.027, 1.039, -0.047, 0.384, -0.761, -0.934, 1
1, 9, 0, -3.725, 1.904, -0.737, 0.433, -0.369, 1.047, 0.12, 0.425, -0.678, -0.391, 10
1, 9, 0, -1.925, 1.517, -0.999, 0.634, -1.27, 0.207, 0.385, 0.0040, -0.141, -0.624, 3
1, 10, 0, -2.966, 0.659, -1.057, 1.36, 0.152, 1.435, 0.197, 0.926, -0.45, -0.637, 1
1, 10, 0, -4.089, 3.712, 0.315, -0.05, -0.929, 0.018, -0.35, 1.77, 0.244, -0.301, 7
1, 10, 0, -3.707, 1.486, -0.494, 0.402, 0.183, 0.186, 0.234, 1.029, -0.856, -0.408, 10
1, 10, 0, -3.053, 0.716, -1.024, 1.422, 0.184, 1.473, 0.261, 0.983, -0.431, -0.717, 1
1, 10, 0, -2.445, 2.678, -0.816, -0.743, 0.076, 1.117, -0.057, 0.018, 0.281, -0.72, 5
1, 10, 0, -3.676, -0.185, -0.563, 2.377, 0.096, 1.854, 0.303, 0.296, -0.358, -1.205, 0
1, 10, 0, -2.316, 2.007, -1.365, 0.181, 0.206, 0.071, 0.037, 0.814, -0.332, -0.753, 3
1, 10, 0, -2.382, 1.984, -1.096, -0.103, 0.369, 0.204, -0.125, 0.752, -0.136, -0.959, 3
1, 10, 0, -3.015, 2.219, 0.996, -0.455, -1.514, 0.047, 0.864, 0.468, 0.657, -0.343, 6
1, 10, 0, -4.047, 2.626, -0.597, 0.823, -0.266, 0.048, 0.049, 0.882, 0.359, -0.203, 8
1, 11, 0, -2.012, 1.134, -1.029, 0.205, 0.661, 0.359, 0.456, 0.372, -0.939, -0.613, 2
1, 11, 0, -2.346, 1.604, -0.283, 0.393, -0.416, 0.268, -0.463, 0.387, 0.253, -0.504, 5
1, 11, 0, -2.961, 0.766, -0.8, 0.962, 0.658, 1.012, 0.347, -0.015, -0.425, -0.746, 1
1, 11, 0, -2.175, 1.631, -0.331, -0.203, -0.159, 0.246, 0.18, -0.093, -0.351, -0.267, 3
1, 11, 0, -2.46, -0.325, -1.404, 0.928, 0.122, 2.049, 0.274, 0.532, -1.113, -0.769, 0
1, 11, 0, -4.048, 3.753, -1.15, -0.209, -0.53, 0.871, 0.445, 0.716, -0.131, 0.139, 7
1, 11, 0, -4.172, 3.07, -0.781, 0.516, -0.627, 1.006, 0.531, 0.441, -0.102, -0.456, 8
1, 12, 1, -4.471, 3.192, -0.161, 0.117, -0.327, 0.406, -0.201, 0.919, -0.716, -0.933, 9
1, 12, 1, -3.012, 2.252, -0.806, 0.389, -0.11, 0.649, -0.328, 0.321, -0.559, 0.234, 10
1, 12, 1, -2.247, 3.42, -0.887, -0.823, -0.297, 0.774, 0.185, -0.242, -0.79, 0.046, 4
1, 12, 1, -2.489, 2.379, -0.523, -0.158, -0.178, 0.406, 0.198, 0.059, -0.589, -0.256, 5
1, 12, 1, -2.898, 3.393, -0.409, -0.993, -0.587, 1.322, 0.24, 0.231, -1.068, -0.094, 6
1, 12, 1, -4.283, 2.829, 0.296, 0.086, -0.544, 0.501, -0.317, 0.995, -0.34, -1.113, 9
1, 12, 1, -3.155, 0.613, -0.285, 1.287, 0.882, 0.337, -0.624, 0.067, -0.516, 0.891, 1
1, 12, 1, -2.762, 1.51, -0.145, 1.157, -0.256, 0.041, -0.647, -0.324, -0.128, 0.806, 2
1, 12, 1, -2.364, 3.743, -1.393, -0.361, -0.354, 1.004, 0.208, -0.376, -1.046, 0.722, 4
1, 12, 1, -2.883, 3.576, -1.198, -0.562, -0.162, 0.974, 0.764, -0.03, -1.023, 0.346, 6
1, 13, 1, -4.039, 2.061, -0.727, 0.888, 0.302, 0.413, -0.381, -0.194, -0.614, 0.41, 8
1, 13, 1, -4.689, 1.015, 1.312, 1.802, 0.313, -0.405, -0.663, 0.106, -0.325, 0.838, 0
1, 13, 1, -2.972, 1.151, -0.293, 1.609, -0.724, 0.123, -0.087, -0.801, 0.04, 1.07, 2
1, 13, 1, -4.052, 2.335, -0.415, 0.732, 0.234, 0.426, -0.49, -0.218, -0.618, 0.34, 8
1, 13, 1, -3.852, 4.214, -1.556, -0.336, -0.305, 1.133, -0.152, 0.237, -0.915, -0.445, 7
1, 13, 1, -3.636, 2.719, -0.178, 0.665, 0.099, -0.084, -0.333, -0.362, -1.049, 0.978, 10
1, 14, 1, -3.642, 3.582, -1.031, -0.761, 0.046, 1.255, 0.841, 0.512, -0.259, -0.447, 7
1, 14, 1, -3.451, 2.257, -0.845, 0.432, 0.486, 0.266, -0.215, 0.0060, -1.082, 0.759, 10
1, 14, 1, -3.924, 2.726, 0.414, -0.155, -0.02, 0.893, -0.188, 0.552, -0.507, -0.617, 8
1, 14, 1, -3.432, 2.235, -0.753, 0.361, 0.435, 0.425, -0.193, 0.012, -1.166, 0.794, 10
1, 14, 1, -3.048, 2.817, -0.703, -0.396, -0.639, 0.92, 0.674, 0.686, -0.611, -0.053, 6
1, 14, 1, -3.396, 2.257, -0.602, 0.407, 0.204, 0.366, 0.067, 0.044, -1.352, 0.871, 10
