@relation yeast
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.39, 0.34, 0.68, 0.3, 0.5, 0.0, 0.5, 0.29, NUC
0.35, 0.5, 0.44, 0.27, 0.5, 0.0, 0.51, 0.22, CYT
0.45, 0.21, 0.49, 0.24, 0.5, 0.0, 0.46, 0.31, NUC
0.44, 0.34, 0.61, 0.13, 0.5, 0.0, 0.49, 0.26, NUC
0.29, 0.34, 0.55, 0.24, 0.5, 0.0, 0.51, 0.22, CYT
0.52, 0.64, 0.34, 0.16, 0.5, 0.0, 0.57, 0.22, MIT
0.28, 0.48, 0.56, 0.16, 0.5, 0.0, 0.48, 0.26, CYT
0.6, 0.54, 0.54, 0.53, 0.5, 0.0, 0.52, 0.27, MIT
0.61, 0.46, 0.44, 0.47, 0.5, 0.0, 0.5, 0.37, NUC
0.8, 0.82, 0.57, 0.26, 0.5, 0.0, 0.57, 0.27, VAC
0.46, 0.49, 0.45, 0.28, 0.5, 0.0, 0.55, 0.22, VAC
0.5, 0.57, 0.62, 0.25, 0.5, 0.0, 0.51, 0.22, MIT
0.77, 0.72, 0.48, 0.26, 0.5, 0.0, 0.51, 0.22, EXC
0.31, 0.3, 0.34, 0.19, 0.5, 0.0, 0.55, 0.3, ME3
0.47, 0.54, 0.53, 0.77, 0.5, 0.0, 0.52, 0.36, MIT
0.95, 0.71, 0.27, 0.39, 0.5, 0.0, 0.31, 0.22, ME2
0.5, 0.45, 0.53, 0.21, 0.5, 0.0, 0.28, 0.22, NUC
0.56, 0.59, 0.54, 0.18, 0.5, 0.0, 0.48, 0.46, NUC
0.4, 0.28, 0.48, 0.06, 0.5, 0.0, 0.49, 0.42, NUC
0.59, 0.46, 0.48, 0.46, 0.5, 0.0, 0.49, 0.22, CYT
0.36, 0.33, 0.38, 0.15, 0.5, 0.0, 0.55, 0.36, ME3
0.33, 0.28, 0.5, 0.4, 0.5, 0.0, 0.46, 0.61, NUC
0.51, 0.55, 0.56, 0.18, 0.5, 0.0, 0.5, 0.38, NUC
0.5, 0.36, 0.64, 0.37, 0.5, 0.0, 0.37, 0.33, NUC
0.39, 0.39, 0.59, 0.25, 0.5, 0.0, 0.45, 0.22, CYT
0.43, 0.33, 0.54, 0.37, 0.5, 0.0, 0.38, 0.16, CYT
0.57, 0.37, 0.43, 0.27, 0.5, 0.0, 0.53, 0.28, NUC
0.48, 0.45, 0.63, 0.19, 0.5, 0.0, 0.58, 0.22, NUC
0.4, 0.3, 0.57, 0.13, 0.5, 0.0, 0.46, 0.22, NUC
0.31, 0.6, 0.65, 0.18, 0.5, 0.0, 0.46, 0.22, NUC
0.57, 0.43, 0.52, 0.3, 0.5, 0.0, 0.37, 0.11, CYT
0.43, 0.33, 0.67, 0.12, 0.5, 0.0, 0.45, 0.23, CYT
0.43, 0.33, 0.67, 0.12, 0.5, 0.0, 0.43, 0.23, CYT
0.56, 0.35, 0.47, 0.41, 0.5, 0.0, 0.5, 0.22, CYT
0.73, 0.6, 0.47, 0.2, 0.5, 0.0, 0.72, 0.22, CYT
0.46, 0.39, 0.54, 0.22, 0.5, 0.0, 0.48, 0.25, CYT
0.37, 0.3, 0.62, 0.43, 0.5, 0.0, 0.44, 0.39, CYT
0.57, 0.5, 0.4, 0.08, 0.5, 0.0, 0.47, 0.22, ME3
0.59, 0.54, 0.53, 0.14, 0.5, 0.0, 0.48, 0.22, CYT
0.58, 0.56, 0.46, 0.14, 0.5, 0.0, 0.51, 0.22, CYT
0.46, 0.38, 0.51, 0.2, 0.5, 0.0, 0.51, 0.22, CYT
0.41, 0.4, 0.56, 0.17, 0.5, 0.0, 0.56, 0.22, CYT
0.39, 0.71, 0.38, 0.14, 0.5, 0.0, 0.5, 0.22, ME2
0.48, 0.51, 0.5, 0.24, 0.5, 0.0, 0.54, 0.38, CYT
0.46, 0.56, 0.56, 0.25, 0.5, 0.0, 0.43, 0.22, NUC
0.46, 0.48, 0.38, 0.22, 0.5, 0.0, 0.39, 0.45, ME3
0.6, 0.64, 0.56, 0.36, 0.5, 0.0, 0.46, 0.27, CYT
0.43, 0.47, 0.47, 0.18, 0.5, 0.0, 0.47, 0.22, CYT
0.66, 0.43, 0.57, 0.6, 0.5, 0.0, 0.19, 0.33, NUC
0.33, 0.46, 0.6, 0.18, 0.5, 0.0, 0.51, 0.26, NUC
0.51, 0.5, 0.54, 0.11, 0.5, 0.0, 0.6, 0.22, NUC
0.32, 0.68, 0.51, 0.16, 0.5, 0.83, 0.55, 0.22, POX
0.61, 0.5, 0.61, 0.21, 0.5, 0.0, 0.55, 0.54, CYT
0.53, 0.48, 0.51, 0.18, 0.5, 0.0, 0.51, 0.27, CYT
0.41, 0.35, 0.6, 0.22, 0.5, 0.0, 0.56, 0.79, CYT
0.55, 0.38, 0.52, 0.16, 0.5, 0.0, 0.49, 0.64, NUC
0.54, 0.67, 0.56, 0.15, 0.5, 0.0, 0.57, 0.33, NUC
0.54, 0.55, 0.55, 0.4, 0.5, 0.0, 0.53, 0.22, CYT
0.41, 0.46, 0.57, 0.25, 0.5, 0.0, 0.57, 0.38, CYT
0.42, 0.45, 0.75, 0.21, 0.5, 0.0, 0.48, 0.22, CYT
0.4, 0.44, 0.5, 0.13, 0.5, 0.0, 0.52, 0.39, CYT
0.5, 0.5, 0.48, 0.34, 0.5, 0.0, 0.52, 0.27, NUC
0.61, 0.73, 0.5, 0.58, 0.5, 0.0, 0.5, 0.22, MIT
0.42, 0.46, 0.44, 0.17, 0.5, 0.0, 0.51, 0.42, CYT
0.48, 0.39, 0.56, 0.23, 0.5, 0.0, 0.6, 0.22, CYT
0.55, 0.49, 0.6, 0.18, 0.5, 0.0, 0.51, 0.22, NUC
0.64, 0.61, 0.56, 0.15, 0.5, 0.0, 0.54, 0.22, VAC
0.5, 0.4, 0.57, 0.17, 0.5, 0.0, 0.59, 0.22, CYT
0.64, 0.56, 0.52, 0.17, 0.5, 0.0, 0.54, 0.47, NUC
0.77, 0.78, 0.27, 0.37, 0.5, 0.0, 0.49, 0.22, ME1
0.45, 0.39, 0.46, 0.29, 0.5, 0.0, 0.42, 0.22, MIT
0.25, 0.41, 0.47, 0.14, 0.5, 0.0, 0.56, 0.68, NUC
0.8, 0.82, 0.4, 0.31, 0.5, 0.0, 0.57, 0.25, ME1
0.56, 0.71, 0.47, 0.21, 0.5, 0.0, 0.52, 0.22, MIT
0.67, 0.61, 0.39, 0.24, 0.5, 0.0, 0.51, 0.22, ME3
0.54, 0.54, 0.56, 0.18, 0.5, 0.0, 0.46, 0.29, NUC
0.49, 0.56, 0.37, 0.2, 0.5, 0.0, 0.53, 0.22, ME3
0.6, 0.68, 0.3, 0.27, 0.5, 0.0, 0.55, 0.22, ME3
0.38, 0.47, 0.47, 0.18, 0.5, 0.0, 0.44, 0.26, MIT
0.59, 0.67, 0.54, 0.19, 0.5, 0.0, 0.48, 0.6, NUC
