@relation yeast
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5, 0.45, 0.52, 0.18, 0.5, 0.0, 0.52, 0.22, CYT
0.42, 0.5, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, CYT
0.52, 0.49, 0.59, 0.21, 0.5, 0.0, 0.47, 0.22, NUC
0.25, 0.26, 0.53, 0.17, 0.5, 0.0, 0.45, 0.22, CYT
0.27, 0.43, 0.5, 0.13, 0.5, 0.0, 0.54, 0.31, CYT
0.49, 0.36, 0.47, 0.28, 0.5, 0.0, 0.56, 0.54, NUC
0.57, 0.54, 0.32, 0.15, 0.5, 0.0, 0.52, 0.25, VAC
0.5, 0.55, 0.52, 0.16, 0.5, 0.0, 0.51, 0.31, CYT
0.46, 0.52, 0.51, 0.13, 0.5, 0.0, 0.47, 0.22, CYT
0.49, 0.53, 0.36, 0.15, 0.5, 0.0, 0.52, 0.27, ME3
0.45, 0.5, 0.43, 0.16, 0.5, 0.0, 0.52, 0.28, ME3
0.71, 0.51, 0.49, 0.23, 0.5, 0.0, 0.3, 0.32, ME2
0.59, 0.48, 0.49, 0.49, 0.5, 0.0, 0.36, 0.32, CYT
0.39, 0.56, 0.34, 0.18, 0.5, 0.0, 0.49, 0.22, ME3
0.42, 0.71, 0.45, 0.15, 0.5, 0.0, 0.48, 0.22, ME3
0.86, 0.78, 0.34, 0.15, 0.5, 0.0, 0.53, 0.22, ME2
0.38, 0.44, 0.57, 0.14, 0.5, 0.0, 0.53, 0.52, NUC
0.8, 0.73, 0.47, 0.19, 0.5, 0.0, 0.49, 0.22, ME1
0.77, 0.68, 0.35, 0.19, 0.5, 0.0, 0.53, 0.43, ME1
0.51, 0.59, 0.46, 0.13, 0.5, 0.0, 0.48, 0.22, MIT
0.41, 0.25, 0.59, 0.44, 0.5, 0.0, 0.6, 0.69, NUC
0.38, 0.48, 0.57, 0.3, 0.5, 0.0, 0.41, 0.11, CYT
0.48, 0.61, 0.57, 0.17, 0.5, 0.0, 0.45, 0.22, CYT
0.38, 0.4, 0.66, 0.35, 0.5, 0.0, 0.43, 0.11, CYT
0.43, 0.4, 0.6, 0.16, 0.5, 0.0, 0.53, 0.39, NUC
